"key","message","comment","context"
"No data to display","Нет данных для отображения",,
"Normal",,,
"Not specified","Не указано",,
"Notes",,,
"Open","Открыть",,
"Open gantt","открыть Ганта",,
"Open phase","Открыть фазу",,
"Open task","Открыть задачу",,
"Open task btn",,,
"Order Accepted","Предложение принято",,
"Order Proposed","Предлагаемая расценка",,
"Order by state","Сортировать по статусу",,
"Overview","Предварительный просмотр",,
"Parent Task","Родительская задача",,
"Parent project","Родительский проект",,
"Parent task","Родительская задача",,
"Per section calendar","По разделам (расписание)",,
"Per section kanban","По разделам (канбан)",,
"Per status calendar","По статусу (расписание)",,
"Per status kanban","По статусу (канбан)",,
"Per user calendar","На пользователя (график)",,
"Percentage","Процент",,
"Phase by line","Фаза по строкам",,
"Phases",,,
"Planned Time Planning","Прогнозируемое планирование погоды",,
"Planned charge","Запланированная зарядка",,
"Planned progress","Запланированное продвижение",,
"Planning","Планирование",,
"Please check the compute full name groovy formula in project app configuration","пожалуйста, проверьте формулу groovy для полного имени в конфигурации приложения проекта",,
"Please fill canceled project status in App Project configuration.","пожалуйста, заполните статус отмененного проекта в конфигурации проекта приложения.",,
"Please fill completed project status in App Project configuration.","Пожалуйста, заполните статус завершенного проекта в конфигурации проекта приложения.",,
"Please fill completed task status in Project configuration.",,,
"Please fill in task date.","Пожалуйста, заполните дату задания.",,
"Please select project","Пожалуйста, выберите проект",,
"Please select user","Пожалуйста, выберите пользователя",,
"Please set the completed paid project status in the project configuration.",,,
"Please set the completed project status in the project configuration.",,,
"Predecessors tasks","Предыдущие задачи",,
"Preferences","Преференции",,
"Printed from Axelor open platform","Печать с открытой платформы Axelor",,
"Priorities?","Приоритеты ?",,
"Priority","Приоритет",,
"Product","Продукт",,
"Production",,,
"Products",,,
"Products held back","Затронутые продукты",,
"Progress","Прогресс",,
"Project","Проекта",,
"Project Activities","Деятельность по проекту",,
"Project Activity","Деятельность по проекту",,
"Project Calendar","График проекта",,
"Project Gantt","Проект Ганта",,
"Project Label","Формулировка проекта",,
"Project Phase","Этап проекта",,
"Project Priority","Приоритет проекта",,
"Project Task","Задача",,
"Project Task Category","Категория задачи",,
"Project Task Section","Раздел Задачи",,
"Project Task Tree","Дерево задач",,
"Project Tasks","Задачи",,
"Project alone","только для проекта",,
"Project config","Конфигурация. Проект",,
"Project configurations","Конфигурация. Проект",,
"Project dashboard","Бортовой Tblx проект",,
"Project fields","Поля проекта",,
"Project filters","Фильтры проекта",,
"Project hold back line list",,,
"Project name","Название проекта",,
"Project status","Статус проекта",,
"Project status management",,,
"Project task category","Категория задачи",,
"Project task category filters","Фильтр категорий задач",,
"Project task filters","Фильтр задач проекта",,
"Project task list","Список проектов",,
"Project template","Шаблон проекта",,
"Project template filters","Фильтры шаблонов проектов",,
"Project templates","Шаблоны проектов",,
"Project time unit","Единица времени проекта",,
"Project.Resource","Ресурсы",,
"Project/Business (Project)","По Проекту / Делу",,
"Projects","Проекты",,
"Purchase order lines","Строки заказов на покупку",,
"Purchases","Закупки",,
"Quantity","Количество",,
"Related Projects","Связанные проекты",,
"Related Tasks",,,
"Reportings","Отчетность",,
"Reset","Сбросить",,
"Resource",,,
"Resource booking","резервирование ресурсов ресурса",,
"Resource bookings","Резервирование ресурсов",,
"Resource management","Управление ресурсами",,
"Resource type","Тип ресурсов",,
"Resource types","Типы ресурсов",,
"Resources","Ресурсы",,
"Roadmap","дорожной карты",,
"Sale order lines","Строки заказа",,
"Sales","на продажу",,
"Section","Раздел",,
"Section?","Секция ?",,
"Select","Выбрать",,
"Select Projects","Проекты",,
"Select Users","Пользователи",,
"Select new lines","Добавление строк",,
"Select values","Выберите",,
"Seq.","значения Seq.",,
"Sequence","Последовательность",,
"Serial/batch number","Серийный номер / массовая обработка",,
"Show expense lines","Посмотреть строки в примечании к расходам",,
"Show production orders","Посмотреть производственные заказы",,
"Show purchase order lines","Посмотреть строки покупок",,
"Show sale order lines","Просмотреть командные строки ",,
"Show sub-projects","Просмотр подпроектов",,
"Signature",,,
"Site","Сайт",,
"Sites","Места",,
"Spent time","Прошедшее время",,
"Start","Запустить",,
"Start date","Дата начала",,
"Start tasks to finish","Запускать задачи для завершения",,
"Start tasks to start","Запускать задачи для запуска",,
"Status","Статус",,
"Status?","Статус ?",,
"Stop","Остановить",,
"String","Текст",,
"Sub Tasks","В разделе задачи",,
"Sub-Projects","Подпроект",,
"Subject","Тема",,
"Supplier Invoice lines","Строки счетов-фактур поставщик",,
"Supplier contracts","контракты поставщики",,
"Suprojects","Подпроекты",,
"Synchronize","Синхронизировать",,
"Tag","Этикетка",,
"Tag color","Цвет этикетки",,
"Tags","Этикетки",,
"Take charge","Принимать",,
"Task","Задача",,
"Task Calendar","Задание по расписанию",,
"Task Description","Описание задачи",,
"Task Description as Project Description","Описание задачи как описание проекта",,
"Task Invoicing","Выставление счетов за выполнение задач",,
"Task Name","Имя задачи",,
"Task Tree","Дерево задач",,
"Task User as Project Members","Пользователи задачи как участники проекта",,
"Task assigned to","Задача, поставленная перед",,
"Task assigned to the client","Задача, поставленная перед клиентом",,
"Task assigned to the provider","Задача, поставленная перед поставщиком",,
"Task by line","Задание по строкам",,
"Task date","Дата",,
"Task deadline","Предельный срок",,
"Task duration","Продолжительность",,
"Task editor","Редактор задач",,
"Task end","Завершение задачи",,
"Task fields","Поля задачи",,
"Task parent or children has not been configured correctly.","Родительская или дочерняя задача была настроена неправильно.",,
"Task planning","Планирование задач",,
"Task progress","% достижение",,
"Task recurrence","Повторение задач",,
"Task status","Статус задачи",,
"Task status management",,,
"Task template","Шаблон задачи",,
"Task template filters","Фильтры шаблонов задач",,
"Task template list","Список шаблонов задач",,
"Task templates","Шаблоны задач",,
"TaskEditor.comment","Комментарии",,
"TaskEditor.concurrencyError","Ошибка обновления. Пожалуйста, обновите страницу",,
"TaskEditor.deleteRecord","Очистить запись",,
"TaskEditor.deleteRecordConfirm","Вы действительно хотите удалить этот раздел ?",,
"TaskEditor.deleteSuccess","Успешно удален",,
"TaskEditor.error","Ошибка",,
"TaskEditor.filter","Фильтровать",,
"TaskEditor.none","Нет",,
"TaskEditor.projectCreateSuccess","Успешно создан",,
"TaskEditor.removeSuccess","Успешно удален",,
"TaskEditor.sectionDeleteSuccess","Раздел успешно удален",,
"TaskEditor.sort",,,
"TaskEditor.taskAddError","Ошибка сортировки при добавлении задачи",,
"TaskEditor.taskAddSuccess","Успешно добавлена задача",,
"TaskEditor.taskDate","Дата выполнения задания",,
"TaskEditor.taskDeleteSuccess","Задача успешно удалена",,
"TaskEditor.undo","Отменить",,
"TaskEditor.uploadError","Ошибка при загрузке",,
"TaskEditor.uploadSuccess","Успешно загружен",,
"Tasks","Должностные обязанности",,
"Tasks created by me","Задачи, которые я создал",,
"Tasks to finish before finish","Задачи"," которые необходимо выполнить перед завершением",
"Tasks to start before start","Задачи"," которые необходимо выполнить перед началом",
"Team","работы в команде",,
"Technical type","Технический тип",,
"Templates","Модели",,
"The company %s doesn't have any configured sequence for Project","У компании % нет компании"," настроенной для проектов.",
"The parent task creates a loop in the task tree.","Родительская задача создает цикл в дереве задач.",,
"This formula allows you to define the composition of the fullName through a groovy formula","Эта формула позволяет определить состав полного имени с помощью заводной формулы",,
"This resource is already booked for this period","Ресурс уже зарезервирован на этот период",,
"This task is deleted","Эта задача была удалена",,
"This will determine the unit used for project-wide reporting. If there are tasks using another unit, conversions will be made using 'Number of hours in a day' value.","""Это определит единицу, используемую для глобальной отчетности по проекту. Если в задачах используется другая единица измерения, преобразования будут производиться с использованием значения поля""количество часов в день"".""",,
"Ticker number","Номер Билета",,
"Ticket",,,
"Time Spent","Прошедшие времена",,
"Time Spent?","Прошедшее время ?",,
"Timer","Секундомер",,
"Timer list","список секундомера",,
"TimesheetLine.timeSpent","затраченное время",,
"Title","Заголовок",,
"To Date","А",,
"To Invoice","выставлять",,
"To be invoiceable, each element (task, timesheet, expenses, etc.) has to be set with the checkbox ""To invoice"" as True. These boolean buttons below will set newly created element with ""To invoice"" as True.","счет ""для того"," чтобы по каждому элементу (задаче",
"To create new timespent lines, you need to do it via project task or via the HR ""Complete my Timesheet"" menu.","Чтобы создать новые записи о затраченном времени, вы можете создать их из задачи проекта или из меню отдела кадров ""заполните мой табель учета рабочего времени"". ",,
"To date","на сегодняшний день",,
"Today","Сегодня",,
"Tools","Инструмент",,
"Topic","Тема",,
"Topic created by","Тема создается за",,
"Topic?","темой ?",,
"Topics","Тематика",,
"Topics (${name})","Темы (${имя})",,
"Total",,,
"Total duration (Hours)","Общая продолжительность (часы)",,
"Total planned hours","Общее запланированное время",,
"Tree view","Дерево задач",,
"Type",,,
"Type of authorized activities","Виды разрешенной деятельности",,
"Type of authorized categories","Тип разрешенных категорий",,
"Type of authorized priorities","Тип разрешенных приоритетов",,
"Type of authorized status","Тип разрешенных статусов",,
"Undelete","Отменить",,
"Unit price","Цена за единицу",,
"Unlink selected lines","Отменить выделение выделенных строк",,
"Untitled section","Новый раздел",,
"Update period according to task","обновить период по отношению к задаче",,
"Urgent",,,
"Usable on project","Доступный для поиска в проектах",,
"User","Пользователь",,
"User Gantt","Пользователь Ганта",,
"User Task","Пользовательская задача",,
"Users","Пользователи",,
"Validated Timesheet lines","Утвержденные строки расписания",,
"View all issues","Посмотреть все аномалии",,
"View details","Посмотреть подробности",,
"Waiting Timesheet lines","Строки табелей учета рабочего времени в режиме ожидания",,
"Wiki",,,
"Wiki folder","Папка Вики",,
"Wikis ${_projectName}",,,
"Wikis (${name})",,,
"Yesterday","Вчера",,
"You have no active team, the planning can't be generated","У вас нет активной команды, расписание не будет создано",,
"You have no projects or tasks bound to you, your planning can't be generated.","Вы не участвуете ни в одном проекте или задаче, ваше расписание не будет создано",,
"You have selected no team for this project","Вы не выбрали ни одной команды для этого проекта.",,
"Your team has no projects or tasks bound to it, the planning can't be generated.","""Ваша команда не занимается никакими проектами или задачами, ваше расписание не будет создано"".",,
"[\u0412\u0447\u043e\u0440\u0430",,,
"[\u0417\u0430\u0432\u0442\u0440\u0430",,,
"[\u041c\u0438\u043d\u0443\u043b\u043e\u0433\u043e] dddd [",,,
"[\u041c\u0438\u043d\u0443\u043b\u043e\u0457] dddd [",,,
"[\u0421\u044c\u043e\u0433\u043e\u0434\u043d\u0456",,,
"[\u0423] dddd [",,,
"hours","часы",,
"to","к",,
"updated document","обновленному документу",,
"value:Canceled","Отмена",,
"value:Done","Завершена",,
"value:High","Высокий",,
"value:In progress","текущий",,
"value:Low","Слабый",,
"value:New","Новый",,
