"key","message","comment","context"
"Available variables :\n         ind1i = value for the contract's index1 for date 1 \n ind2i = value for the contract's index 2 for date         2 \n ind1f : value for the contract's index 1 for the next revaluation date \n ind2f :         value for the contract's index 2 for the next revaluation date \n ind1py :         value for the contract's index 1 for the next revaluation - 1 year \n ind2py :         value for the contract's index 2 for the next revaluation - 1 year \n P0 : original price of the contract line         \n Pf : last revaluated price of the contract line","Доступные переменные: \n ind1i = значение для индекса 1 контракта на дату 1 \n ind2i = значение для индекса 2 контракта на дату 2 \n ind1f = значение индекса 1 контракта на следующую дату переоценки \n ind2f = значение индекса 2 контракта на следующую дату переоценки контракт на следующую дату переоценки \n ind1py = стоимость индекса 1 контракта на следующую дату переоценки - 1 год \n ind2py = стоимость индекса 2 контракта на следующую дату переоценки-1 год \n P0 = стоимость начальной цены строки контракта \n Pf = значение текущей цены строки контракта",,
"Back","Возвращение",,
"Batches","массовых процедур",,
"Batchs","Массовая обработка",,
"Billing",,,
"Billing contract","Договор выставления счетов-фактур",,
"Can only activate waiting contract.","Вы можете активировать только ожидающий контракт.",,
"Can only put on hold drafted contract.","Вы можете отложить только черновой контракт.",,
"Can only terminate ongoing contract.","Вы можете завершить только текущий контракт.",,
"Cancel","Отменить",,
"Close contract","Закрыть контракт",,
"Closed","Закрытый",,
"Code",,,
"Comment to be included on invoice","Комментарий для включения в счет-фактуру",,
"Commercial condition","Коммерческие условия",,
"Company","Компания",,
"Company currency","Валюта компании",,
"Config.","Конфигурация. ",,
"Configurable contract","Настраиваемый контракт",,
"Configuration","Конфигурация",,
"Consumption Line","Линия потребления",,
"Consumption Lines","Линии потребления",,
"Consumption for next invoice","Потребление для следующего счета",,
"Consumption line quantities exceed the max quantity defined in the contract line.","Количества в строках потребления превышают максимальное количество, указанное в строке контракта.",,
"Consumption management","Управление потреблением",,
"Consumption max quantity","Максимальное количество потребления",,
"Consumptions","Потребления",,
"Content","Содержание",,
"Contract","Контракта",,
"Contract Dates","Даты заключения контракта",,
"Contract Line","Строка контракта",,
"Contract Lines","Строки контракта",,
"Contract N°","Номер контракта",,
"Contract batch","Пакетный контракт",,
"Contract batch filters",,,
"Contract batches","Контрактные партии",,
"Contract can't be empty for compute contract line price.","Контракт не может быть пустым для расчета цены строк.",,
"Contract closing invoice","Счет-фактура о расторжении контракта",,
"Contract filters",,,
"Contract has already been generated for this opportunity.","Контракт на эту возможность уже заключен.",,
"Contract information","Информация о контракте",,
"Contract invoice","Счет-фактура по контракту",,
"Contract line","Строка контракта",,
"Contract template","Типовой договор",,
"Contract template filters",,,
"Contract template to use","Шаблон контракта для использования",,
"Contract templates","Шаблоны контрактов",,
"Contract type","Тип контракта",,
"Contract version","Версия контракта",,
"Contracts","Договоры",,
"Copy","Копия",,
"Cpte Ana. AXIS1",,,
"Cpte Ana. AXIS2",,,
"Cpte Ana. AXIS3",,,
"Cpte Ana. AXIS4",,,
"Cpte Ana. AXIS5",,,
"Create PO","Создать Cmde покупки",,
"Create an amendment","Создать подписчика",,
"Created by","Создано",,
"Created on","созданным",,
"Currency","валюта",,
"Current amendment","Текущее дополнение",,
"Current invoice period","Текущий период выставления счета",,
"Current version","Текущая версия",,
"Current version activation","Активация текущей версии",,
"Customer","Клиент",,
"Customer contracts","Договор с клиентом",,
"Customer price lists","Прайс",,
"Customer year end bonus","-листы клиентов на конец года с бонусами для клиентов",,
"Date","Дата",,
"Delete next amendment","Исключить следующее дополнение",,
"Description","Описание",,
"Discount amount",,,
"Discount type",,,
"Display an alert if the consumption quantities exceed the defined max quantity","Показывать предупреждение, если потребляемые количества превышают установленное максимальное количество",,
"Display the concerned contracts","Просмотр соответствующих контрактов",,
"Displayed Product name","Формулировка продукта",,
"Do not renew","Не продлевать",,
"Do you really wish to fill your contract based on this template ?","Вы действительно хотите заключить свой контракт на основе этой модели ?",,
"Draft","Черновик",,
"Duration","Продолжительность",,
"Durations","Продолжительности",,
"Enable configuration by product family for YEB","Включить настройку учетных записей по продуктам / семействам для BFA/RFA",,
"End date","Дата окончания",,
"End of application","Дата окончания подачи заявки",,
"End of next invoicing period","Конец следующего расчетного периода",,
"End of next invoicing period should be after Start of next invoicing period.","Конец следующего расчетного периода должен наступить до начала следующего расчетного периода.",,
"End of period","Конец периода",,
"End of period plus","Конец периода плюс",,
"Engagement","Обязательство",,
"Engagement duration","Срок действия контракта",,
"Engagement duration is not fulfilled.","Срок действия контракта не соблюдается.",,
"Engagement start date","Дата начала помолвки",,
"Engagement start from version","Начало взаимодействия в соответствии с новыми версиями",,
"Error","Ошибка",,
"File","Файл",,
"Files","Файлы",,
"First period end date","Конец первого периода",,
"First period invoicing end date","Дата окончания первого расчетного периода",,
"Fiscal position","Налоговая позиция",,
"Forecast (contract)","Прогнозный (контрактный)",,
"Formula","Формула",,
"Framework",,,
"Framework contract","Рамочный контракт рамочные",,
"Framework contracts","контракты",,
"From",,,
"From date",,,
"Full name",,,
"General","Общее полное имя",,
"Generate a contract","создать контракт",,
"Generate contract","создать контракт",,
"Generate purchase order","Создать заказ на покупку",,
"Generate sale order","Создать заказ на продажу",,
"Generated purchase order","Сгенерированный заказ на покупку",,
"Generated sale order","Сгенерированный заказ на продажу",,
"Grouped Invoicing","Выставление счетов в пакетном режиме",,
"Index 1","Подсказка 1",,
"Index 1 date","Дата индекса 1",,
"Index 2","Подсказка 2",,
"Index 2 date","Дата индекса 2",,
"Index revaluation","Индекс переоценки",,
"Index value","Значение индекса",,
"Index value list","список значений индекса",,
"Index values","Значения Индекса",,
"Indexes revaluation","Индексы переоценки",,
"Information",,,
"Initial ex tax total per year","Итого по состоянию на начало года",,
"Initial price per year","Начальная цена за год",,
"Initial unit price","Начальная цена за единицу продукции",,
"Invoice","Счет-фактура",,
"Invoice N°",,,
"Invoice from consumption","Взимать плату за потребление",,
"Invoice line","Строка счета-фактуры",,
"Invoice period","Расчетный период",,
"Invoice period history","История платежных периодов",,
"Invoice periods","Расчетные периоды",,
"Invoiced","Фактурный",,
"Invoiced partner","Выставленный счет третьей стороне",,
"Invoices","Счет-фактуры",,
"Invoicing","Выставление",,
"Invoicing Frequency","счетов частота выставления счетов",,
"Invoicing amounts",,,
"Invoicing date","Дата выставления",,
"Invoicing management","счета управление выставлением",,
"Invoicing moment","счета момент выставления счета",,
"Is invoiced","Фактурный",,
"Last Invoicing period","Последний оплаченный период",,
"Last renewal date","Дата последнего продления",,
"Last revaluation date","Последняя дата переоценки",,
"Linked invoice","Связанный счет-фактура",,
"Meta file","Мета-файл",,
"Missing index value for this date : %s","Для этой даты отсутствует значение индекса",,
"Missing revaluation period for this contract.","По этому контракту отсутствует период переоценки.",,
"Name","Имя",,
"New File","нового файла",,
"New version",,,
"Next amendment","Следующий участник",,
"Next revaluation date","Следующая дата переоценки",,
"Next version","Следующая версия",,
"Next version activation","Активация следующей версии",,
"No contract is associated to version.","С версией не связан контракт.",,
"Not invoiced","Не оплачено",,
"Notes","Примечания",,
"Number of days","количество дней",,
"Number of finished periods","Количество завершенных периодов",,
"Number of renewal","Количество продлений",,
"Ongoing","Текущий",,
"Only invoice consumption before Invoice period end Date","Выставлять счета только за потребление до даты окончания периода",,
"Opportunity",,,
"Partner","Третье сословие",,
"Partner price lists","Прайс-листы для третьих лиц",,
"Payment condition","Условия оплаты",,
"Payment mode","Форма платежа",,
"Periodic Invoicing","Периодический выставление",,
"Periodic contract","счетов-фактур периодический договор",,
"Pick a template","Выберите модель",,
"Please enter a engagement date.","пожалуйста, введите дата помолвки.",,
"Please enter a terminated date for this version.","Пожалуйста, укажите дату окончания этой версии.",,
"Please fill the first period end date and the invoice frequency.","Пожалуйста, заполните первую дату окончания предпраздничного периода и периодичность выставления счетов.",,
"Please select a customer to be able to convert opportunity into contract.","Пожалуйста, выберите клиента, чтобы вы могли преобразовать возможность в контракт.",,
"Price list","Прейскурант",,
"Price revalued yearly","повышенная цена за год",,
"Prices per year","Цена за год",,
"Pricing","Шкала",,
"Pricing rules","Правила построения шкалы",,
"Print","Распечатать",,
"Prior notice","Уведомление",,
"Prior notice duration","Срок уведомления",,
"Prior notice duration is not respected.","Срок уведомления не соблюден.",,
"Product","Продукт",,
"Product management","Управление продуктом",,
"Prorate from versions","Пропорционально распределять по версиям",,
"Prorated Invoice","Пропорциональное распределение счетов",,
"Prorated Starting periods","Период, начатый пропорционально",,
"Prorated finished periods","Пропорционально завершенный период",,
"Prorated temporally","Временные пропорциональные",,
"Protrate temporally","Пропорционально распределять по времени",,
"Purchase orders","Заказы на покупку",,
"Put on-hold","Отложить",,
"Qty","количество",,
"Quantity","количество",,
"Recurring product","Повторяющиеся продукты",,
"Reference","ссылка",,
"Remove files","Удаление файлов",,
"Renew","Обновить",,
"Renewal","Обновление",,
"Renewal duration","Продолжительность продления",,
"Renewal management","управление продлениями",,
"Revaluate contracts","Переоценка контрактов",,
"Revaluation formula","Формула переоценки",,
"Revaluation formulas","Формулы переоценки",,
"Revaluation period","Период переоценки",,
"Run batch","начать массовую обработку",,
"Sale orders",,,
"Search","Искать",,
"Sequence","Последовательность",,
"Show contract","Посмотреть договор",,
"Show lines","Показать строки",,
"Show next amendment","Посмотреть следующее дополнение",,
"Start date","Дата начала",,
"Start of next invoicing period","Начало следующего расчетного периода",,
"Start of period","Начало периода",,
"Start of period plus","Начало периода плюс",,
"Status","статус",,
"Statut","Статус",,
"Supplier","Поставщик",,
"Supplier contracts","контракт поставщик",,
"Supplier price lists","прайс-листы поставщик",,
"Supplier year end bonus","бонус на конец года поставщик",,
"Supposed activation date","Ожидаемая дата активации",,
"Supposed end date","Предполагаемая дата окончания",,
"Tacit renewal","Молчаливое продление",,
"Taxes",,,
"Terminate","Расторгнуть",,
"Terminated","Закрывший",,
"Terminated By","Расторгнут по",,
"Terminated contracts","закрытым договорам",,
"Terminated date","Дата закрытия",,
"Terminated manually","отменена вручную",,
"Termination","Закрытие",,
"Termination demand date","Дата запроса на расторжение",,
"The company %s doesn't have any configured sequence for contracts","Последовательность для контрактов отсутствует для компании %s ",,
"The next contract field is not set on the current contract version.","Следующее поле контракта не определено для этой версии контракта.",,
"There is an error in the formula.","В формуле есть ошибка.",,
"There is no contract associated with this version.","С этой версией не существует контракта, связанного с ней.",,
"This period is used to compute the next revaluation date.","Этот период используется для расчета следующей даты переоценки.",,
"This pricing is already used by another contract line.","Эта шкала уже используется в другой строке контракта.",,
"This pricing is already used by another contract line. Use the + button to create a new copy.","Эта шкала уже используется в другой строке контракта. Используйте кнопку + для создания новой копии.",,
"Title",,,
"To",,,
"To closed","Чтобы закрыть",,
"To revaluate","Подлежащий переоценке",,
"Total A.T.I.","Итого T. T. C",,
"Total W.T.","Итого HT",,
"Total invoiced amount","Общая сумма выставленного счета",,
"Total paid amount","Общая выплаченная сумма",,
"Trading name","Торговое название",,
"Type","Тип",,
"Unchangable contract","контракта, не подлежащий изменению",,
"Unit","Единица",,
"Unit price","Цена за единицу",,
"Unit price discounted",,,
"Use this template","Используйте этот шаблон",,
"Value","Значение",,
"Version","Версия",,
"Version history","История версий",,
"Waiting","Ожидающий",,
"Warning",,,
"Warning! The yearly price is calculated based on unit price and ""Invoicing duration"" from the config panel. Please be careful when using products with unit being a time unit. In case you have contract lines with different invoicing duration, you can activate and use the Addtional Benefits management feature.","""Обратите внимание, что цена за год рассчитывается на основе цены за единицу продукции и ""частоты выставления счетов""на вкладке"" конфигурация"". Продукты, имеющие единицу измерения типа ""единица времени"", должны оцениваться с осторожностью. В случае, если у вас есть контрактные строки с частотами выставления счетов, мы рекомендуем вам активировать и использовать функцию дополнительных услуг"".",,
"With engagement","С обязательством",,
"With prior notice","С предварительным уведомлением",,
"YEB/YER","BFA/RFA",,
"YEB/YER Customer","BFA / RFA клиента",,
"YEB/YER Customer contracts","Клиентские контракты BFA/RFA",,
"YEB/YER Purchase account","Учетный счет при покупке BFA/RFA ",,
"YEB/YER Sale account","Бухгалтерский счет при продаже BFA/RFA ",,
"YEB/YER Supplier","BFA / RFA поставщик",,
"YEB/YER Supplier contracts","Контракты с поставщиками BFA/RFA",,
"Year end bonus product","Продукт BFA/RFA",,
"Year end bonus product account must be filled in account configuration.","Учетная запись BFA / RFA для продукта BFA / RFA должна быть заполнена в конфигурациях бухгалтерского учета.",,
"Year end bonus product must be filled in account configuration.","Продукт BFA/RFA должен быть заполнен в конфигурациях бухгалтерского учета.",,
"Yearly ex tax total revalued","Общая сумма выручки, переоцененная за год",,
"You cannot remove a line which has been already invoiced.","Вы не можете удалить строку, за которую был выставлен счет.",,
"You cannot terminate a contract before version activation date.","Вы не можете расторгнуть договор до даты активации версии.",,
"com.axelor.apps.contract.batch.service.BatchContractService",,,
"to",,,
"value:Contract","Контракт",,
