"key","message","comment","context"
"Range","Диапазон",,
"Range question","Вопрос о диапазоне",,
"Range question sequence","Последовательность вопросов о диапазоне",,
"Range questions","Вопросы диапазона",,
"Range type","Тип диапазона",,
"Range types","Типы ассортимента",,
"Ranges","Диапазоны",,
"Real GIT (h)","Реальный GTI (ч)",,
"Real GRT (h)","Фактические ГТП (ч)",,
"Recap","Резюме",,
"Recap questions","Сводный",,
"Related Interventions","Вмешательства в отношения",,
"Report","Отчет",,
"Request date time","Дата и время подачи заявки",,
"Request details","Детали заявки",,
"Request source","Источник запроса",,
"Request subject","Предмет запроса",,
"Reschedule","Перепланировать перепланированное",,
"Rescheduled intervention","вмешательство",,
"Rescheduling reason","Уважаемая причина для повторного вмешательства",,
"Respected","Уважаемый",,
"Sale order","Заказ на продажу",,
"Sale quotations","Коммерческие предложения",,
"Schedule of operation","График работы",,
"Send email","Отправить электронное письмо",,
"Send email on customer request creation","Отправить электронное письмо для создания запроса клиента",,
"Send email on intervention planification","Отправить электронное письмо для планирования вмешательства",,
"Send email on intervention re-planification","Отправить электронное письмо для повторного планирования вмешательства",,
"Send email on intervention validation","Отправить электронное письмо для подтверждения вмешательства",,
"Sequence","Последовательность",,
"Signature","Подпись",,
"Specific access schedule","Конкретное время доступа",,
"Standard","Стандарт",,
"Start","Начать",,
"Start date","Дата начала",,
"Started","Запущенная",,
"State","Государство",,
"Status","Статус",,
"Stock move","Перемещение запасов",,
"Supplier partner","Сторонний поставщик",,
"Supplier warranty end date","Дата окончания действия гарантии поставщика",,
"Survey generation finished","заполнение вопросника завершено",,
"Survey generation in progress","заполнение текущего вопросника",,
"Suspend","Приостановить",,
"Suspended","Приостановленная",,
"Take into account","Учитывать",,
"Taken into account","Учтено",,
"Technical follow up","Технический контроль",,
"Technician","Техническое сопровождение техник",,
"Text","Текст",,
"The order must be strictly greater than the conditional question's order","Порядок должен быть строго выше, чем в условном вопросе.",,
"The survey of the intervention ID %s has been generated.","Была сформирована анкета для интервенции ID %S.",,
"There is no configured sequence for customer request.","Для клиентских запросов не настроена последовательность.",,
"There is no configured sequence for intervention.","Не существует установленной последовательности вмешательств.",,
"This is the estimated number of hours for the maintenance of this type of Equipment and will be used to give an indication of the total number of hours required on a contract.","Это теоретическое количество часов на техническое обслуживание этого типа оборудования, которое будет использоваться для определения общего количества часов, необходимого по контракту.",,
"Title","Заголовок",,
"To plan","Планируемый",,
"Tools","Инструменты",,
"Total duration","Общая продолжительность",,
"Tracking Number","номер отслеживания",,
"Trading name","Торговое наименование",,
"Trading names","Торговые наименования",,
"Type","Тип",,
"URGENT","срочный",,
"Unable to create a planification for this intervention. Please check planification fields.","Невозможно составить план этого вмешательства. Пожалуйста, проверьте поля расписания.",,
"Under contract and non-operational","По контракту и не работает",,
"Under contract and operational","Контрактное и эксплуатационное",,
"Under contract equipments number","количество контрактного и эксплуатационного оборудования",,
"Updatable quantities","изменяемое количество",,
"Upload a file or log in to the mobile app to sign","Загрузите файл или войдите в мобильное приложение, чтобы подписать",,
"Urgent","Неотложный",,
"User in charge","Ответственный пользователь",,
"Value list","Список значений",,
"Yes","Да",,
"Zip file %s is corrupted: %s","Поврежден Zip-файл %s: %s",,
"com.axelor.apps.intervention.service.batch.InterventionBatchService",,,
