"key","message","comment","context"
"Control point model list","Список шаблонов контрольных точек",,
"Control point name","Имя",,
"Control point type","Тип контрольной точки",,
"Control points","Контрольные точки",,
"Control type","Тип управления",,
"Corrective","Корректирующий",,
"Corrective actions","Корректирующие действия",,
"Corrective actions list","Список корректирующих действий",,
"Costs list per decision","Список затрат по решению",,
"Create control entry samples","Создать выборки",,
"Critical","Критика",,
"Criticality","Критичность",,
"Custom frequency","Индивидуальная частота",,
"Customer","Клиент",,
"Customer Order","Заказ На Продажу",,
"Customer Order line","Строка заказа на покупку",,
"Customer contact","Контакт С Клиентом",,
"Customer delivery note","Номер клиента BL",,
"Customer delivery note line","Линия клиента BL",,
"Customer signature","Подпись клиента",,
"Date",,,
"Deadline","Предельный срок",,
"Decision","Решение",,
"Decision distribution sequence","Последовательность трансляции решения",,
"Decision distribution template","Модель распространения решений",,
"Decision making","Принятие решений",,
"Decisions","Решения",,
"Decisions written by","Решения, составленные по",,
"Decisions written on","решениям, составленным по",,
"Default","умолчанию",,
"Default written by","Дефекты, написанные по",,
"Default written on","дефектам, написанным по",,
"Defaults","дефектам",,
"Description","Описание",,
"Details","Уточнения",,
"Detected by (internal)","Обнаружено (внутренним)",,
"Detection","Обнаружение",,
"Detections","Обнаружения",,
"Direct cost","Прямые затраты",,
"Distribution",,,
"Distribution of costs per decision","Распределение затрат по решениям",,
"Distributions","Трансляции",,
"Document reference","Справочный Документ",,
"Documentary","Документальный",,
"Done","Сделанный",,
"Draft","Черновик",,
"Earliest date","Дата не ранее",,
"Edit control points","Редактировать контрольные точки",,
"Editable","Редактируемый",,
"Efficiency","Эффективность",,
"Efficiency Criteria","Критерий эффективности",,
"Efficiency checked by","Проверенная эффективность проверенная",,
"Efficiency checked on","эффективность сотрудник",,
"Employee",,,
"End date","Дата окончания",,
"Entry attrs",,,
"Entry date","Дата отбора проб",,
"Entry sample line",,,
"Evaluation of the conformity formula failed, please make sure that every required fields for the evaluation are filled.","""Оценка формулы соответствия не удалась, пожалуйста, убедитесь, что все поля, необходимые для оценки, заполнены"".",,
"Excepted result for formula is either true (compliant) or false (not compliant). Current result = %s",,,
"External Diffusion","Внешнее вещание",,
"File","Файл",,
"Finish","Готово Готово",,
"Finished","Готово",,
"Fixed amount","Твердая сумма",,
"Formula",,,
"Frequency","Частота",,
"From Date","Дата начала",,
"Full name","Полное имя",,
"Generate distributions","генерировать трансляции",,
"Generate distributions for other","генерировать трансляции для других",,
"Generate distributions for responsibles","генерировать трансляции для ответственных",,
"Generate quality configurations",,,
"Generated file","Сгенерированный файл",,
"Gravity","Тяжесть",,
"High","Высокий",,
"Identification","Идентификация",,
"In progress","Текущий",,
"Inspector","Контроллер",,
"Inspector signature","Подпись инспектора",,
"Internal","Интернировал",,
"Internal Diffusion","Внутреннее вещание",,
"Interne",,,
"Items","Пункты",,
"Label","Формулировка",,
"Latest date","Дата не позднее",,
"Level","Уровень",,
"Low","Слабый",,
"Major","Основной",,
"Manual","Ручной",,
"Manual Identification","Ручная идентификация",,
"Manuf Order consummed product","Потребляемый продукт из",,
"Manuf Order product to consume","Продукт, который будет продаваться в оф",,
"Manufacturing Order","Производственный заказ",,
"Measuring Type","Тип измерения",,
"Measuring point list","Список точек измерения",,
"Measuring points","Точки измерения",,
"Minor","Несовершеннолетний",,
"Model for quality control","Шаблон для контроля качества",,
"My alerts","Мои оповещения",,
"My quality controls","Мой контроль качества",,
"My team alerts","Оповещения моей команды",,
"My team quality controls","Контроль качества моей команды",,
"Name","Имя",,
"New","Новое",,
"No",,,
"No checked","Непроверенный",,
"No status have been found for the QA, please register at least one in the configurations","Статус проверки качества не найден, пожалуйста, зарегистрируйте хотя бы один в настройках",,
"Non-Conforming quantity","Несоответствующее количество",,
"Normal","Нормальный",,
"Not compliant","Некондиционный",,
"Not controlled","Неконтролируемый",,
"Note","Оценка",,
"Notes","Примечания",,
"Number","Номер",,
"Number of quality alerts by team","Количество предупреждений о качестве на команду",,
"Number of quality control by team","количество проверок качества на команду",,
"Number of solved quality alerts by team","количество разрешенных предупреждений о качестве на команду",,
"Objective","Объективные",,
"Observations","Наблюдения",,
"Observed defaults","Наблюдаемые дефекты",,
"Obsolete",,,
"On hold","Ожидающий",,
"Operation line","Линия операции",,
"Optional control point list","Список необязательных контрольных точек",,
"Optional control points","Дополнительные контрольные точки",,
"Optional quality control","Дополнительный контроль качества дополнительный",,
"Optional quality process","процесс контроля качества",,
"Origin",,,
"Partially accepted","Частично принятое происхождение",,
"Partner",,,
"Pause","Пауза",,
"Pictures","Изображения",,
"Plan","Планировать",,
"Plan attrs",,,
"Plan line",,,
"Plan owner","Пилот самолета",,
"Planned","Запланированный",,
"Please complete all control points","Пожалуйста, пройдите все контрольные точки",,
"Please configure a sequence for action distribution.","пожалуйста, настройте последовательность для трансляции плана действий.",,
"Please configure a sequence for decision distribution.","Пожалуйста, настройте последовательность для трансляции решения.",,
"Please configure information for quality for the company %s",,,
"Please fill printing settings on quality control","Пожалуйста, заполните параметры печати для контроля качества",,
"Please provide one of the two fields, characteristicId or sampleId, in request body.","""Пожалуйста, укажите одно из двух полей, characteristicId или sampleId, в содержимом запроса"".",,
"Please select at least a line to generate a distribution.","Пожалуйста, выберите хотя бы одну строку, чтобы создать трансляцию.",,
"Please select at least a line to send a distribution.","Пожалуйста, выберите хотя бы одну строку, чтобы отправить трансляцию",,
"Pre-fill control points","с предварительным заполнением контрольно-пропускных пунктов",,
"Preventive",,,
"Preventive actions","Превентивные меры",,
"Print","Распечатать",,
"Printing settings","Параметры печати",,
"Priority","Приоритет",,
"Process","Процесс",,
"Processes","Процесс",,
"Product",,,
"Project","Проект Продукта",,
"Propose action","Предложить действие",,
"QI",,,
"QI Action distribution",,,
"QI Analysis Cause",,,
"QI Analysis Causes",,,
"QI Decision Distribution","Трансляция в: распространение",,
"QI Decision config company",,,
"QI Decision distribution",,,
"QI Resolution Decision",,,
"QI Resolution Decisions",,,
"QI Resolution Default",,,
"QI Resolution Defaults",,,
"QI Task",,,
"QI Tasks",,,
"QIProcess.manager","Несущий ответственность",,
"Quality","Качество",,
"Quality Control","Контроль качества",,
"Quality Dashboard","Соотношение качества",,
"Quality Improvement","Улучшение Качества",,
"Quality alert","Оповещения о качестве",,
"Quality alert filters","Фильтры предупреждений о качестве",,
"Quality alerts","Оповещения о качестве",,
"Quality config",,,
"Quality config (${ name })",,,
"Quality configuration","Настройка Качества",,
"Quality configurations",,,
"Quality control","Контроль качества",,
"Quality control calendar","График проверок качества",,
"Quality control filters","Фильтры контроля качества",,
"Quality controls","Контроль качества",,
"Quality improvement","Улучшение Качества",,
"Quality improvements","Улучшения качества",,
"Quality process","Качество процесса",,
"Quality processes","Качество процесса",,
"Quality tag","Бренд качества",,
"Quality teams","команды качества",,
"QualityControl.coefficient","Коэффициент",,
"QualityControl.correctiveActions","КОРРЕКТИРУЮЩИЕ ДЕЙСТВИЯ",,
"QualityControl.customerSignature","КЛИЕНТ",,
"QualityControl.endDate","ДАТА",,
"QualityControl.finalNote","Заключительное замечание",,
"QualityControl.generalObservation","Замечание общего порядка",,
"QualityControl.inspectorSignature","ИНСПЕКТОР",,
"QualityControl.measuringNote","Примечание",,
"QualityControl.observation","Замечание",,
"QualityControl.project","ВЕРФЬ",,
"QualityControl.projectClient","КЛИЕНТ",,
"QualityControl.qualityControlTitle","КОНТРОЛЬ КАЧЕСТВА",,
"QualityControl.reference","Номер элемента управления",,
"QualityControl.responsible","КОНТРОЛЛЕР",,
"QualityControl.total","Общее",,
"Quantity","количество партии",,
"Quantity can not be greater than non conforming quantity","Количество не может быть больше, чем общее количество, не соответствующее требованиям",,
"Recipient","Получатель",,
"Recipient name","Имя получателя",,
"Reference","ссылка",,
"Register response",,,
"Rejected","Не прошедший",,
"Rejected quantity","Количество отклонено",,
"Reportings","Отчетность",,
"Resolution","Резолюция",,
"Responsible","Несущий ответственность",,
"Responsible name","Ответственное имя",,
"Responsible partner","Несущий ответственность",,
"Responsible partner type","Тип менеджера",,
"Result",,,
"Root cause","Происхождение проблемы",,
"Root causes","Истоки проблем",,
"Sample","Отбор проб",,
"Sample count","Количество образцов, отобранных",,
"Sample frequency","Частота отбора проб",,
"Sample quantity","Количество, подлежащее отбору",,
"Sample type","Тип отбора проб",,
"Select recepient partner for QI Action distribution",,,
"Send QI Action distributions",,,
"Send QI Decision distributions",,,
"Send email","Отправить электронное письмо",,
"Send the distributions","Отправлять трансляции",,
"Sent","Посланный",,
"Sequence","Последовательность",,
"Solve","Решить",,
"Solved","Решенный",,
"Source QI","Оригинальный контроль качества",,
"Standby","В перерыве",,
"Start","Запустить",,
"Start date","Дата начала",,
"Status","Статус",,
"Status select",,,
"Statuses","Устав",,
"Stock move",,,
"Stock move line",,,
"Sum of accepted quantity and rejected quantity can not be greater than quantity","Сумма принятого количества и отклоненного количества не может быть больше, чем количество",,
"Sum of quantities of the decisions for a default must not be greater than the default's quantity","Сумма величин решений по дефекту не должна превышать величину дефолта",,
"Supplier","поставщика",,
"Supplier Order","Заказ от поставщика",,
"Supplier Order line","Командная строка поставщик",,
"Supplier contact","контакт поставщик",,
"Supplier delivery note","№ BL поставщик",,
"Supplier delivery note line","Линия бл поставщик",,
"System","Система",,
"Systematic","Систематический",,
"Tag color","цвет этикетки",,
"Tags","Этикетки",,
"Tasks",,,
"Team","Командные Задачи",,
"Technical sequence","Техническая последовательность",,
"Template",,,
"The company %s doesn't have any configured sequence for Quality improvement","Компания %s не имеет последовательности, настроенной для улучшения качества",,
"The following fields will be reset: customer order, stock move and stock move line , continue ?","Следующие поля будут сброшены: заказ клиента, BL клиент и строка BL клиент, продолжить ?",,
"The following fields will be reset: customer stock move and customer stock move line , continue ?","Следующие поля будут сброшены: клиент BL и строка клиента BL, продолжить ?",,
"The following fields will be reset: manufacturing operation line, manuf Order product to consume, consummed manuf order product , continue ?","Следующие поля будут сброшены: строка операции, потребляемый продукт из, потребленный продукт из, продолжить?",,
"The following fields will be reset: stock move line , continue ?","Следующие поля будут сброшены: строка поставщика BL, продолжить?",,
"The following fields will be reset: supplier order, stock move and stock move line , continue ?","Следующие поля будут сброшены: заказ поставщика, BL поставщика и строка BL поставщика, продолжить?",,
"The following fields will be reset: supplier stock move and supplier stock move line , continue ?","Следующие поля будут сброшены: поставщик BL и строка поставщика BL, продолжить?",,
"To Date","Дата окончания",,
"Tools","инструменты",,
"Total Cost","Общая",,
"Tracking Number","стоимость номер для отслеживания",,
"Tracking Numbers","Номера для отслеживания",,
"Type","Типизированный",,
"Type of control device","Типология тестера",,
"Unit","Единица",,
"Urgent","Срочный",,
"Validated",,,
"Waiting","Ожидающий",,
"Week(s)","Неделя (недели)",,
"Work center","Зарядная станция",,
"Written by","Автор по",,
"Written on","написанному",,
"Yes",,,
"counter","Счетчик",,
"each","каждого",,
"name",,,
"priority","приоритет",,
"quality.responsible","Несущий ответственность",,
"value:Quality","Качество",,
