"key","message","comment","context"
"Call Event(${ fullName})","Вызов события(${ fullName})",,
"Call filters","Фильтры звонков",,
"Call reminder template","Шаблон напоминания о звонке",,
"Call type","Тип звонка",,
"Calls","Звонки",,
"Calls Dashboard","Панель звонков",,
"Calls by team by user","Звонки по команде по пользователю",,
"Calls by user(of a team)","Звонки пользователя(в группе)",,
"Calls held by team by type","Звонки, удерживаемые командой, по типу",,
"Calls held by type by user","Вызовы, удерживаемые пользователем, по типу",,
"Calls monitoring","Мониторинг звонков",,
"Calls type by team","Тип звонков по команде",,
"Calls type by user","Тип звонков по пользователю",,
"Can not mark as lost an already lost lead.","Невозможно пометить как потерянный уже потерянный лид.",,
"Can not mark as lost an already lost partner.","Невозможно пометить как потерянного уже потерянного партнера.",,
"Can only assign to yourself new, assigned or in process lead.","Можно назначать только себе новых, назначенных или находящихся в процессе руководителей.",,
"Can only close lost opportunities in form view.","Можно закрывать только упущенные возможности в виде формы..",,
"Can only close lost prospects in form view.","Можно закрывать только потерянные перспективы в виде формы..",,
"Can only convert leads in form view.","Можно конвертировать потенциальных клиентов только в режиме просмотра формы..",,
"Can only convert new, assigned or in process lead.","Можно конвертировать только новых, назначенных или находящихся в процессе руководителей..",,
"Can only lose leads in form view.","Может терять лиды только в режиме просмотра формы.",,
"Can only recycle a lost lead.","Можно только переработать потерянный лид.",,
"Can only start new or assigned lead.","Можно только начать новый или назначенный интерес.",,
"Cancel","Отмена",,
"Cancel this reminder","Отменить это напоминание",,
"Canceled","Отменено",,
"Carrier","Перевозчик",,
"Cases","Случай",,
"Catalog","Каталог",,
"Catalog type","Тип каталога",,
"Catalogs","Каталоги",,
"Catalogs type","Тип каталогов",,
"Categories","Категории",,
"Category","Категория",,
"Characteristics","Характеристики",,
"Chart","Диаграмма",,
"Check Duplicate","Проверить дубликат",,
"Check duplicate","Проверить дубликат",,
"City","Город",,
"Civility","Любезность",,
"Closed Opportunities","Закрытые возможности",,
"Closed leads","Закрытые лиды",,
"Closed lost","Закрыто потеряно",,
"Closed lost opportunity status","Статус закрытой упущенной возможности",,
"Closed lost partner status","Закрытый статус потерянного партнера",,
"Closed opportunities","Закрытые возможности",,
"Closed prospects","Закрытые перспективы",,
"Closed win opportunity status","Закрытый статус возможности выигрыша",,
"Closed win partner status","Статус закрытого выигрыша партнера",,
"Closed won","Закрытый выигрыш",,
"Code","Код",,
"Companies","Компании",,
"Company","Компания",,
"Company PhoneBook","Телефонная книга компании",,
"Company phoneBook","Телефонная книга компании",,
"Config","Конфигурация",,
"Configuration","Конфигурация",,
"Confirm lost reason","Подтвердить причину утраты",,
"Contact","Контакт",,
"Contact PhoneBook","Контактная телефонная книга",,
"Contact details","Контактные данные",,
"Contact function","Функция контакта",,
"Contact list","Список контактов",,
"Contact name","Имя контакта",,
"Contacts","Контакты",,
"Convert","Преобразовать",,
"Convert lead","Преобразовать интерес",,
"Convert lead (${ fullName })","Преобразовать интерес (${ Полное имя })",,
"Convert lead into contact","Преобразовать интерес в контакт",,
"Convert lead into partner","Преобразовать интерес в партнера",,
"Converted","Преобразованный",,
"Converted lead status","Статус потенциального клиента изменен",,
"Corporate partner","Корпоративный партнер",,
"Corporate partner fidelity","Верность корпоративному партнеру",,
"Corporate partner monitoring","Мониторинг корпоративных партнеров",,
"Corporate partner since","Корпоративный партнер с тех пор, как",,
"Corporate partner work domain","Рабочая область корпоративного партнера",,
"Countries","Страны",,
"Country","Страна",,
"Create a call","Создайте звонок",,
"Create a meeting","Создайте встречу",,
"Create a new reminder","Создайте новое напоминание",,
"Create a note","Создайте заметку",,
"Create a quotation","Создайте предложение",,
"Create a task","Создайте задачу",,
"Create an email","Создайте электронное письмо",,
"Create event","Создайте событие",,
"Create new contact","Создайте новый контакт",,
"Create new partner","Создайте нового партнера",,
"Create opportunity","Создайте возможность",,
"Create opportunity (${ fullName })","Создать возможность (${ Полное имя })",,
"Create order (${ fullName })","Создать заказ (${ Полное имя })",,
"Create purchase quotation","Создать коммерческое предложение на покупку",,
"Create sale quotation","Создать коммерческое предложение на продажу",,
"Created by","Создано по",,
"Created leads by industry sector","Создано потенциальных клиентов по отраслям промышленности",,
"Created leads per month","Создано потенциальных клиентов за месяц",,
"Created on","Создано на",,
"Creation date","Дата создания",,
"Crm Reporting type is missing!","Тип отчетности Crm отсутствует!",,
"Crm batch","Пакетная система Crm",,
"Crm batch filters","Пакетные фильтры Crm",,
"Crm reporting","Отчетность Crm",,
"Currency","Валюта",,
"Custom status","Пользовательский статус",,
"Custom types","Пользовательские типы",,
"Customer","Покупатель",,
"Customer / Prospect","Клиент / потенциальный клиент",,
"Customer Description","Описание клиента",,
"Customer fixed phone","Стационарный телефон клиента",,
"Customer follow-up","Наблюдение за клиентом",,
"Customer mobile phone","Мобильный телефон клиента",,
"Customer name","Имя клиента",,
"Customer recovery","Восстановление клиента",,
"Customers","Клиенты",,
"Daily","Ежедневный",,
"Daily team call summary by user","Ежедневная сводка звонков в команду по пользователям",,
"Dashboard","Приборная панель",,
"Date","Дата",,
"Day of month","День месяца",,
"Day of week","День недели",,
"Days","Дни",,
"Default lead status","Статус предложения по умолчанию",,
"Default opportunity status","Статус возможности по умолчанию",,
"Default partner status","Статус партнера по умолчанию",,
"Default recurring duration (in months)","Периодичность по умолчанию (в месяцах)",,
"Delete all events","Удалить все события",,
"Delete only this event","Удалить только это событие",,
"Delete this and next events","Удалить это и следующие события",,
"Dep./Div.","Отд./Разд.",,
"Department","Отдел",,
"Description","Описание",,
"Display customer description in opportunity","Отображать описание клиента в разделе ""Возможность""",,
"Do not call","Не звонить",,
"Do not email","Не отправлять электронную почту",,
"Done","Сделано",,
"Duplicate contacts :","Повторяющиеся контакты :",,
"Duplicate leads :","Повторяющиеся интересы :",,
"Duplicate prospects :","Повторяющиеся потенциальные клиенты :",,
"Duplicate records found","Найдены повторяющиеся записи",,
"Duration","Продолжительность",,
"Duration type","Тип продолжительности",,
"Email","Электронная почта",,
"Email domain to ignore","Домен электронной почты, который нужно игнорировать",,
"Emails","Электронные письма",,
"Employee","Работник",,
"Enable corporate partner","Включить корпоративного партнера",,
"Enable search functionality","Включить функцию поиска",,
"End",,,
"End date","Дата окончания",,
"Enterprise","Предприятие",,
"Enterprise Name","Название предприятия",,
"Enterprise name","Название предприятия",,
"Error in lead conversion","Ошибка в преобразовании лидов",,
"Event","Событие",,
"Event Categories","Категории событий",,
"Event Dashboard 1","Панель мониторинга событий 1",,
"Event categories","Категории событий",,
"Event category","Категория события",,
"Event configuration categories","Категории конфигурации событий",,
"Event filters","Фильтры событий",,
"Event monitoring","Мониторинг событий",,
"Event reminder","Напоминание о событии",,
"Event reminder %s","% напоминаний о событиях",,
"Event reminder batch","Пакет напоминаний о событиях",,
"Event reminder page","Страница напоминаний о событиях",,
"Event reminder template","Шаблон напоминания о событиях",,
"Event reminders","Напоминания о событиях",,
"Event's reminder's generation's reporting :","Отчеты о создании напоминаний о событиях :",,
"Events","События",,
"Events by saleman","Мероприятия, проводимые продавцом",,
"Events by salesman","Мероприятия, проводимые продавцом",,
"Events by team","Мероприятия, проводимые командой",,
"Every %d days","Каждые несколько дней",,
"Every %d months the %d","Каждые несколько месяцев",,
"Every %d weeks","Каждые несколько недель",,
"Every %d years the %s","Каждые несколько лет",,
"Every day","Каждый день",,
"Every month","Каждый месяц",,
"Every month the","Каждый месяц",,
"Every week",", каждую неделю",,
"Every year","Каждый год",,
"Every year the",,,
"Expected close date","ожидаемая дата закрытия",,
"Expected duration of recurring revenue (in months)","Ожидаемая продолжительность постоянного дохода (в месяцах)",,
"Factor","Фактор",,
"Fidelity","Верность",,
"First name","Имя",,
"Follow up","Следовать за",,
"Follow-up","Следовать за",,
"For all","Для всех",,
"For me","Для меня",,
"Fr","Свободный текст",,
"Free text",,,
"From Date","От даты",,
"From date","От даты",,
"Full name","Полное имя",,
"Function","Функция",,
"Gender","Пол",,
"General information","Основная информация",,
"Generate CRM configurations","Генерировать конфигурации CRM",,
"Generate Project","Генерировать проект",,
"Generate opportunity ?","Генерировать возможности?",,
"Groups Assignable","Назначаемые группы",,
"Guests","Гости",,
"High","Высокий",,
"Historical Period","Исторический период",,
"Hours","Часов",,
"Image","Изображение",,
"In order to make this field working a format is needed, see example: example1.com,example2.fr,example.exemple.com","Для того, чтобы это поле работало, необходим формат, смотрите пример: example1.com,example2.fr,example.exemple.com",,
"Inbound","Входящий",,
"Industry","Промышленность",,
"Industry Sector","Промышленный сектор",,
"Industry sector","Промышленный сектор",,
"Industry sectors","Отрасли промышленности",,
"Information","Информация",,
"Input location please","Укажите, пожалуйста, местоположение",,
"Internal partner","Внутренний партнер",,
"Is already convert from lead","Уже преобразован из ведущего",,
"Job Title","должность",,
"Key account","Ключевой аккаунт",,
"Key accounts","Ключевые аккаунты",,
"Last event date","Дата последнего события",,
"Last name","Фамилия",,
"Last visit date","Дата последнего посещения",,
"Lead","Вести",,
"Lead Dashboard 1","Панель мониторинга потенциальных клиентов 1",,
"Lead Scoring","Оценка потенциальных клиентов",,
"Lead converted","Интерес преобразован",,
"Lead created","Интерес создан",,
"Lead filters","Фильтры потенциальных клиентов",,
"Lead not found.","Интерес не найден.",,
"Lead scoring","Оценка потенциальных клиентов",,
"Lead status","Статус потенциальных клиентов",,
"Lead with same domain name","Интерес с тем же доменным именем",,
"Lead.address_information",".информационный",,
"Lead.company","адрес.компания",,
"Lead.email",".электронная почта",,
"Lead.header",".заголовок",,
"Lead.industry",".отрасль.",,
"Lead.lead_owner","Ведущий.владелец",,
"Lead.name",". Lead.name",,
"Lead.other_address","Ведущий.другой адрес.",,
"Lead.phone","Ведущий.телефон",,
"Lead.primary_address",".основной адрес.",,
"Lead.source","Ведущий.источник",,
"Lead.status","Ведущий.статус",,
"Lead.title","Ведущий.должность",,
"Leads","Ведет",,
"Leads Source","Источник лидов",,
"Leads by Country","Лиды по странам",,
"Leads by Salesperson by Status","Лиды по продавцам по статусу",,
"Leads by Source","Лиды по источнику",,
"Leads by Team by Status","Лиды по команде по статусу",,
"Leads monitoring","Мониторинг лидов",,
"Leads status management","Управление статусом потенциальных клиентов",,
"Limit Date","Предельная дата",,
"Lose","Терять",,
"Loss confirmation","Подтверждение потери",,
"Lost lead status","Статус потерянного клиента",,
"Lost reason","Причина потери",,
"Lost reasons","Причины потери",,
"Low","Низкий",,
"Main Contact","Основной контакт",,
"Main company","Основная компания",,
"Manage catalogs","Управление каталогами",,
"Manage recurring opportunities","Управление повторяющимися возможностями",,
"Manage statuses on prospect partner","Управление статусами потенциальных партнеров",,
"Manager","Менеджер",,
"Mapping","Отображение",,
"Mappings","Отображения",,
"Marketing","Маркетинг",,
"Marketing campaign","Маркетинговая кампания",,
"Meeting","Встреча",,
"Meeting Event (${ fullName })","Событие собрания (${ Полное имя })",,
"Meeting Event(${ fullName})","Событие собрания(${ полное имя})",,
"Meeting filters","Фильтры собрания",,
"Meeting reminder template","Шаблон напоминания о собрании",,
"Meeting's date changed template","Шаблон изменения даты собрания",,
"Meeting's guest added template","Шаблон добавления гостя на собрание",,
"Meeting's guest deleted template","Шаблон удаления гостя на собрание",,
"Meetings","Встречи",,
"Members","Члены",,
"Memo","Меморандум",,
"Merge duplicated","Слияние дублированных объектов",,
"Minutes","Минут",,
"Mo",,,
"Mobile number","Номер мобильного телефона Мо",,
"Month","Месяц",,
"Monthly","Ежемесячно",,
"Months","Месяцы",,
"My Best Open Deals","Мои лучшие открытые предложения",,
"My CRM events","Мои мероприятия в CRM",,
"My Calendar","Мой Календарь",,
"My Calls","Мои звонки",,
"My Closed Opportunities","Мои Закрытые предложения",,
"My Current Leads","Мои Текущие клиенты",,
"My Key accounts","Мои Ключевые клиенты",,
"My Leads","Мои предложения",,
"My Meetings","Мои встречи",,
"My Open Opportunities","Мои Открытые предложения",,
"My Opportunities","Мои Возможности",,
"My Planned Activities","Мои запланированные мероприятия",,
"My Project Tasks","Мои проектные задачи",,
"My Tasks","Мои задачи моей команды",,
"My Team Best Open Deals","Лучшие открытые предложения",,
"My Team Calls","Звонки моей команды",,
"My Team Closed Opportunities","Моя команда закрыла возможности",,
"My Team Key accounts","Ключевые аккаунты моей команды",,
"My Team Leads","Мои лидеры команды",,
"My Team Meetings","Мои встречи команды",,
"My Team Open Opportunities","Мои открытые возможности команды",,
"My Today Calls","Мои сегодняшние звонки",,
"My Today Tasks","Мои сегодняшние задачи",,
"My Upcoming Meetings","Мои Предстоящие встречи",,
"My Upcoming Tasks","Мои Предстоящие задачи",,
"My events","Мои мероприятия",,
"My leads","Мои лидеры",,
"My opportunities","Мои возможности",,
"My past events","Мои прошлые мероприятия",,
"My plan activities","Мои планы действий",,
"My prospects","Мои перспективы",,
"My team opportunities","Возможности моей команды",,
"My upcoming events","Мои предстоящие мероприятия",,
"My.Calendar.CRM","My.Calendar.CRM",,
"Name","Имя",,
"Next scheduled event date","Дата следующего запланированного мероприятия",,
"Next stage","Следующий этап",,
"No","Нет",,
"No contact creation","Не создан контакт",,
"No template created in CRM configuration for company %s, emails have not been sent","В конфигурации CRM не создан шаблон для компании %s, электронные письма не были отправлены",,
"Non-participant","Неучастник",,
"None","Никто",,
"Normal","Обычный",,
"Note","Примечание",,
"Note Event (${ fullName })","Отметить событие (${ Полное имя })",,
"Note Event(${ fullName})","Отметить событие(${ Полное имя})",,
"Number of employees","Количество сотрудников",,
"Nurturing","Воспитание",,
"OK","ОК",,
"Objective %s is in contradiction with objective's configuration %s","Objective %s находится в противоречии с конфигурацией objective %s",,
"Objectives' generation's reporting :","Отчетность по созданию Objectives :",,
"Office name","Название офиса",,
"Ok","Хорошо",,
"Only pdf files are allowed","Разрешены только PDF-файлы",,
"Open","Открыть",,
"Open Cases by Agents","Открытые дела агентами",,
"Open Opportunities","Открывайте возможности",,
"Open the list of results","Откройте список результатов",,
"Opened leads","Открытые лиды",,
"Opened opportunities","Открытые возможности",,
"Opened prospects","Открытые перспективы",,
"Operation mode","Режим работы",,
"Opportunities","Возможности",,
"Opportunities By Origin By Stage","Возможности По Источникам И Этапам",,
"Opportunities By Partner","Возможности По Партнерам",,
"Opportunities By Sale Stage","Возможности По Этапам Продажи",,
"Opportunities By Source","Возможности По Источникам",,
"Opportunities Won By Lead Source","Возможности, Выигранные Ведущим Поставщиком",,
"Opportunities Won By Salesman","Возможности, Выигранные Продавцом",,
"Opportunities Won By Salesperson","Возможности, Выигранные Продавцом-Консультантом",,
"Opportunities filters","Фильтры Возможностей",,
"Opportunities monitoring","Мониторинг Возможностей",,
"Opportunities status management","Управление статусом Возможностей",,
"Opportunity","Возможность",,
"Opportunity created","Созданная возможность",,
"Opportunity lost","Упущенная возможность",,
"Opportunity scoring","Оценка возможности",,
"Opportunity status","Статус возможности",,
"Opportunity statuses","Статусы возможностей",,
"Opportunity type","Тип возможности",,
"Opportunity types","Типы возможностей",,
"Opportunity won","Выигранная возможность",,
"Optional participant","Необязательный участник",,
"Order by state","Порядок по штатам",,
"Organization","Организация",,
"Other opportunities","Другие возможности",,
"Outbound","Исходящий",,
"Over 2000","Более 2000",,
"PDF file","PDF-файл",,
"Parent event","Родительское мероприятие",,
"Parent lead is missing.","Родительская зацепка отсутствует.",,
"Partner","Партнер",,
"Partner Type","Тип партнера",,
"Partner status","Статус партнера",,
"Partner types","Типы партнеров",,
"Partners","Партнеры",,
"Past activity","Прошлая активность",,
"Periodicity must be greater than 0","Периодичность должна быть больше 0",,
"Phone number","Номер телефона",,
"Picture","Изображение",,
"Pipeline","Трубопровод",,
"Pipeline by Stage and Type","Конвейер в разбивке по этапам и типам",,
"Pipeline next 90 days","Следующие 90 дней",,
"Planned","Планируемый",,
"Please complete the contact address.","Пожалуйста, укажите контактный адрес.",,
"Please complete the partner address.","Пожалуйста, заполните адрес партнера.",,
"Please configure all templates in CRM configuration for company %s","Пожалуйста, настройте все шаблоны в конфигурации CRM для компании %s",,
"Please configure information for CRM for company %s","Пожалуйста, настройте информацию в CRM для компании %s",,
"Please fill closed lost opportunity status in App CRM configuration.","Пожалуйста, заполните статус закрытых упущенных возможностей в конфигурации App CRM.",,
"Please fill closed lost partner status in App CRM configuration.","Пожалуйста, заполните статус закрытых потерянных партнеров в конфигурации App CRM.",,
"Please fill closed win opportunity status in App CRM configuration.","Пожалуйста, укажите статус закрытой возможности выиграть в конфигурации App CRM.",,
"Please fill closed win partner status in App CRM configuration.","Пожалуйста, укажите статус закрытого партнера по выигрышу в конфигурации App CRM.",,
"Please fill converted lead status in App CRM configuration.","Пожалуйста, укажите статус преобразованного интереса в конфигурации App CRM.",,
"Please fill default lead status in App CRM configuration.","Пожалуйста, укажите статус интереса по умолчанию в конфигурации App CRM.",,
"Please fill default opportunity status in App CRM configuration.","Пожалуйста, укажите статус возможности по умолчанию в конфигурации App CRM.",,
"Please fill default partner status in App CRM configuration.","Пожалуйста, укажите статус партнера по умолчанию в конфигурации App CRM.",,
"Please fill lost lead status in App CRM configuration.","Пожалуйста, укажите статус потерянного интереса в конфигурации App CRM.",,
"Please fill sales proposition status in App CRM configuration.","Пожалуйста, укажите статус коммерческого предложения в конфигурации App CRM.",,
"Please make sure the opportunity was saved before generating the contract.","Пожалуйста, убедитесь, что возможность была сохранена перед созданием контракта.",,
"Please save the event before setting the recurrence","Пожалуйста, сохраните событие, прежде чем назначать повторение",,
"Please select a lead","Пожалуйста, выберите интересующего вас человека",,
"Please set an active company for user %s","Пожалуйста, укажите активную компанию для пользователя %s",,
"Postal code","Почтовый индекс",,
"Present","Подарок",,
"Primary address","Первичный адрес",,
"Primary key","Первичный ключ",,
"Primary keys","Первичные ключи",,
"Priority","Приоритет",,
"Probability","Вероятность",,
"Probability (%)","Вероятность (%)",,
"Probability(%) :","Вероятность(%) :",,
"Prospect","Перспектива",,
"Prospect not found.","Потенциальный клиент не найден.",,
"Prospect status","Статус потенциального клиента",,
"Prospect won and became client.","Потенциальный клиент выиграл и стал клиентом.",,
"Prospects","Перспективы",,
"Prospects status managment","Управление статусом потенциальных клиентов",,
"Realized","Понял",,
"Received emails","Полученные электронные письма",,
"Recent activity","Недавняя активность",,
"Recent lost deals","Недавние упущенные сделки",,
"Recently created opportunities","Недавно созданные возможности",,
"Recurrence","Повторение",,
"Recurrence assistant","Помощник по повторению",,
"Recurrence configuration","Конфигурация повторения",,
"Recurrence name","Имя повторения",,
"Recurrent","Повторяющийся",,
"Recurrent amount","Повторяющаяся сумма",,
"Recurring end date","Повторяющаяся дата окончания",,
"Recurring start date","Повторяющаяся дата начала",,
"Reference","Ссылка",,
"References","Рекомендации",,
"Region","Регион",,
"Rejection of calls","Отклонение звонков",,
"Rejection of e-mails","Отклонение электронных писем",,
"Related Contacts","Связанные контакты",,
"Related to","Относится к",,
"Related to select","Связанный с выбором",,
"Reminded","Напомнил",,
"Reminder","Напоминание",,
"Reminder Templates","Шаблоны напоминаний",,
"Reminder(s) treated","Обработанные напоминания",,
"Reminders","Напоминания",,
"Repeat every","Повторяйте каждый раз",,
"Repeat every:","Повторяйте каждый раз:",,
"Repeat the:","Повторите:",,
"Repetitions number","Количество повторений",,
"Reportings","Репортажи",,
"Reports","Отчеты",,
"Request","Запрос",,
"Requests","Запросы",,
"Required participant","Обязательный участник",,
"Roles","Роли",,
"Sa",,,
"Sale quotation","Коммерческое предложение Sa",,
"Sale quotations/orders","Коммерческие предложения/заказы",,
"Sales Stage","Этап продаж",,
"Sales pipeline follow-up","Отслеживание процесса продаж",,
"Sales proposition step","Этап коммерческого предложения",,
"Sales stage","Этап продаж",,
"Salesman","Продавец",,
"Salesperson","Продавец",,
"Salesperson user","Пользователь-продавец",,
"Saving this partner will convert the lead!","Сохранив этого партнера, вы преобразуете его в потенциального клиента!",,
"Schedule Event","Запланируйте мероприятие",,
"Schedule Event (${ fullName })","Запланировать событие (${ Полное имя })",,
"Schedule Event(${ fullName})","Запланировать событие(${ Полное имя})",,
"Score","Счет",,
"Score :","Счет :",,
"Search","Поиск",,
"Select Contact","Выберите контакт",,
"Select Partner","Выберите партнера",,
"Select existing contact","Выберите существующий контакт",,
"Select existing partner","Выберите существующего партнера",,
"Select partner type to create:","Выберите тип партнера для создания:",,
"Send Email","Отправьте электронное письмо",,
"Sending date","Дата отправки",,
"Sent emails","Отправленные электронные письма",,
"Sent opportunities","Отправленные предложения",,
"Sequence","Последовательность",,
"Show PDF","Показать PDF",,
"Show Partner","Показать партнера",,
"Show all events","Показать все мероприятия",,
"Show the events","Показывайте события",,
"Show the opportunities","Показывайте возможности",,
"Size","Размер",,
"Some user groups","Некоторые группы пользователей",,
"Source","Источник",,
"Source description","Описание источника",,
"Start date","Дата начала",,
"Status","Статус",,
"Status description","Описание статуса",,
"Su",,,
"Subcontractor","Субподрядчик Su",,
"Supplier","Поставщик",,
"Tag","Метка",,
"Tag color","Цвет бирки",,
"Tags","Теги",,
"Take charge","Взять на себя ответственность",,
"Take in charge","Взять на себя ответственность",,
"Task","Задача",,
"Task Event (${ fullName })","Событие задачи (${ Полное имя })",,
"Task Event(${ fullName})","Событие задачи(${ Полное имя})",,
"Task reminder template","Шаблон напоминания о задаче",,
"Tasks","Задачи",,
"Tasks filters","Фильтры задач",,
"Tb Opportunities 1","Возможности борьбы с туберкулезом 1",,
"Tb Opportunities 2","Возможности борьбы с туберкулезом 2",,
"Team","Команда",,
"Teams","Команды",,
"Template","Шаблон",,
"Th","Th",,
"The end date must be after the start date","Дата окончания должна быть указана после даты начала",,
"The number of repetitions must be greater than 0","Количество повторений должно быть больше 0",,
"There's no configured sequence for opportunities for the company %s","Нет настроенной последовательности для возможностей для компании %s",,
"These opportunities have been found for the same prospect, would you like to close it (closed losed) ?","Эти возможности были найдены для одного и того же потенциального клиента, не хотели бы вы закрыть их?",,
"These statuses are essential to the operation of the process, they can be renamed but cannot be deleted.","Эти статусы необходимы для работы процесса, их можно переименовать, но нельзя удалить.",,
"This configuration enables a search tool to be activated in CRM, which allows queries to be made on multiple object types (opportunities, leads, events, etc...), using keywords and configurable mapping.","Эта конфигурация позволяет активировать инструмент поиска в CRM, который позволяет выполнять запросы по нескольким типам объектов (возможности, интересы, события и т.д.), используя ключевые слова и настраиваемое сопоставление.",,
"This configuration enables catalog management. It allows you to add sales catalogs in pdf format that can be consulted from the application.","Эта конфигурация позволяет управлять каталогом. Это позволяет вам добавлять каталоги продаж в формате pdf, с которыми можно ознакомиться из приложения.",,
"To Date","датировать",,
"To convert lead, please use the Convert button.","Чтобы конвертировать лид, пожалуйста, воспользуйтесь кнопкой Конвертировать.",,
"To lose lead, please use the Lose button.","Чтобы потерять лид, пожалуйста, воспользуйтесь кнопкой Потерять.",,
"Tools","Инструменты",,
"Tour","Тур",,
"Tour line","Туристическая линия",,
"Tour lines","Туристические линии",,
"Tours","Туры",,
"Trading name","Торговое название",,
"Treated objectives reporting","Отчетность по обработанным целям",,
"Tu","Tu",,
"Type","Тип",,
"Type of need","Тип потребности",,
"UID (Calendar)","UID (календарь)",,
"Unassigned Leads","Неназначенные интересы",,
"Unassigned Opportunities","Неназначенные возможности",,
"Unassigned opportunities","Неназначенные возможности",,
"Urgent","Неотложный",,
"User","Пользователь",,
"User %s does not have an email address configured nor is it linked to a partner with an email address configured.","У пользователя %s не настроен адрес электронной почты"," и он не связан с партнером с настроенным адресом электронной почты.",
"User %s must have an active company to use templates","У пользователя %s должна быть активная компания"," чтобы использовать шаблоны",
"Validate","Утверждать",,
"Validated","Утвержденный",,
"View itinerary","Просмотр маршрута",,
"We","Мы",,
"We found the following similar leads/contacts/partners in the system, do you still want to create this lead ?","Мы нашли в системе следующие похожие интересы/контакты/партнеров, вы все еще хотите создать это предложение?",,
"We found these other leads that may be linked to your partner.","Мы нашли другие интересы"," которые могут быть связаны с вашим партнером.",
"Website","Вебсайт",,
"Weekly","Еженедельно",,
"Weeks","Недели",,
"Won opportunities","Выигранные возможности",,
"Work area","Рабочая область",,
"Work domain","Рабочий домен",,
"Worst case","Наихудший вариант",,
"Years","Годы",,
"Yes","Да",,
"You don't have the rights to delete this event","У вас нет прав на удаление этого события",,
"You must choose a recurrence type","Вы должны выбрать тип повторения",,
"You must choose at least one day in the week","Вы должны выбрать хотя бы один день в неделю",,
"agency.name",,,
"amount",,,
"com.axelor.apps.crm.job.EventReminderJob",,,
"com.axelor.apps.crm.service.batch.CrmBatchService",,,
"crm.Partner",,,
"crm.toDate",,,
"every week's day",,,
"everyday",,,
"fri,",,,
"mon,",,,
"on",,,
"partner.manager",,,
"portal.daily.team.calls.summary.by.user",,,
"sat,",,,
"sun,",,,
"thur,",,,
"tourLine.order",,,
"tues,",,,
"until the",,,
"value:CRM",,,
"wed,",,,
"whatever@example.com",,,
