"key","message","comment","context"
"Archived","Выделенная сумма",,
"Assigned amount","Авто",,
"Auto","Автоматический расчет бюджетных расходов",,
"Automatic budget computation","Свободный",,
"Available Amount","Свободный",,
"Available amount","Доступно с моделируемыми",,
"Available amount with simulated","Доступно с моделируемыми",,
"Available amount with simulated moves","Бюджет",,
"Budget","Бюджетное распределение",,
"Budget Distribution","генератор бюджета",,
"Budget Generator","Бюджетный уровень",,
"Budget Level","Общие бюджеты",,
"Budget Levels","Статья бюджета",,
"Budget Line","Бюджетные статьи",,
"Budget Lines","Бюджетный сценарий",,
"Budget Scenario","Сюжетная линия",,
"Budget Scenario Line","Сюжетные линии",,
"Budget Scenario Lines","Значение сценария",,
"Budget Scenario Value","Переменная сценария",,
"Budget Scenario Variable","Переменная сценария %s",,
"Budget Scenario Variable %s","Структура бюджета",,
"Budget Structure","Бюджетная версия",,
"Budget Version","Объем имеющегося бюджета",,
"Budget amount available","Распределение бюджета",,
"Budget distribution","Произведенные бюджетные расходы",,
"Budget distribution generated","Распределение бюджета не было настроено. Это необходимо для продолжения процесса.",,
"Budget distribution has not been configured. It is required for the rest of the process.","Распределение бюджетных средств по счетам",,
"Budget distribution imputed","Роли, разрешенные для изменения бюджетных ассигнований",,
"Budget distribution role","Бюджетные распределения",,
"Budget distributions","сообщение о расчете доступных для заказов",,
"Budget exceed alert for orders","Фильтры по бюджету",,
"Budget filters","бюджет (полное название)",,
"Budget full name","Бюджет (ID)",,
"Budget id","Бюджетный ключ",,
"Budget key","Бюджетный уровень",,
"Budget level","Экспорт бюджета",,
"Budget level export","Бюджетная строка",,
"Budget line","Бюджетное управление",,
"Budget management","Ответственный за бюджет",,
"Budget manager","Модель бюджета",,
"Budget model","Бюджетный сценарий",,
"Budget scenario","Строки бюджетного сценария",,
"Budget scenario line list","Переменная сценария",,
"Budget scenario variable","Переменные сценария",,
"Budget scenario variables","Структура бюджета",,
"Budget structure","Бюджетные структуры",,
"Budget structures","Бюджетные модели",,
"Budget templates","Тип бюджета",,
"Budget type select","Бюджетная версия",,
"Budget version","Бюджетные версии",,
"Budget versions","Расходы",,
"Budget.Purchase","Поступления",,
"Budget.Sale","Компания",,
"BudgetScenario.company","Валюта",,
"BudgetScenario.currency","Дата",,
"BudgetScenario.date","Статьи расходов и поступлений по категориям и годам",,
"BudgetScenario.expenseAndRevenueItems","Бюджетный сценарий",,
"BudgetScenario.name","Глобальная многолетняя рамочная программа финансирования",,
"BudgetScenario.title","бюджеты",,
"Budgets","Связанные бюджеты",,
"Budgets related","""Включив эту опцию, вы сможете связывать проекты с общим бюджетом и, наоборот, связывать глобальные бюджеты с проектом"".",,
"By activating this option, you will be able to select projects inside a global budget and inversely, select global budgets inside a project.","При составлении этого бюджета в виде черновика все разделы и связанные с ними бюджетные статьи также будут черновыми. Вы хотите продолжить ?",,
"By drafting this budget, you will set children sections and budgets linked in draft too. Do you want to continue ?","Если поместить этот раздел в черновик, все связанные разделы и статьи бюджета также будут черновыми. Вы хотите продолжить ?",,
"By drafting this section, you will set children sections and budgets linked in draft too. Do you want to continue ?","При утверждении этого бюджета все соответствующие разделы и статьи бюджета также будут утверждены. Вы хотите продолжить ?",,
"By validating this budget, you will validate children sections and budgets linked too. Do you want to continue ?","После утверждения этого раздела все связанные разделы и статьи бюджета также будут утверждены. Вы хотите продолжить ?",,
"By validating this section, you will validate children sections and budgets linked too. Do you want to continue ?","Категория",,
"Category","Сменить бюджетную версию",,
"Change budget version","Проверьте доступный бюджет",,
"Check Available Budget","Контроль доступного",,
"Check available amount","Код",,
"Code",,,
"Comment","Комментарии",,
"Commentaires","Нанятый",,
"Committed amount","Линия взаимодействия",,
"Committed line","Линии взаимодействия",,
"Committed lines","Компания",,
"Company","Код компании",,
"Company code",,,
"Company currency","Управление",,
"Company department","Рассчитать бюджетные расходы",,
"Compute budget distribution","создать новую бюджетную версию",,
"Create New version",,,
"Currency","Текущие расходы",,
"Current Expenses","Данные успешно импортированы",,
"Data imported successfully",,,
"Date","""В зависимости от выбранного уровня пользователь не получит никаких предупреждений (""нет""), получит предупреждающее сообщение (""необязательно"") или сообщение об ошибке (""требуется""), если какой-либо из бюджетов превысит доступный""",,
"Depending on the level chosen, the user will receive no alert ('None'), a warning message ('Optional') or an error ('Required') if one of the budget exceed the budget value.","""В зависимости от выбранного уровня пользователь не получит никаких предупреждений (""нет""), не получит предупреждающего сообщения (""необязательно"") или будет вынужден заполнить бюджетную информацию для продолжения процесса (""обязательно"")""",,
"Depending on the level chosen, the user will receive no alert ('None'), a warning message ('Optional') or will be obliged to fill in the budget information for the rest of the process ('Required').","Показать строки взаимодействия",,
"Display committed lines","Посмотреть детали, сделанные без обязательств",,
"Display realized with no po","Смотрите детали, выполненные с преданностью",,
"Display realized with po","Показать смоделированные записи",,
"Display simulated moves","Линии распределения",,
"Distribution lines","Черновик",,
"Draft","Бюджетный ключ",,
"Enable budget key","Включить ссылку на проекты",,
"Enable the link to projects","Окончательная версия",,
"End Date","Ошибка : указанные ниже учетные записи не найдены % S",,
"Error : Following accounts are not found %s",,,
"Expected amount","начальная начальная сумма, выделенная на бюджет. Эта сумма рассчитывается путем суммирования начальных сумм для нижних уровней.",,
"Expected amount allocated on the budget. This amount is automatically computed by adding up expected amounts of bellowed levels.","Меню экспорта",,
"Export Menu","Экспортировать файл",,
"Export file","Экспортировать глобальный бюджет",,
"Export global budget","Файлы не были созданы",,
"Files are not created",,,
"Financing","Твердый зазор",,
"Firm gap","Мониторинг",,
"Follow-up","Формула",,
"Formula","От",,
"From",,,
"From date","полного имени",,
"Full name","Твердый зазор",,
"Gap amount",,,
"Generate Global Budget","Сгенерировать бюджет",,
"Generate global budget","сгенерировать периоды",,
"Generate periods",,,
"Global","Глобальный бюджет глобальный",,
"Global Budget","бюджет",,
"Global budget","Показать строки взаимодействия",,
"Global budget committed lines","Экспорт глобального",,
"Global budget export","бюджета глобальный бюджет (полное название)",,
"Global budget full name","Общий бюджет (ID)",,
"Global budget id",,,
"Global budget.company.currency.number of decimals",,,
"Global budgets","Если включено, автоматический расчет бюджетных расходов будет выполнен по запросу/завершению заказов",,
"If enabled, an automatic budget computation will be done at request/finalize for orders","""Если вы нажмете ""ОК"", вы выйдете за рамки, хотите продолжить?""",,
"If you click OK you will be in excess, do you want to continue ?","Импорт шаблонов и бюджетов",,
"Import budgets and budget templates","файл данных",,
"Import file","В бюджетном ключе",,
"Include in budget key","Недействительные даты",,
"Invalid dates","Инвестиции",,
"Investment","Бюджет инвестиций",,
"Investment budget","Инвестиционные бюджеты",,
"Investment budgets","Счет-фактура",,
"Invoice","Строка счета-фактуры",,
"Invoice line",,,
"Invoices","Строки",,
"Lines","управление мультибюджетом в строках",,
"Manage multi budgets on lines","Метод",,
"Method","Оповещение о недостающих бюджетах",,
"Missing budget alert","требуемый экспорт(ы) отсутствует.",,
"Missing required advanced export(s).","Строка письма",,
"Move line","Строка записи",,
"MoveLine","название",,
"Name","новой бюджетной версии",,
"New Budget Version","Не удалось сопоставить бюджет с данными, введенными для следующих строк: %s",,
"No budget could be reconciled with the data entered for following lines : %s",,,
"None",,,
"OK",,,
"Operations","Факультативный",,
"Optional",,,
"Or","Предварительный просмотр",,
"Overview","Строка заказа на покупку",,
"PO line","Строки заказа на покупку",,
"PO lines","Выплаченная сумма",,
"Paid amount","Платный",,
"Paid total amount",,,
"Parent","Родительский уровень",,
"Parent Level","Родительский уровень (полное имя)",,
"Parent budget level full name","Родительский уровень (идентификатор)",,
"Parent budget level id","Продолжительность периодов",,
"Period duration","Мастер генерации",,
"Periods generation assistant","ответственных периодов",,
"Person in charge","Пожалуйста, выберите строку бюджета",,
"Please select a budget with Id.","Пожалуйста, выберите язык в своей учетной записи пользователя.",,
"Please select a language on user form.","Пожалуйста, выберите даты, действительные для строки бюджета %s, даты должны относиться к периоду, указанному в разделе",,
"Please select valid dates for budget %s, dates needs to be in the section period","Пожалуйста, выберите даты, действительные для бюджета %s, даты должны быть в пределах родительского периода",,
"Please select valid dates for budget level %s, dates needs to be in the parent period","Пожалуйста, выберите действительные даты для строки бюджета %s, каждая позиция должна относиться к отдельному периоду",,
"Please select valid dates for budget lines in budget %s, budget lines need to be on a separate period","Пожалуйста, выберите даты, действительные для строки бюджета %s, даты позиций должны относиться к периоду соответствующей строки бюджета",,
"Please select valid dates for budget lines in budget %s, dates need to be in the budget period","Пожалуйста, выберите даты, действительные для статьи бюджета, даты должны быть в пределах периода бюджетной статьи",,
"Please select valid dates for budget lines, dates need to be in the budget period","Предварительный просмотр",,
"Previsualize",,,
"Production","Проект",,
"Project",,,
"Projects","Расходы и инвестиции",,
"Purchase and investment","Бюджет расходов и инвестиций",,
"Purchase and investment budget","Бюджеты расходов и инвестиции",,
"Purchase and investment budgets","Бюджет расходов",,
"Purchase budget","бюджеты расходов",,
"Purchase budgets","Строка заказа на покупку",,
"Purchase order line",,,
"Purchase orders",,,
"RH","Достигнутая сумма",,
"Realized amount","Выполненная линия",,
"Realized line","Выполненные линии",,
"Realized lines","Совокупный реализованный",,
"Realized total amount","Сделано без обязательств",,
"Realized with no po","Сделано с преданностью",,
"Realized with po","Исх.",,
"Ref.","Связанные бюджеты",,
"Related budgets","Остающаяся сумма, подлежащая покрытию за счет бюджетных средств",,
"Remaining amount to allocate on budgets","Объем имеющегося бюджета",,
"Remaining open amount","остается на продажу",,
"Remains for sale","Представляет разницу между первоначальной суммой и суммой реализованных сумм и суммой сумм записей в смоделированном состоянии.",,
"Represents the expected amount minus the sum of realized amounts and the sum of moves of status simulated.","Представляет собой разницу между первоначальной суммой и суммой реализованных сумм.",,
"Represents the expected amount minus the sum of realized amounts.","Представляет собой сумму сумм, реализованных с обязательствами или без них, которая превышает первоначальную",,
"Represents the sum of amounts realized with or without commitment that exceed the initial","Представляет сумму записей в смоделированном состоянии.",,
"Represents the sum of moves of status simulated.",,,
"Represents the sum of orders of status requested, validated or finished and that don't have a invoiced invoice.","Представляет собой сумму заказов, статус которых запрошен, подтвержден или выполнен и которые еще не имеют разбитых счетов-фактур",,
"Represents the sum of orders of status requested, validated or finished and that don't have an invoiced invoice.",,,
"Represents the sum of purchase orders of status requested, validated or finished and that don't have a invoiced invoice.","Представляет собой сумму счетов-фактур с разбивкой по заказу.",,
"Represents the sum of ventilated invoices with an order.","Представляет собой сумму счетов-фактур, выставленных без заказа, и туманных или учтенных без выставления счета-фактуры.",,
"Represents the sum of ventilated invoices with no order and daybook and accounted moves with no invoice.",,,
"Represents the sum of ventilated invoices with no purchase order and daybook and accounted moves with no invoice.","Требуемые",,
"Required","Результаты",,
"Results","Доход",,
"Revenue","Составленный отчет о доходах и расходах",,
"Revenue and expenditure state",,,
"SO line",,,
"SO lines","Бюджет поступлений",,
"Sale budget","бюджеты поступлений",,
"Sale budgets",,,
"Sale order",,,
"Sale order line","Сценарий",,
"Scenario","Раздел",,
"Section","Раздел",,
"Section line","Разделы",,
"Sections","Посмотреть статьи распределения бюджета",,
"See budget distribution lines","посмотреть подробно",,
"See detail","Просмотреть строки заказа на покупку",,
"See purchase order lines","Смоделированные записи",,
"Simulated Moves","Сумма фиктивных операций",,
"Simulated amount","Источник",,
"Source","Ранняя версия",,
"Start Date","Дата отъезда",,
"Starting Year","Статус",,
"Status",,,
"Status select","DD / CA поставщик",,
"Supplier RFQ/PO",,,
"Tax","Модель",,
"Template","Модели",,
"Templates","Сумма распределения бюджета превышает сумму для строки заказа продукта %s, пожалуйста, исправьте это",,
"The budget distribution amount exceed the amount on the order line with product %s, please correct it","Сумма распределения бюджета в строке бюджета %s превышает сумму в строке счета %s, пожалуйста, исправьте это",,
"The budget distribution amount for budget %s exceeds the amount of the invoice line %s, please correct it","Сумма распределения бюджета в строке бюджета %s превышает сумму в строке записи %s, пожалуйста, исправьте это",,
"The budget distribution amount for budget %s exceeds the amount of the move line %s, please correct it","Сумма распределения бюджета в строке бюджета %s превышает сумму в командной строке %s, пожалуйста, исправьте это",,
"The budget distribution amount for budget %s exceeds the amount of the order line %s, please correct it","Распределение бюджета не было настроено. Запустив это действие, вы больше не сможете его выполнить. Вы хотите продолжить?",,
"The budget distribution has not been computed yet. By launching this action, you can no longer compute the budget distribution. Do you want to proceed ?","Бюджетный ключ включен в конфигурации учета компании %s. Поэтому, пожалуйста, заполните хотя бы один счет бухгалтерского учета, прежде чем проверять бюджет %s, чтобы гарантировать его создание",,
"The budget key is enabled in the company %s account configuration. Thus, you must fill at least one accounting account before validating in order to ensure its generation (Budget %s)","Бюджетный ключ включен в конфигурации учета компании %s. Поэтому, пожалуйста, заполните хотя бы одну аналитическую ось и аналитическую учетную запись, прежде чем проверять бюджет %s, чтобы обеспечить его генерацию",,
"The budget key is enabled in the company %s account configuration. Thus, you must fill the analytic axis and the analytic account before validating in order to ensure its generation (Budget %s)","Бюджетный ключ отсутствует в бюджете %s. Пожалуйста, настройте учетные записи и аналитическое распределение в бюджете перед проверкой, чтобы обеспечить его формирование.",,
"The budget key is missing in budget %s. Please fill account and analytic distribution configuration in budget before validating in order to ensure its generation","Сумма сумм распределения бюджета превышает сумму в строке записи %s",,
"The sum of the budget distribution amount for budget exceeds the amount of the move line %s, please correct it","Сумма сумм распределения бюджета превышает сумму в командной строке %s",,
"The sum of the budget distribution amount for budget exceeds the amount of the order line %s, please correct it","Сумма сумм распределения бюджета превышает сумму в строке счета %s",,
"The sum of the budget distribution amounts exceeds the amount of the invoice line %s, please correct it","Общая сумма превышает общую сумму распределения бюджета.",,
"The total amount is greater than the budget distribution total.","Имеется перерасход бюджета на уровень бюджета %s. Доступный баланс бюджета составляет%. 2f %s.",,
"There is a budget overrun for %s. The available balance is %.2f %s.","Уже существует бюджетный ключ, в котором используется та же комбинация компаний, дат, учетных записей, счетов и аналитических осей, что и в строке бюджета %s",,
"There is already a budget key using the same combination of company, dates, accounts and analytic accounts and axis than the budget line %s","А",,
"To","еще предстоит совершить",,
"To be committed amount","а",,
"To date",,,
"To generate periods, please fill in the Period duration.",,,
"To generate periods, please fill in the limits of the budget.","Слишком много итераций",,
"Too much iterations.","Итого",,
"Total W.T.",", первоначальные обязательства H. T.",,
"Total amount committed","Первоначальная",,
"Total amount expected","общая сумма",,
"Total amounts","Твердый разрыв",,
"Total firm gap","Итого, НТ",,
"Total unassigned amount",,,
"Tracebacks","Тип",,
"Type","остается задействованным",,
"Unassigned amount","Даты сдвига",,
"Update dates",,,
"Validate","Проверить структуру",,
"Validate structure",,,
"Validated","Утвержденная структура",,
"Validated structure",,,
"Variables","Версия",,
"Version Number","Строка версий",,
"Version expected amounts line","Строки версий",,
"Version expected amounts line list","Строки версий",,
"Version expected amounts lines",,,
"Versions","Внимание : существующие строки будут удалены, вы хотите продолжить?",,
"Warning, existing lines will be deleted, do you wish to continue?","Будьте осторожны, вы собираетесь удалить все версии, относящиеся к этому бюджету, не хотите ли продолжить ?",,
"Warning, you will delete all versions linked to this budget, do you want to continue ?","Attention, vous allez supprimer toutes les versions liées à ce budget, voulez-vous continuer ?",,
"When budget key is enabled, you must check at least one line on analytic axis to be included in budget key computation","Quand la clé budgétaire est activée, vous devez cocher au moins une ligne d'axe analytique à inclure dans la clé budgétaire",,
"Year",,,
"Year 2",,,
"Year 3",,,
"Year 4",,,
"Year 5",,,
"Year 6",,,
"Years","Années",,
"You can't compute the budget distribution because you are not authorized to.","Vous ne pouvez pas mettre à jour la distribution budgétaire car vous n'avez pas l'autorisation pour.",,
"archiveBtn","Archiver",,
"budget.Budget","Ligne budgétaire",,
"budget.Manual","Manuelle",,
"budget.custom","Personnalisé",,
"copy",,,
"draftBtn","Mettre en brouillon",,
"validateBtn","Valider",,
"value:Budget",,,
