"key","message","comment","context"
"Chart 1","График 1",,
"Chart 2","График 2",,
"Chart 3","График 3",,
"Chart 4","График 4",,
"Chart type","Тип диаграммы",,
"Config CRM",,,
"Config HR","Настроить отдел кадров",,
"Config Helpdesk","Настройка службы поддержки клиентов",,
"Config Intervention","Вмешательство В Конфигурацию",,
"Config Production",,,
"Config Quality","Настройка Качества",,
"Config Stock",,,
"Custom field","Настраиваемое поле",,
"Custom menu entry","Пользовательский пункт меню",,
"Customize menus","Настроить меню",,
"Customize translations","Персонализировать переводы",,
"Dashboard management","Управление информационными панелями",,
"Donut",,,
"Enable addition of new lines in customer delivery.","""Включить добавление новых строк в поставки клиентам"".",,
"Enable addition of new lines in supplier arrival.","""Включить добавление новых строк в квитанции поставщика"". """,,
"Enable app","включить приложение",,
"Enable default stock location management","Включить управление складскими помещениями по умолчанию",,
"Enable inventory validation.","""Включить проверку запасов"".",,
"Enable line addition","Включить добавление строк",,
"Enable line verification","Включить проверку строк",,
"Enable line verification on customer deliveries","Включить проверку строк при доставке клиентам",,
"Enable line verification on internal moves","Включить линейную проверку внутренних перемещений",,
"Enable line verification on inventories","Включить проверку строк в инвентаре",,
"Enable line verification on supplier arrivals","Включить проверку строки при поступлении от поставщика",,
"Enable project invoicing","Разрешить вменение в счет проектов",,
"Enable stock correction validation.","""Включить проверку правильности запаса"".",,
"Enable the user to create a new menu entry with custom title, icon and order.","""Позволяет пользователю создать новую запись меню с настраиваемым заголовком, значком и порядком"".",,
"Enable tracker messages.","""Включить сообщения трекера"".",,
"Enable validation","Включить проверку",,
"Enabling this setting, allows you to see on the mobile application the comments and changes that are tracked on the web application.","Включив этот параметр, вы можете видеть в мобильном приложении комментарии и изменения, которые отслеживаются в веб-приложении. ",,
"Expenses","Ведомости расходов",,
"Fields to show on timesheet","Поля для отображения в расписании",,
"For each of the following features, if configuration is enabled, users will be asked to confirm the tracking number or product of the line before accessing the details screen. If the setting is disabled, they will be able to access the details screen directly.","""Для каждой из следующих функций, если конфигурация включена, пользователям необходимо будет подтвердить номер отслеживания или линейный продукт, прежде чем перейти на экран сведений. Если настройка отключена, они смогут перейти непосредственно к экрану сведений"".",,
"General","Общий",,
"General configuration","Общая конфигурация",,
"Generate QR Code","Сгенерировать штрих-код",,
"Generate barcode","Сгенерировать штрих-код",,
"HR","отдел кадров",,
"HR config",,,
"Helpdesk","Служба Поддержки Клиентов",,
"Helpdesk config",,,
"Icon name","Имя значка",,
"If no role selected, everyone can use this feature. Else, only roles selected have the ability to use this feature.","""Если роли не выбраны, каждый может использовать эту функцию. В противном случае только выбранные роли могут использовать эту функцию"".",,
"If this configuration is enabled, users can add new lines to the enabled feature on mobile application.","""Если настройка включена, пользователи смогут добавлять новые строки в выбранную функцию из мобильного приложения"".",,
"If this configuration is enabled, users will be able to directly validate the enabled feature on mobile application.","""Если настройка включена, пользователи смогут напрямую проверять выбранную функцию из мобильного приложения"".",,
"Indicates the minimal required version of the mobile application. If the user's version is different than the one indicated, the mobile app will require the user to update to have access to the app.","""Указывает минимально необходимую версию мобильного приложения. Если версия пользователя отличается от этой, приложение потребует от пользователя обновить приложение, чтобы получить к нему доступ"".",,
"Intervention","Вмешательство",,
"Intervention config",,,
"Key","Ключ",,
"Line","Линия",,
"List of restricted menus for this application. If this field is empty then all menus are displayed on the mobile application. If a menu is added to the list then its display is restricted to the associated roles. Menus that are not in the list will be visible to all users.","""Список свернутых меню для этого приложения. Если это поле пустое, то все меню отображаются в мобильном приложении. Если в список добавлено меню, то его отображение сводится к связанным ролям. Меню, которых нет в списке, будут видны всем пользователям"".",,
"List of roles that have access to this application menu. If the field is empty then nobody has access to this menu. If it contains at least one role then only users with one of the roles present have access to the menu. However, if the application itself has restrictions on roles then the user must have a role included in the roles allowed for the application concerned as well as a role filled in this field.","""Список ролей, которые имеют доступ к этому меню приложения. Если поле пусто, то никто не имеет доступа к этому меню. Если он содержит хотя бы одну роль, то доступ к меню имеют только пользователи с одной из присутствующих ролей. Однако, если само приложение имеет ограничения на роли, то пользователь должен иметь роль, включенную в разрешенные роли для соответствующего приложения, а также роль, указанную в этом поле"".",,
"List of roles that have access to this application. If the field is empty then everyone has access to the application. If it contains at least one role then only users with one of the roles present have access to the application.","""Список ролей, имеющих доступ к этому приложению. Если поле пусто, то у каждого есть доступ к приложению. Если он содержит хотя бы одну роль, то доступ к приложению имеют только пользователи с одной из присутствующих ролей"".",,
"Manage carrier option",,,
"Manuf order","Производственный заказ",,
"Manufacturing","Производство",,
"Manufacturing operation","Производственная операция",,
"Menu","Меню",,
"Menu name","Название меню",,
"Menu order","Порядок меню",,
"Menu title","Название меню",,
"Menu type","Тип меню",,
"Menus config","Конфигурация меню",,
"Minimal required version of the mobile application.","""Требуется минимальная версия мобильного приложения"".",,
"Mobile Chart","Мобильная Графика",,
"Mobile Menu","Мобильное меню",,
"Mobile Menus","Мобильные меню",,
"Mobile app","Мобильное приложение",,
"Mobile apps","Мобильные приложения",,
"Mobile chart","Мобильная графика",,
"Mobile config","Мобильная конфигурация",,
"Mobile dashboard","Приборная доска",,
"Mobile dashboard line","Линия приборной панели",,
"Mobile dashboard line list","Список строк панели инструментов",,
"Mobile dashboard lines","Линии приборной панели",,
"Mobile dashboard list","Список информационных панелей",,
"Mobile dashboards","Информационные панели",,
"Mobile menus and screens have been created.","""Были созданы мобильные меню и экраны"".",,
"Mobile screen","Мобильный экран",,
"Mobile screens","Мобильные экраны",,
"Mobile shortcut","Мобильный ярлык",,
"Mobile shortcut list","Мобильный список сочетаний клавиш",,
"Mobile shortcuts","Мобильные ярлыки",,
"Mobile tracebacks",,,
"Mobile translations","Мобильные переводы",,
"Mobile web view",,,
"Mobile web views",,,
"Name","Имя",,
"None",,,
"On customer deliveries","О поставках клиентам",,
"On internal moves","О внутренних движениях",,
"On inventories","Об инвентаризации",,
"On stock corrections","Об исправлениях запасов",,
"On supplier arrivals","О прибытии поставщика",,
"Parent application","Родительское приложение",,
"Parent application of the dashboard menu entry.","Родительское приложение пункта меню панели инструментов",,
"Parent application of the menu entry.","""Родительское приложение пункта меню"".",,
"Parent menu name","Название родительского меню",,
"Pie","Круговой",,
"Production config",,,
"Project","Проект",,
"Project task","Задача",,
"Quality","Качество",,
"Quality config",,,
"Query","Запрос",,
"Response","Ответ",,
"Restricted menus","Сокращенные меню",,
"Run",,,
"Screen","Экран",,
"Screen name","Имя экрана",,
"See web views","Просмотр веб-просмотров",,
"Separator","Разделитель",,
"Shortcut management","Управление ярлыками",,
"Shortcuts display","Просмотр ярлыков",,
"Show charts","Посмотреть графики",,
"Stock","Фонд",,
"Stock config",,,
"Submenu","Подменю",,
"Submenu needs a parent menu.","""Для подменю требуется родительское меню"".",,
"Technical name","Техническое название",,
"Technical name should be the menu key used in module export on mobile application.","""Техническое название соответствует ключу меню, используемому при экспорте модуля в мобильном приложении"".",,
"There is an error with the query : \n",,,
"Timesheets","Табели учета рабочего времени",,
"Title",,,
"Url",,,
"Usable on shortcut","Можно использовать как ярлык",,
"Use custom chart","Использовать настраиваемую диаграмму",,
"Use qrCode for user connection","Использовать штрих-код для входа пользователя",,
"User",,,
"View dashboards","Просмотреть информационные панели",,
"View tracebacks","Посмотреть трассировки",,
"Visible in mobile application","Отображается в мобильном приложении",,
"all","весь",,
"isOneLineShortcut.Grid","Сетка",,
"mobileMenu.Order","Порядок",,
"value:Axelor Mobile Settings","Axelor Mobile Settings",,
