"key","message","comment","context"
"Display purchase order line number","Показывать номера командных строк",,
"Display supplier code on printing","Показать код поставщика на распечатке",,
"Display tax detail on printing","Просмотреть подробную информацию о налогах на печать",,
"Displayed Product name","Формулировка продукта для отображения",,
"Draft","Черновик",,
"Enable product description copy","Включить копирование описания продукта",,
"End date","Дата окончания",,
"Estim. receipt date","Предполагаемая дата получения",,
"Estimated receipt date","Предполагаемая дата получения",,
"Filter on supplier","Фильтровать по поставщику",,
"Filter products by trading name","Фильтровать товары по знакам",,
"Finish the order","Завершить заказ",,
"Finished","Законченный",,
"Fiscal position",,,
"Fixed Assets","Основные средства",,
"Follow-up","Мониторинг",,
"Freeze fields","Заморозить поля",,
"From Date","Дата",,
"Full name","обращения.",,
"Generate PO","Генерировать покупки",,
"Generate control invoice","генерировать контрольный счет",,
"Generate purchase configurations","генерировать конфигурации закупок",,
"Generate supplier arrival","генерировать BR",,
"Generate suppliers requests","генерировать запросы котировок печь.",,
"Group by product","Группировать по продукту",,
"Group by supplier","Группировать по поставщикам",,
"Group products on printings",,,
"Historical","Исторический",,
"Historical Period","Исторический период",,
"In ATI",,,
"In Stock Moves",,,
"Information","Информация о поставщике приемов",,
"Internal Note","Внутреннее Примечание",,
"Internal Ref.","ссылка. Интернировал",,
"Internal note","Внутренняя записка",,
"Internal purchase requests","Внутренние заявки на закупку",,
"Invoice Lines","Строки счета-фактуры",,
"Invoiced","Фактурный",,
"Invoices","Счет-фактуры",,
"Invoicing","Выставление счетов",,
"It is not possible to delete a validated order.","Невозможно удалить подтвержденную команду.",,
"Last update","Последнее изменение",,
"List of purchase orders to merge is empty","Список заказов на поставку пуст",,
"Manage multiple purchase quantity",", управление несколькими объемами закупок",,
"Manage purchase order versions","Управление версиями заказов на поставку",,
"Manage purchases unit on products","Управление единицами закупок по продуктам",,
"Manage supplier catalog","Включить управление каталогами поставщиков",,
"Maps","Географическая карта",,
"Max purchase price","Максимальная цена покупки",,
"Merge into single purchase order","Объединить в один cmde поставщика",,
"Merge purchase orders","Объединить командыпоставщиков",,
"Merge quotations","Объединить цитату",,
"Message for requesting prices","сообщение запроса котировки",,
"Month","Месяц",,
"Multiple quantities",,,
"My Closed Purchase orders","Мои заказы на поставку закрыты",,
"My Ongoing Purchase orders","Мои текущие заказы на поставку",,
"My Orders to process","Мои заказы на поставку, которые необходимо обработать",,
"My Purchase orders","Мои заказы на поставку, которые необходимо обработать",,
"My RFQs","Мои запросы на расценки ",,
"My RFQs and POs To Validate","Мои запросы на расценки",,
"My Sales","Мои продажи",,
"My Validated POs","Мои заказы поставщиков подтверждены",,
"My purchased amount by product accounting family","Мой объем покупок (сумма) по семейству учетных продуктов",,
"My purchased qty by product accounting family","Мой объем закупок (кол-во) по семейству учетных продуктов",,
"Nbr of PO by month","Количество заказов Nbr в месяц",,
"New product","Новый продукт",,
"New version","новая версия",,
"Not invoiced","Не оплачено",,
"Not received","Не получена",,
"OR","или",,
"Ongoing Purchase orders","Заказы на поставку в процессе выполнения",,
"Order Date","Дата заказа",,
"Order history","История заказов",,
"Ordered","заказано",,
"PO Management","Управление заказами на поставку",,
"PO Tax line","Строка налогов на покупку",,
"PO Tax lines","Строки налогов на покупки",,
"PO line","Строка Cmde",,
"PO lines","Строки Cmde",,
"PO lines detail","Подробный",,
"POs Volume by buyer by accounting family","объем покупки по покупателю на семью бухгалтеров",,
"Partially invoiced","Частично оплачено",,
"Partially received","Частично получена",,
"Partner price lists","Прайс-лист на треть",,
"Percent","процента",,
"Please enter at least one detail line.","пожалуйста, введите подробную информацию в строке.",,
"Please enter supplier for following purchase request : %s","Пожалуйста, введите поставщика для следующих запросов на покупку: %s",,
"Please fill printing settings on purchase order %s","пожалуйста, заполните параметры печати в заказе на поставку %s",,
"Please select the purchase order(s) to print.","Пожалуйста, выберите заказы на поставку для печати.",,
"Price List","Прайс-лист прайс-лист прайс-листы",,
"Price list",,,
"Price lists",,,
"Print","Распечатать",,
"Printing","Печать",,
"Printing settings","Параметры печати",,
"Printings",,,
"Product",,,
"Product Accounting Family","Семейство продуктов для учета продуктов",,
"Product code on catalog","Код товара в каталоге",,
"Product name on catalog","Название продукта в каталоге",,
"Products & services","Товары и услуги",,
"Products list","Перечень товаров",,
"Project Task",,,
"Purchase","Купить",,
"Purchase Buyer",,,
"Purchase Manager","Менеджер Покупателя",,
"Purchase Request Line","Строка запроса на покупку",,
"Purchase Request Lines","Строки запроса на покупку",,
"Purchase blocking","Блокировка",,
"Purchase config","cmиз конфигурации поставщика. Закупки",,
"Purchase config (${ name })","Конфигурация покупки (${ имя })",,
"Purchase configuration","Настройка Покупки",,
"Purchase configurations","Конфигурации Покупки",,
"Purchase order","Заказ от поставщика",,
"Purchase order created","Создан заказ на поставку",,
"Purchase order information","Информация на заказ",,
"Purchase order template","Шаблон предложения/заказа на поставку",,
"Purchase orders","Заказы Поставщиков",,
"Purchase orders ATI/WT","Заказы на покупку в TTC/HT",,
"Purchase orders to merge","Заказы на поставку для объединения",,
"Purchase quotation","Предложения поставщиков",,
"Purchase quotations","Предложения поставщиков",,
"Purchase request","Заявки на закупки",,
"Purchase request filters","Фильтры запросов на покупку",,
"PurchaseOrder.afterDiscount","после",,
"PurchaseOrder.base","базовой скидки",,
"PurchaseOrder.buyer","Покупатель",,
"PurchaseOrder.buyerEmail","Эмаль",,
"PurchaseOrder.buyerPhone","Телефон",,
"PurchaseOrder.canceled","Отменен",,
"PurchaseOrder.customer","Клиент",,
"PurchaseOrder.customerRef","ссылка на клиента",,
"PurchaseOrder.deliveryAddress","Адрес доставки",,
"PurchaseOrder.description","Описание",,
"PurchaseOrder.desiredReceiptDate","Желаемая дата получения",,
"PurchaseOrder.discountAmount","Скидка",,
"PurchaseOrder.draft","Черновик",,
"PurchaseOrder.estimatedReceiptDate","Предполагаемая дата получения",,
"PurchaseOrder.finished","Завершенная",,
"PurchaseOrder.invoicingAddress","Платежный адрес",,
"PurchaseOrder.note","Примечание",,
"PurchaseOrder.order","Команда",,
"PurchaseOrder.orderDate","Дата заказа",,
"PurchaseOrder.paymentCondition","Условия оплаты",,
"PurchaseOrder.paymentMode","Форма платежа",,
"PurchaseOrder.priceExclTax","Сумма HT",,
"PurchaseOrder.priceInclTax","сумма с учетом НДС",,
"PurchaseOrder.productSequence",,,
"PurchaseOrder.productStandard",,,
"PurchaseOrder.purchaseInfo","Информация О Стандартной Последовательности. покупательный",,
"PurchaseOrder.qtyUnit","Кол-Во / Единица Измерения",,
"PurchaseOrder.quote","Запрос предложения",,
"PurchaseOrder.ref","Ссылка",,
"PurchaseOrder.reference","Ссылка",,
"PurchaseOrder.requested","Требуемый",,
"PurchaseOrder.state","Статус",,
"PurchaseOrder.statusCanceled","Заказ на поставку отменен",,
"PurchaseOrder.statusDraft","Черновой заказ на поставку",,
"PurchaseOrder.statusFinished","Заказ на поставку выполнен",,
"PurchaseOrder.statusRequested","Запрос цены",,
"PurchaseOrder.statusValidated","заказа",,
"PurchaseOrder.supplier","на поставку",,
"PurchaseOrder.supplierCode","Код поставщика",,
"PurchaseOrder.supplyRef","ссылка на поставщика",,
"PurchaseOrder.tax","Налог(и)/",,
"PurchaseOrder.taxAmount","общая ставка",,
"PurchaseOrder.taxCode","Налоговый Код",,
"PurchaseOrder.taxes","Ставка",,
"PurchaseOrder.totalDiscount","Со Скидкой",,
"PurchaseOrder.totalExclTax","Итого, НТ",,
"PurchaseOrder.totalExclTaxWithoutDiscount","Итого, тыс. т брутто",,
"PurchaseOrder.totalInclTax","Общая сумма НДС",,
"PurchaseOrder.totalTax","Итого НДС",,
"PurchaseOrder.totalTaxes","Итого налога(ов)",,
"PurchaseOrder.type","Типизированный",,
"PurchaseOrder.unitPrice","Цена за единицу",,
"PurchaseOrder.validated","Проверенный",,
"Purchased","Покупной",,
"Purchased amount by accounting family","Суммы покупок на семью бухгалтеров",,
"Purchased amount by product accounting family","Суммы покупок по семейству продуктов, учитываемых в бухгалтерском учете",,
"Purchased amount distribution by accounting family","Распределение покупок по семействам бухгалтеров",,
"Purchases","Закупки",,
"Purchases Order filters","Фильтры Покупки",,
"Purchases follow-up","Мониторинг",,
"Purchases unit","Единица покупки",,
"Qty","кол",,
"Quantity","-во кол-во",,
"Quantity max","Максимальное",,
"Quantity min","количество минимальное",,
"Quotation","количество предложение",,
"RFQ And PO To Validate","Предложение и Cmde для проверки",,
"Receipt State","Государство получения",,
"Received","Получен (а)",,
"Received quantity","Полученное количество",,
"Ref.","ссылка.",,
"Reference already existing","Уже существующая",,
"References","ссылка ссылки",,
"Refuse","Отказ",,
"Refused","Не прошедший",,
"Reportings","Отчетность",,
"Reports","Отчетность",,
"Request","Запрос",,
"Requested","Требуемый",,
"Requester","Заявитель",,
"Reverse charged","Обратный заряд",,
"Sale quotations","Предложение клиента",,
"See purchase order lines","Видеть командные строки",,
"See quotation lines","Посмотреть строки расценок",,
"Send Email","Отправить Электронное Письмо",,
"Send email","Отправить По Электронной",,
"Seq.","Почте Seq.",,
"Shipping Coefficients","Коэф. плата за подход",,
"Show invoice","Посмотреть счет-фактуру",,
"Specific notes",,,
"Specific tax note",,,
"Start date","Дата начала",,
"Status","Статус",,
"Stock location","Расположение запаса",,
"Stock move","движение запаса",,
"Supplier","Поставщик",,
"Supplier Catalog","Каталог поставщиков",,
"Supplier Catalog Lines","Каталог поставщик",,
"Supplier Comment","комментарий поставщик",,
"Supplier RFQ/PO","поставщик предложение /",,
"Supplier RFQs/POs","Cmde предложение поставщика/Cmde",,
"Supplier box in purchase order","Текст для отображения в заказах поставщиков",,
"Supplier catalog","Каталог поставщиков",,
"Supplier code","Код поставщика",,
"Supplier invoices","Счета-фактуры поставщика",,
"Supplier is required to generate a purchase order.","Поставщик должен быть проинформирован, чтобы сгенерировать заказ на покупку",,
"Supplier ref.","Ref. Поставщик",,
"Suppliers","Поставщики",,
"Suppliers requests","Запросы на котировку",,
"Take product multiple qty","Используйте несколько количеств продукта",,
"Take product purchase price","Принять покупную цену продукта",,
"Tax","Налог",,
"Tax Equiv","Неправильно. налог",,
"Tax Lines","Налоговые строки",,
"Tax number",,,
"Tax type",,,
"Taxes",,,
"Team","Команда",,
"The company %s doesn't have any configured sequence for the purchase orders","Компания %s не имеет настроенной последовательности для заказов на поставку",,
"The company is required and must be the same for all purchase orders","Требуется компания, и она должна быть одинаковой для всех заказов на покупку",,
"The contact partner and price list must be the same for all purchase orders.",,,
"The currency is required and must be the same for all purchase orders","Валюта обязательна и должна быть одинаковой для всех заказов на покупку",,
"The field 'Stock Location' must be filled.","""Поля """"расположение запасов"" ""должны быть заполнены""",,
"The fiscal position must be the same for all purchase orders","Налоговая позиция должна быть одинаковой для всех заказов на покупку",,
"The line cannot be null.","Строка не может быть нулевой",,
"The maximum order quantity of %s to the supplier is not respected. Unit price might be different than the supplier catalog one.","Максимальный объем заказа %s у поставщика не соблюдается. Цена за единицу продукции может отличаться от цены в каталоге поставщика.",,
"The minimum order quantity of %s to the supplier is not respected. Unit price might be different than the supplier catalog one.","Минимальный объем заказа %s у поставщика не соблюдается. Цена за единицу продукции может отличаться от цены в каталоге поставщика.",,
"The partner's language is different from the current language. Description and product name are in :","Язык третьей стороны отличается от текущего языка. Описание и название продукта указаны в :",,
"The supplier Partner is required and must be the same for all purchase orders","Требуется поставщик, который должен быть одинаковым для всех заказов на поставку",,
"The supplier of the purchase order is different from the default supplier of the product.","Поставщик заказа отличается от поставщика продукта по умолчанию.",,
"The trading name must be the same for all purchase orders","Вывеска должна быть одинаковой для всех команд по закупкам.",,
"There is no sequence set for the purchase requests for the company %s","Для запросов на покупку, относящихся к компании %s, не определена последовательность",,
"This product is not available from the supplier.","Этот продукт недоступен у поставщика.",,
"This supplier is blocked:","Этот провайдер заблокирован :",,
"Timetable","График платежей",,
"Title","Формулировка",,
"Title Line","Строка заголовка",,
"To Date","Инструменты",,
"Tools",,,
"Total A.T.I.","Итого T. T. C.",,
"Total A.T.I. in company currency","Итого, включая НДС, котировка компании",,
"Total Purchased Amount by month","Общая сумма покупок в месяц",,
"Total Purchased Qty by month","Общее количество покупок в месяц",,
"Total Tax","Общая Сумма Налога",,
"Total W.T.","Итого, H. T.",,
"Total W.T. in company currency","Итого H. T. Валюта Sté",,
"Total tax","Общая сумма налогов",,
"Trading name","Торговое название",,
"Unit","Единица",,
"Unit price","Цена за единицу",,
"Unit price A.T.I.","Цена за единицу продукции T. T. C.",,
"Unit price W.T.","Цена за единицу продукции H. T.",,
"Unit price discounted","цена за единицу продукции со скидкой",,
"Units","Единицы",,
"Update lines with selected project","Связать все строки с выбранным проектом",,
"Validate","Подтвердить",,
"Validated","подтверждено (e)",,
"Validated by","Подтверждено",,
"Validation date","Дата проверки",,
"Validator","валидатор",,
"Version Number","номер версии",,
"WT","HT",,
"Warning, a completed order can't be changed anymore, do you want to continue?"," внимание, выполненный заказ больше не может быть изменен. Вы хотите продолжить ?",,
"You have to choose at least one purchase order","Вы должны выбрать хотя бы один заказ на поставку",,
"You have to choose at least one purchase quotation","Вам необходимо выбрать как минимум одно предложение поставщика",,
"You must configure Purchase module for the company %s","Вам необходимо настроить модуль закупок для компании %s",,
"You need a purchase order associated to line.","вам нужен заказ, связанный со строкой",,
"value:Purchase","Закупки",,
"value:Purchase Request","Заявки на покупку",,
