"key","message","comment","context"
"AbcAnalysisLine.qty","Кол-во",,
"AbcAnalysisLine.worth","Ценность",,
"Access to model fields","Номер счета",,
"Account Number","Конфигурация аккаунта",,
"Account config","Управление аккаунтом",,
"Account management","Фильтры управления аккаунтом",,
"Account management filters","Список управления аккаунтом",,
"Account management list","Управление учетными записями",,
"Account managements","Аккаунт перемещается",,
"Account moves","Перемещения по счету",,
"Accounting","Учет",,
"Accounting Exports","Экспорт бухгалтерской отчетности",,
"Accounting family","Семейство бухгалтерских отчетов",,
"Accounting situations","Ситуации с бухгалтерией",,
"Accounts Configurations","Конфигурации счетов",,
"Accounts configuration","Конфигурация счетов",,
"Action","Действие",,
"Action does not exists or invalid for the object(%s)","Действие не существует или недопустимо для объекта(%s)",,
"Action name cannot be null.","Имя действия не может быть пустым.",,
"Actions","Действия",,
"Activate bar code generation for products","Активировать генерацию штрих-кодов для продуктов",,
"Activate partner delegations","Активировать делегирование партнерских прав",,
"Activate sending email","Активировать отправку по электронной почте",,
"Activate the company change shortcut","Активируйте ярлык для изменения компании",,
"Activate the instance information shortcut","Активируйте ярлык для информации об экземпляре",,
"Activation","Активация",,
"Active","Активный",,
"Active Team","Активная команда",,
"Active company","Активная компания",,
"Active company changed to %s","Количество активных компаний изменено на %s",,
"Active users","Активные пользователи",,
"Add Guests","Добавить гостей",,
"Add a period","Добавить точку",,
"Address","Адрес",,
"Address Field is missing : %s","Поле адреса отсутствует : %s",,
"Address Template","Шаблон адреса",,
"Address Template Line","Строка шаблона адреса",,
"Address Template Lines","Строки шаблона адреса",,
"Address certified by QAS engine","Адрес, подтвержденный системой QAS engine",,
"Address details","Сведения об адресе",,
"Address filters","Фильтры адресов",,
"Address line 2 template","Шаблон адресной строки 2",,
"Address line 3 template","Шаблон адресной строки 3",,
"Address line 4 template","Шаблон адресной строки 4",,
"Address line 5 template","Шаблон адресной строки 5",,
"Address line 6 template","Шаблон адресной строки 6",,
"Address list","Список адресов",,
"Address position","Расположение адреса",,
"Address precisions","Уточнение адреса",,
"Address template","Шаблон адреса",,
"Address template lines","Строки шаблона адреса",,
"Address templates","Шаблоны адресов",,
"Address type","Тип адреса",,
"Addresses","Адреса",,
"Addresses validation","Проверка адресов",,
"Adjust History","Корректировка истории",,
"Adjust period","Корректировка периода",,
"Adjusting","Регулирующий",,
"Administration","Администрация",,
"Advance Fields Export","Расширенный экспорт полей",,
"Advance import","Расширенный импорт",,
"Advanced Export","Расширенный экспорт",,
"Advanced export","Расширенный экспорт",,
"Advanced export line","Расширенная строка экспорта",,
"Advanced export lines","Расширенные строки экспорта",,
"Advanced exports","Расширенный экспорт",,
"Advanced import","Расширенный импорт",,
"Advanced import is not validated","Расширенный импорт не подтвержден",,
"Advanced imports","Расширенный импорт",,
"Advanced print templates","Расширенные шаблоны печати",,
"Advanced synchronization","Расширенная синхронизация",,
"Agency","Агентство",,
"All","Все",,
"All Actions","Все действия",,
"All Clients","Все клиенты",,
"All Countries","Все страны",,
"All Employees","Все сотрудники",,
"All Enterprises","Все предприятия",,
"All Individuals","Все частные лица",,
"All Mailing lists","Все списки рассылки",,
"All MetaField seem to be existing.","Все МетаФайлы, похоже, существуют.",,
"All MetaModel seem to be existing.","Кажется, что все метамодели существуют.",,
"All Prospects","Все потенциальные клиенты",,
"All Suppliers","Все поставщики",,
"All Views","Все просмотры",,
"All clients","Все клиенты",,
"All day","Весь день",,
"All events","Все события",,
"All my calendars","Все мои календари",,
"All permissions","Все разрешения",,
"All permissions' objects seem to be good.","Все объекты разрешений, похоже, в порядке.",,
"All prospects","Все потенциальные клиенты",,
"All prospects and clients","Все потенциальные клиенты и клиенты-заказчики",,
"All suppliers","Все поставщики",,
"All tasks","Все задачи",,
"All teams","Все команды",,
"All users","Все пользователи",,
"Allow notifications to be sent by email","Разрешить отправку уведомлений по электронной почте",,
"Allow to force purchases quantities","Разрешить изменять количество покупок",,
"Allow to force sales quantities","Разрешить изменять количество продаж",,
"Alpha-2 code (ISO)","Код Альфа-2 (ISO)",,
"Alpha-3 code (ISO)","Код Альфа-3 (ISO)",,
"Always A.T.I.","Всегда A.T.I.",,
"Always W.T.","Всегда W.T.",,
"America/New_York","Америка/Нью-Йорк",,
"Amount/%","Сумма/%",,
"An error occured while executing '%s'.","Произошла ошибка при выполнении '%s'.",,
"An error occurred while generating the address template: '%s'","Произошла ошибка при создании шаблона адреса: '%s'",,
"An error occurred while generating the address template: '%s' - '%s'","Произошла ошибка при создании шаблона адреса: '%s' - '%s'",,
"An error occurred while generating the sequence. Please check the configuration.","Произошла ошибка при создании последовательности. Пожалуйста, проверьте конфигурацию.",,
"An error occurred, please check your configuration.",,,
"Analysis is already on going.","Анализ уже выполняется.",,
"Analytics","Аналитика",,
"Analyzing","Анализирующая",,
"Anomalies","Аномалии",,
"Anomaly","Аномалия",,
"App","Апп",,
"App base","База приложений",,
"Applicable dates","Применимые даты",,
"Application Config","Конфигурация приложения",,
"Application begin date","Дата начала приложения",,
"Application end date","Дата окончания приложения",,
"Application start Date","Дата начала приложения",,
"Application type","Тип приложения",,
"Apply","Применять",,
"Apply modifications to next tasks","Применить изменения к следующим задачам",,
"Apply on","Применить на",,
"Apply pricings","Применить расценки",,
"Apps management","Управление приложениями",,
"April","Апрель",,
"Archived","Архивировано",,
"Are you sure to replace ?","Вы уверены в необходимости замены?",,
"Are you sure you want to run the analysis ? It can take a long time.","Вы уверены, что хотите запустить анализ? Это может занять много времени.",,
"Are you sure you want to start the import?","Вы уверены, что хотите начать импорт?",,
"Area name","Название области",,
"Article dimension","Размер статьи",,
"Article volume","Объем статьи",,
"Artmin","Артмин",,
"Ascending","Восходящий",,
"Assigned to","Присвоен",,
"Assigned to user","Присвоен пользователю",,
"At least one iban code you have entered for this partner is not valid. Here is the list of invalid codes : %s","По крайней мере, один код iban, введенный вами для этого партнера, недействителен. Вот список недопустимых кодов : %s",,
"Attach","Прикреплять",,
"Attach to model","Прикрепить к модели",,
"Attached files","Прикрепленные файлы",,
"Attached partners","Подключенные партнеры",,
"Attachment directory OR Application source does not exist","Каталог подключений ИЛИ источник приложения не существует",,
"Attachments","Вложения",,
"Attachments must be in zip format","Вложения должны быть в формате zip",,
"Attempted to get a field from product '%s' but forgot to specify which field.",,,
"Attempted to get field '%s' for unspecified product.","Попытался получить поле '%s' для неуказанного продукта.",,
"Attendees","Присутствующий",,
"Attributes","Атрибуты",,
"Attrs","Атрибуты",,
"August","Август",,
"Authentication failed.","Не удалось выполнить проверку подлинности.",,
"Authorization","Авторизация",,
"Authorization details","Данные для авторизации",,
"Auto","Авто",,
"Auto import","Автоматический импорт",,
"Availability","Доступность",,
"Available","Доступный",,
"Available stock","В наличии на складе",,
"Average Price","Средняя цена",,
"BBAN","BBAN",,
"BBan Key","Ключ BBan",,
"BIC","БИК",,
"BIC (Bank Identifier)","BIC (банковский идентификатор)",,
"BIRT printings","Распечатки BIRT",,
"BIRT template file","Файл шаблона BIRT",,
"BIRT templates","Шаблоны BIRT",,
"Back","Назад",,
"Backup","Резервная копия",,
"Backup Created","Создана резервная копия",,
"Backup File","Файл резервной копии",,
"Backup On","Резервное копирование включено",,
"Backup Restore Error","Ошибка восстановления резервной копии",,
"Backup Restored","Резервная копия восстановлена",,
"Bad header row:","Неверная строка заголовка:",,
"Bad import file","Неверный файл импорта",,
"Balance","Баланс",,
"Bank","Банк",,
"Bank Code","Банковский код",,
"Bank Details","Банковские реквизиты",,
"Bank Details list","Список банковских реквизитов",,
"Bank Identifier Code","Банковский идентификационный код",,
"Bank Identifier Codes","Банковские идентификационные коды",,
"Bank Name","Название банка",,
"Bank accounts","Банковские счета",,
"Bank card","Банковская карта",,
"Bank cards","Банковские карточки",,
"Bank detail filters","Фильтры банковских реквизитов",,
"Bank details","Банковские реквизиты",,
"Bank details tree","Дерево банковских реквизитов",,
"Bank payment config","Настройка банковского платежа",,
"Barcode","Штрих-код",,
"Barcode Type","Тип штрих-кода",,
"Barcode format not supported","Формат штрих-кода не поддерживается",,
"Barcode type configuration","Конфигурация типа штрих-кода",,
"Barcode type configurations","Конфигурация типа штрих-кода",,
"Base","Основа",,
"Base Batch","Базовый пакет",,
"Base batch","Базовый пакет",,
"Base batch filters","Фильтры базовых пакетов",,
"Base batches","Базовые пакеты",,
"Based on","На основе",,
"Basic overview","базового обзора",,
"Batch","Партия",,
"Batch %s is now finished","Пакет %s завершен",,
"Batch %s unknown","Пакет %s неизвестен",,
"Batch code","Код пакета",,
"Batch execution is now finished","Пакетное выполнение завершено",,
"Batch report:","Пакетный отчет:",,
"Batch type","Тип пакета",,
"Batches","Партии",,
"Batches dashboard","Панель управления пакетами",,
"Batchs","Пакеты",,
"Be aware that the address is already in use on other documents, do you still want to modify it ?","Имейте в виду, что адрес уже используется в других документах, вы все еще хотите его изменить?",,
"Bean is not an instance of","Bean не является экземпляром",,
"BigDecimal","BigDecimal",,
"Bill of materials","Спецификация",,
"Binding","Связующий",,
"Binding file","Файл привязки",,
"Birt","Birt",,
"Birt Template","Шаблон Birt",,
"Birt Template parameter","Параметр шаблона Birt",,
"Birt Template parameters","Параметры шаблона Birt",,
"Birt Templates","Шаблоны Birt",,
"Birt printing wizard","Мастер печати Birt",,
"Birt template","Шаблон Birt",,
"Block until","Заблокировать до",,
"Blocked","Блокированный",,
"Blocking","Блокировка",,
"Blocking Type","Тип блокировки",,
"Blocking done by","Блокировка, осуществленная пользователем",,
"Blocking follow-up List","Список последующих действий по блокировке",,
"Blocking reason","Причина блокировки",,
"Blocking reasons","Причины блокировки",,
"Blockings","Случаи блокировки",,
"Boolean","Логический",,
"Both currencies must be saved before currency rate apply","Обе валюты должны быть сохранены до применения валютного курса",,
"Branch Identifier (Branch Code)","Идентификатор филиала (код филиала)",,
"Building","Здание",,
"Building number","Номер здания",,
"Business Party Prefix (Bank Code)","Префикс для бизнес-группы (банковский код)",,
"Business Party Suffix (Location Code)","Суффикс для бизнес-группы (местоположение",,
"Busy","Занято",,
"Buy","Купить",,
"Buy and produce","Покупайте и производите",,
"By activating this option, then all related printed document will automatically be attached on dms","Активировав эту опцию, все связанные с ней печатные документы будут автоматически прикреплены к dms",,
"CALENDAR_SERVER","CALENDAR_SERVER",,
"CGP","CGP",,
"CHANDLER","CHANDLER",,
"CID","CID",,
"CODABAR","CODABAR",,
"CODE_128","CODE_128",,
"CODE_39","CODE_39",,
"COG","зубец",,
"CREATE","творить",,
"CRM config","Конфигурация CRM",,
"CSV","CSV",,
"CSV Backup Fetch Limit","Лимит загрузки резервной копии CSV",,
"CSV File","Файл CSV",,
"Calculation method","Метод расчета",,
"Calendar","Календарь",,
"Calendar Configurations","Конфигурации календаря",,
"Calendar User","Пользователь календаря",,
"Calendar Users","Пользователи календаря",,
"Calendar configuration","Конфигурация календаря",,
"Calendar configuration not valid","Недопустимая конфигурация календаря",,
"Calendar configurations","Конфигурации календаря",,
"Calendar permission","Разрешение на использование календаря",,
"Calendar permissions","Разрешения на использование календаря",,
"Calendar synchronization","Синхронизация календаря",,
"Calendars","Календари",,
"Calendars Configuration","Настройка календарей",,
"Calendars are empty, there is no event to synchronize.","Календари пусты, нет событий для синхронизации.",,
"Calendars permissions","Разрешения для календарей",,
"Call","Вызов",,
"Calling code","Вызывающий код",,
"Can not find object.","Не удается найти объект.",,
"Can't generate draft sequence number on an unsaved record.","Не удается сгенерировать порядковый номер черновика для несохраненной записи.",,
"Cancel Reason","Причина отмены",,
"Cancel Reasons","Причины отмены",,
"Cancel reason filters","Фильтры причин отмены",,
"Canton","Кантон",,
"Canton Code","Код кантона",,
"Cantons","Кантоны",,
"CanвЂ™t convert into an individual partner from scratch.","Невозможно преобразовать в индивидуального партнера с нуля.",,
"Carrier","Перевозчик",,
"Cash","Наличные",,
"Catalog","Каталог",,
"Categories tree","Дерево категорий",,
"Categorization","Классификация",,
"Category","Категория",,
"Cause","Причина",,
"Center","Центр",,
"Certificate","Сертификат",,
"Change password","Поменять пароль",,
"Change password?","Сменить пароль?",,
"Changing manually the end date of a sequence which reset yearly or monthly could break the sequence system.","Ручное изменение даты окончания последовательности, которая сбрасывается ежегодно или ежемесячно, может нарушить работу системы последовательности.",,
"Chart","Диаграмма",,
"Check","Проверять",,
"Check Duplicate","Проверьте дубликат",,
"Check all error first","Сначала проверьте все ошибки",,
"Check duplicate","Проверьте дубликат",,
"Check existing sequence on generation","Проверьте существующую последовательность при генерации",,
"Check faker method","Проверьте метод faker",,
"Check log file in tabs configuration","Проверьте файл журнала в конфигурации tabs",,
"Check permissions' objects","Проверьте объекты разрешений",,
"Check that if files should be imported from a connector","Проверьте, должны ли файлы импортироваться из соединителя",,
"Check the MetaField","Проверьте метафоле",,
"Check the MetaModel","Проверьте метамодель",,
"Cheque","Чек",,
"Choose","Выбирать",,
"Cities","Города",,
"Citizenship","Гражданство",,
"City","Город",,
"City import completed","Импорт города завершен",,
"Civil Year","Гражданский год",,
"Civil year already exist for ${com.axelor.i18n.L10n.getInstance().format(fromDate)} and ${com.axelor.i18n.L10n.getInstance().format(toDate)}.","Гражданский год уже существует для ${com.axelor.i18n.L10n.getInstance().format(FromDate)} и ${com.axelor.i18n.L10n.getInstance().format(ToDate)}.",,
"Civility","Вежливость",,
"Class","Класс",,
"Class name","Название класса",,
"Classes and products","Классы и продукты",,
"Classic products","Классические продукты",,
"Classification","Классификация",,
"Classification param 1","Классификационный параметр 1",,
"Classification param 2","Классификационный параметр 2",,
"Classification param 3","Параметр классификации 3",,
"Classification param 4","Параметр классификации 4",,
"Classification rule 1","Правило классификации 1",,
"Classification rule 2","Правило классификации 2",,
"Classification rule 3","Правило классификации 3",,
"Classification rule 4","Правило классификации 4",,
"Classification rule used: %s","Используемое правило классификации: %s",,
"Clean logs manually","Очистить журналы вручную",,
"Clear selection","Отменить выделение",,
"Client","Клиент",,
"Client ID","Идентификатор клиента",,
"Client portal access","Доступ к клиентскому порталу",,
"Client situation template","Шаблон ситуации с клиентом",,
"ClientSituation.12MonthTurnover",,,
"ClientSituation.address",,,
"ClientSituation.avgOrderAmt",,,
"ClientSituation.commercialData",,,
"ClientSituation.contact",,,
"ClientSituation.contacts",,,
"ClientSituation.custRef",,,
"ClientSituation.date",,,
"ClientSituation.deliveryStockMoves",,,
"ClientSituation.dueBalance",,,
"ClientSituation.dueDate",,,
"ClientSituation.dueDateTerm",,,
"ClientSituation.email",,,
"ClientSituation.financialData",,,
"ClientSituation.fixedPhone",,,
"ClientSituation.followedBy",,,
"ClientSituation.function",,,
"ClientSituation.invoices",,,
"ClientSituation.lastCall",,,
"ClientSituation.lastMeetingDate",,,
"ClientSituation.lastOrder",,,
"ClientSituation.mobile",,,
"ClientSituation.name",,,
"ClientSituation.nextMeetingDate",,,
"ClientSituation.nextOutgoingCall",,,
"ClientSituation.num",,,
"ClientSituation.orderFreq",,,
"ClientSituation.orders",,,
"ClientSituation.phone",,,
"ClientSituation.realDate",,,
"ClientSituation.recoverableBalance",,,
"ClientSituation.refDoc",,,
"ClientSituation.reference",,,
"ClientSituation.saleOrder",,,
"ClientSituation.seq",,,
"ClientSituation.status",,,
"ClientSituation.statusSM",,,
"ClientSituation.team",,,
"ClientSituation.termN",,,
"ClientSituation.title",,,
"ClientSituation.toAddressStr",,,
"ClientSituation.toInvoice",,,
"ClientSituation.toPay",,,
"ClientSituation.totalATI",,,
"ClientSituation.totalAtiTerm",,,
"ClientSituation.totalBalance",,,
"ClientSituation.totalHT",,,
"ClientSituation.totalTax",,,
"ClientSituation.tradingName",,,
"ClientSituation.website",,,
"ClientSituation.with",,,
"Close period","Период закрытия",,
"Closed","Закрытый",,
"Closing a period brings irrevocable integration of a move in Moves book","Закрытие периода приводит к безвозвратному включению перемещения в книгу перемещений",,
"Closure in progress","Процесс закрытия продолжается",,
"Code","Код",,
"Code length should be greater than 2.","Длина кода должна быть больше 2.",,
"Coeff","Коэффициент",,
"Coeff.","Coeff.",,
"Coefficient for bonus","Коэффициент для бонуса",,
"Coefficient for leave","Коэффициент для отпуска",,
"Color code (hex)","Цветовой код (шестнадцатеричный)",,
"Column title","Заголовок столбца",,
"Comment to display on delivery","Комментарий для отображения при доставке",,
"Comment to display on invoice","Комментарий для отображения в счете-фактуре",,
"Comment to display on picking order","Комментарий для отображения в заказе на комплектацию",,
"Comment to display on proforma","Комментарий для отображения в анкете",,
"Comment to display on purchase order","Комментарий для отображения в заказе на покупку",,
"Comment to display on sale order","Комментарий для отображения в заказе на продажу",,
"Comments","Комментарии",,
"Companies","Компании",,
"Companies associated to","Компании, связанные с",,
"Company","Компания",,
"Company Footer","Нижний колонтитул компании",,
"Company Footer Height(in cm)","Высота нижнего колонтитула компании (в см)",,
"Company Header","Верхний колонтитул компании",,
"Company Header Height(in cm)","Высота верхнего колонтитула компании(в см)",,
"Company Logo Width","Ширина логотипа компании",,
"Company Logo position","Расположение логотипа компании",,
"Company PhoneBook","Телефонная книга компании",,
"Company currency","Валюта компании",,
"Company department","Отдел компании",,
"Company department filters","Фильтры отделов компании",,
"Company departments","Подразделения компании",,
"Company filters","Фильтры компаний",,
"Company phone book template","Шаблон телефонной книги компании",,
"Company phoneBook","Телефонная книга компании",,
"Company tree","Дерево компаний",,
"Company-specific information","Информация о конкретной компании",,
"Company-specific product fields","Поля продуктов, относящиеся к конкретной компании",,
"Company.bankDetails","Банковские реквизиты",,
"Complement","Дополнение",,
"Complete","Полный",,
"Completed","Завершенный",,
"Component","Компонент",,
"Compute Discount Separately","Скидка рассчитывается отдельно",,
"Compute Method for Discounts","Метод расчета скидок",,
"Concatenation of city name and zip code","Объединение названия города и почтового индекса",,
"Concerned model","Соответствующая модель",,
"Condition","Состояние",,
"ConditionParams","Параметры условий",,
"Conditions","Условия",,
"Config doesn't exist in the file. Please uncheck 'Config included in file'","Конфигурация не существует в файле. Пожалуйста, снимите флажок ""Конфигурация включена в файл""",,
"Config exist in the file. Please check 'Config included in file'","Конфигурация присутствует в файле. Пожалуйста, отметьте ""Конфигурация включена в файл""",,
"Config included in file","Конфигурация включена в файл",,
"Configuration","Конфигурация",,
"Configuration error: the product category %s is among its descendants.","Ошибка конфигурации: категория продукта %s находится среди его потомков.",,
"Configuration error: the product category %s is an ancestor of himself.","Ошибка конфигурации: категория продукта %s является предком самого себя.",,
"Configuration file","Файл конфигурации",,
"Configuration problem","Проблема с конфигурацией",,
"Configurations","Конфигурации",,
"Configurator","Конфигуратор",,
"Confirm","Подтверждать",,
"Confirm password","Подтвердите пароль",,
"Confirm password doesn't match with new password.","Подтвержденный пароль не совпадает с новым паролем.",,
"Connect","Подключить",,
"Connection has failed","Произошел сбой подключения",,
"Connection settings","Настройки подключения",,
"Connection successful","Подключение выполнено успешно",,
"Connection type","Тип подключения",,
"Contact","Контакт",,
"Contact / Partner","Контакт / партнер",,
"Contact Dashboard","Панель управления контактами",,
"Contact Information","Контактная информация",,
"Contact PhoneBook","Телефонная книга контактов",,
"Contact address","Контактный адрес",,
"Contact details","Контактные данные",,
"Contact filters","Фильтры контактов",,
"Contact function","Функция поиска контактов",,
"Contact imported","Импортированный контакт",,
"Contact phone book template","Шаблон телефонной книги контактов",,
"Contact synchronisation","Синхронизация контактов",,
"Contacts","Контакты",,
"Contacts list","Список контактов",,
"Contains","Содержит",,
"Content","Содержание",,
"Content lines","Строки содержимого",,
"Content result","Результат содержимого",,
"Context","Контекст",,
"Contract","Договор",,
"ContractFile","Файл контракта",,
"Contracts","Контракты",,
"Conversion impossible because of no unit.","Конвертация невозможна из-за отсутствия единицы измерения.",,
"Convert","Преобразовать",,
"Convert demo file","Конвертировать демонстрационный файл",,
"Convert into an individual partner","Преобразовать в индивидуального партнера",,
"Cost price","Себестоимость",,
"Cost type","Тип затрат",,
"Costs","Расходы",,
"Countries","Страны",,
"Country","Страна",,
"Country Code","Код страны",,
"Country filters","Фильтры по странам",,
"Country name","Название страны",,
"Country sub division","Подразделение страны",,
"Courier","Курьер",,
"Courier-Bold","Курьер-выделен жирным шрифтом",,
"Courier-BoldOblique","Курьер-выделен жирным шрифтом",,
"Courier-Oblique","Курьер-выделен наклонным шрифтом",,
"Create","Создавать",,
"Create Backup","Создать резервную копию",,
"Create Partner","Создать партнера",,
"Create a call","Создать вызов",,
"Create a meeting","Создайте встречу",,
"Create a note","Создайте заметку",,
"Create a task","Создайте задачу",,
"Create an email","Создайте электронное письмо",,
"Create bank order","Создайте банковский перевод",,
"Create employee","Создайте сотрудника",,
"Create file","Создайте файл",,
"Create menu entry","Создайте пункт меню",,
"Create opportunity","Создайте возможность",,
"Create print","Создайте печать",,
"Create production order (${ name })","Создайте производственный заказ (${ имя })",,
"Create purchase quotation","Создайте предложение на покупку",,
"Create sale quotation","Создайте предложение на продажу",,
"Created by","Создано с помощью",,
"Created on","Создано на",,
"Creation","Создание",,
"Creations","Творения",,
"Credentials","Полномочия",,
"Credit Balance","Кредитный баланс",,
"Csv generated","Сгенерировано Csv-сообщение",,
"Cumulated qty (%)","Итоговое количество (%)",,
"Cumulated worth (%)","Итоговая стоимость (%)",,
"Currencies","Валюты",,
"Currency","Валюта",,
"Currency Ws URL","URL-адрес Ws валюты",,
"Currency conversion","Конвертация валюты",,
"Currency conversion line","Строка конвертации валюты",,
"Currency conversion lines","Строки конвертации валюты",,
"Currency conversion rate not found over the past 7 days for the currency %s to %s. Please input the date and rate manually.","За последние 7 дней не был найден курс конвертации валюты %s в %s. Пожалуйста, введите дату и курс вручную.",,
"Currency conversion table","Таблица конвертации валют",,
"Currency conversion webservice not working","Веб-сервис конвертации валют не работает",,
"Current Products","Текущие продукты",,
"Current User","Текущий пользователь",,
"Current domain","Текущий домен",,
"Current password","Текущий пароль",,
"Current pricing","Текущие цены",,
"Current user password is not provided.","Пароль текущего пользователя не указан.",,
"Current user password is wrong.","Пароль текущего пользователя неверен.",,
"Current user's active company address is not set","Активный адрес компании текущего пользователя не указан",,
"Custom field","Настраиваемое поле",,
"Custom fields","Настраиваемые поля",,
"Customer","Покупатель",,
"Customer Situation","Ситуация с клиентом",,
"Customer catalog","Каталог клиентов",,
"Customer contract","Контракт с клиентом",,
"Customer situation filters","Фильтры по ситуации с клиентом",,
"Customer specific note","Примечание для конкретного клиента",,
"Customers","Клиенты",,
"Customers / prospects","Клиенты / перспективы",,
"Customers by Industry Sector","Клиенты по отраслям промышленности",,
"Customers by country","Клиенты по странам",,
"Customers by saleman","Клиенты по продавцам",,
