"key","message","comment","context"
"Comment to display on delivery","комментарий к показу в БЛ",,
"Comment to display on invoice","комментарий к показу в счете-фактуре",,
"Comment to display on picking order","Комментарий, который будет отображаться в ваучерах на подготовку",,
"Comment to display on proforma","комментарий, который будет отображаться в проформе",,
"Company","Компания",,
"Company bank","Компания RIB",,
"Company currency","Девиз компании",,
"Complementary lines",,,
"Complementary product",,,
"Complementary product list",,,
"Complementary product(s)","Дополнительные продукты",,
"Complementary products","Дополнительные продукты",,
"Complete manually sale order","Выполнить заказ клиента вручную",,
"Components","Комплектующие",,
"Compute lines with pricing scale","Рассчитать строки со шкалой",,
"Compute prices","Рассчитать цены",,
"Conditions",,,
"Configuration",,,
"Configurator","Конфигуратор",,
"Configurator BoM","конфигуратор спецификации",,
"Configurator creator filters",,,
"Configurator creator name",,,
"Configurator creators",,,
"Configurator formula list","Список формул",,
"Configurator model","Шаблон конфигуратора",,
"ConfiguratorCreator","шаблон конфигуратора",,
"ConfiguratorCreators","Шаблоны конфигуратора",,
"Configurators","конфигураторы",,
"Configure","Настроить",,
"Confirm cancellation","подтверждение отмены",,
"Confirm merge sale order","Подтвердить слияние команд",,
"Confirm order","Подтвердить заказ",,
"Confirmation",,,
"Confirmation date","Дата подтверждения",,
"Confirmed by","Подтверждено",,
"Confirmer",,,
"Consider zero cost and zero price lines in the margin","Учитывать строки с нулевыми затратами и ценами в пределах маржи",,
"Contact partner","Третье сословие",,
"Contacts",,,
"Content","Содержимое",,
"Contract end date","Дата окончания контракта",,
"Contract period in months","Срок действия контракта в месяцах",,
"Contract start date","Дата начала действия контракта",,
"Copy needing update","Скопировать, запросив обновление по",,
"Country","стране",,
"Create Order from this Template","Создать расценки из этого шаблона",,
"Create the quotation","создание расценок",,
"Creation date","Дата создания",,
"Creation for every sale order lines","Создание для каждой командной строки",,
"Creation for the sale order","Создание для заказа",,
"Currency","Валюта",,
"Current Login user","Зарегистрированный пользователь",,
"Current User","Зарегистрированный пользователь",,
"Custom css class to apply.","Пользовательский класс css для применения.",,
"Custom field","Настраиваемое поле",,
"Custom fields","Настраиваемые поля",,
"Customer","Клиент",,
"Customer Catalog","Каталог клиентов",,
"Customer Catalog Lines","Каталог клиентов",,
"Customer Credit","Непогашенные обязательства перед клиентом",,
"Customer catalog lines","Каталог клиентов",,
"Customer contact","Контакт с клиентом",,
"Customer deliveries","Поставки клиентам",,
"Customer deliveries details","Подробная информация о поставках клиентам",,
"Customer information","Информация о клиенте",,
"Customer reference","ссылка на клиента",,
"Customers","Клиенты",,
"Customers / prospects","Клиенты / Потенциальные Клиенты",,
"Dashboard","Приборная доска",,
"Data file","Файл данных",,
"Date",,,
"Dates",,,
"Day","День",,
"Deallocate","Освободить",,
"Deallocate all","Освободить все",,
"Decimal",,,
"Default holdback percentage","Процент удержания по умолчанию",,
"Default unit","Единица измерения по умолчанию",,
"Define as template","Установить как шаблон",,
"Delivered","Поставленный",,
"Delivered quantity","Поставленное количество",,
"Delivery","Поставка",,
"Delivery address","Адрес доставки",,
"Delivery conditions","Условия поставки",,
"Description","Описание",,
"Desired delivery date","Желаемая дата доставки",,
"Details Lines","Линии деталей",,
"Direct children","Прямые дети",,
"Discount","Скидка",,
"Discount amount","Сумма скидки",,
"Discount derogation (%)","Отказ от скидки (%)",,
"Discount rate","Ставка со скидкой",,
"Discount type","Тип скидки",,
"Discounts need review","Скидки на просмотр",,
"Display customer code on printing","показать код клиента на распечатке",,
"Display delivery condition on printing","Просмотреть условия доставки на распечатке",,
"Display estimated shipping dates on printing","Показывать предполагаемые даты доставки на распечатке",,
"Display product code on printing","Показать код продукта на распечатке",,
"Display product picture on printing","Отображать изображение продукта на распечатке",,
"Display sale order line number","Показывать номера командных строк",,
"Display saleman on printing","Показать рекламный ролик на распечатке",,
"Display tax detail on printing","Показать данные по НДС на распечатке",,
"Displayed Product name","Ярлык продукта для отображения",,
"Do not display the header and end of pack","Не показывать заголовок и конец пакета",,
"Draft","Черновик",,
"Draft quotation","Черновая цитата",,
"Durations","Продолжительности",,
"Edit order","Изменить команду",,
"Editor","Издатель",,
"Enable business configurator","Включить коммерческие конфигураторы",,
"Enable calculation of the entire quotation using pricing","Включить полный расчет расценок по шкале",,
"Enable customer catalog management","Включить управление каталогами клиентов",,
"Enable discount on editable lines","Включить скидки в редактируемом списке",,
"Enable editable grid on quotation / sales order lines","Включить редактируемый список в строках предложений / заказов на продажу",,
"Enable product description copy","Включить копирование описания продукта",,
"End date","Дата окончания",,
"End of current contract period","конец текущего договорного периода",,
"End of validity","Дата окончания срока действия",,
"Estimated delivery date",,,
"Estimated shipping date","Предполагаемая дата отгрузки",,
"Example: accessing the name of the user","Пример : доступ к имени пользователя",,
"Examples","Примеры",,
"Excel",,,
"Export","Экспортировать",,
"Fill project","Заполнение проекта",,
"Filter products by trading name","Фильтровать товары по знакам",,
"Finalize","Завершить",,
"Finalized quotation","Окончательная смета",,
"Financial terms","Финансовые условия",,
"Fiscal position",,,
"Formula",,,
"Fortnightly","Двухмесячная Формула",,
"Freeze fields","Заморозить поля",,
"From Date","Дата",,
"Full name","полное имя",,
"Generate","сгенерировать",,
"Generate Product","сгенерировать продукт",,
"Generate Project/Business","сгенерировать проект",,
"Generate advance payment invoice","сгенерировать авансовый счет",,
"Generate configurator","сгенерировать конфигуратор",,
"Generate customer deliveries","сгенерировать BL",,
"Generate invoice","сгенерировать счет",,
"Generate product","сгенерировать продукт",,
"Generate production order","Сгенерировать производственный заказ",,
"Generate purchase order","сгенерировать cmde поставщика",,
"Generate sale configurations","сгенерировать конфигурацию продаж",,
"Generate the pdf printing during sale order finalization","сгенерировать pdf-распечатку при завершении расценок",,
"Generated purchase orders","Сгенерированные заказы на поставку",,
"Generation type","Тип поколения",,
"Go to last version","Перейти к последней версии",,
"Gross Profit","торговой наценки",,
"Group products on printings",,,
"Half-yearly","У полугодовалого",,
"Has tree","есть дерево",,
"Help","Помощь",,
"Hide Discount on prints","Скрыть скидку на распечатки",,
"Hide Unit Amounts","Скрыть единичные суммы",,
"Hide unit amounts","Скрыть единичные суммы",,
"Historical","Исторический",,
"Import configurator creators","Импорт шаблонов конфигуратора",,
"Import log",,,
"In ATI","С учетом НДС",,
"Incoterm must be filled","Инкотермс должен быть заполнен",,
"Indicators","Индикаторы",,
"Industry Sector","Сфера экономики",,
"Info product","Информация о продукте",,
"Info.","информация.",,
"Information","Данные",,
"Internal Note","Внутренняя записка внутренний",,
"Internal Number","номер",,
"Internal note","Внутренняя записка",,
"Invoice Lines","Строки счета-фактуры",,
"Invoice an advance payment","создание счета-фактуры на первоначальный взнос",,
"Invoice by delivery impose that all sale order lines must have service or stockable product with provision from stock","Выставление счетов за отгрузку требует, чтобы во всех строках расценок были указаны товары, подлежащие обслуживанию или хранению, с поставкой со склада",,
"Invoiced","Фактурный",,
"Invoicing","Выставление счетов",,
"Invoicing mode","Способ выставления счетов",,
"Is Active","Активный",,
"Is amount in % ?","Указана ли сумма в процентах ?",,
"Is complementary partner products handled",,,
"Is complementary products unhandled yet",,,
"It is not possible to delete a confirmed order.","Невозможно удалить подтвержденный заказ.",,
"Label","Формулировка",,
"Label to be displayed on sale orders","Метка, которая будет отображаться в заказах",,
"Last Year To Date","за год с N-1 по Ajd",,
"Last reminder","последнее повышение",,
"Legal note on sale order","Юридическое уведомление по заказу",,
"Line production commentary","Производственный комментарий к строке",,
"Lines to recover","Строки для извлечения",,
"List of sale orders to merge is empty","Список заказов на продажу пуст",,
"Main sale order line",,,
"Main/Invoicing address","Основной адрес / выставление",,
"Manage multiple sale quantity","счетов управление несколькими объемами продаж",,
"Manage partner complementary product","Включить сторонние дополнительные продукты",,
"Manage sale order versions","управление версиями для предложений клиентов",,
"Manage sales unit on products","управление подразделениями продаж по продуктам",,
"Manual",,,
"Manual Unblock","Ручная разблокировка",,
"Manufacturing Orders",,,
"Maps","Географические карты",,
"Margin","на полях",,
"Margin (%)","Фирменная",,
"Margin rate","ставка маржинальная ставка",,
"Markup (%)",,,
"Max",,,
"Max discount","Максимальная скидка",,
"Merge into single quotation","Объединить в единую цитату",,
"Merge into single sale order","Объединить в единую команду",,
"Merge quotations","Объединить цитаты",,
"Merge sale orders","Объединить командные элементы",,
"Merge sale quotation",,,
"Meta field",,,
"Meta json",,,
"Min",,,
"Missing mapped by: unidirectional one-to-many are not supported by the configurator.","Сопоставлено по отсутствующему : конфигуратор не позволяет заполнять однонаправленные поля один ко многим.",,
"Month",,,
"Monthly","Ежемесячный Месяц",,
"My Opportunities","Мои Возможности",,
"My Proposals",,,
"My Sales",,,
"My Sales Orders","Мои предложения / сметы для клиентов",,
"My Team Proposals",,,
"My Team Sales",,,
"My Templates","Мои модели",,
"My Today Activities","Мои повседневные дела",,
"My Turnover per month","Мой ЦС в месяц",,
"My templates","Мои модели",,
"Name","Имя",,
"Name to use in scripts","имя для использования в сценариях",,
"Nbr of Units sold (Orders) by category","Количество единиц, проданных по категориям",,
"New","новая",,
"New version","новая версия",,
"Next invoicing date","Дата следующего выставления счета",,
"Next invoicing end period date","Дата окончания следующего расчетного периода",,
"Next invoicing start period date","Дата начала следующего расчетного периода",,
"Next pricing","следующая",,
"No Of Units","шкала Nbr. единиц",,
"No pricing scale used for this record","Шкала, не используемая для этой записи, не указана",,
"Not delivered","Не Доставлено",,
"Not invoiced","Не оплачено",,
"Notice period in days","Период уведомления в днях",,
"OR","Или",,
"Old qty","старое количество",,
"Old version sale order",,,
"On change",,,
"One product is sold at loss, are you sure you want to finalize the quotation ?","Продукт продается с убытком, вы уверены, что хотите завершить расценки ?",,
"One-off sale","Выдающаяся распродажа",,
"Only if","Только при",,
"Opportunity","возможности",,
"Optional",,,
"Options",,,
"Order Date","Дата заказа",,
"Order Number","Номер заказа",,
"Order being edited","Команда в процессе редактирования",,
"Order bloqued message","сообщение для заблокированных командных команд",,
"Order completed","Заказ выполнен",,
"Order confirmed","Заказ подтвержден",,
"Original product",,,
"Original sale order",,,
"Other information","Другая информация",,
"Overview","Общий обзор",,
"PDF",,,
"Pack",,,
"Pack Management","Управление пакетами",,
"PackLine","Линия упаковки",,
"Parent",,,
"Partially delivered","Частично доставлено",,
"Partially invoiced","Частично оплачено",,
"Partner",,,
"Partner Type","Тип третьей стороны",,
"Partner price lists","Прайс-листы для третьих лиц",,
"Past versions","Прошлые версии",,
"Period duration","Продолжительность периодов",,
"Periodicity type","Тип периодичности",,
"Please enter at least one detail line.","Пожалуйста, введите подробную строку.",,
"Please fill printing settings on sale order %s.","Пожалуйста"," заполните настройки показов для следующих предложений/заказов: %s",
"Please select a customer",,,
"Please select a customer to be able to convert opportunity into quotation.","Пожалуйста"," выберите клиента",
"Please select the sale order(s) to print.","Пожалуйста"," выберите расценки/заказы для печати",
"Previous pricing","Предыдущая шкала",,
"Price","цен",,
"Price List","Ценник",,
"Price calculation details","Подробная информация о расчете цены",,
"Price list",,,
"Price lists","прайс-лист прайс-листы",,
"Pricing",,,
"Pricing rules",,,
"Print","Распечатать",,
"Print subtotal / line","Распечатать ss-всего / строка",,
"Print subtotal per line","Распечатать ss-всего / строка",,
"Printing","Печать",,
"Printing config per Sale Order","Настраиваемые параметры печати для каждого предложения/заказа",,
"Printing settings","Настройка печати",,
"Printings",,,
"Product",,,
"Product Accounting Family","Семейство продуктов для учета продуктов",,
"Product Accounting Family Sales Turnover this year vs last year","ЦС по семейству счетов выручки за год N против N-1",,
"Product Category","Категория товара",,
"Product Name",,,
"Product code on catalog","Код товара из каталога",,
"Product composition","Состав продуктов",,
"Product creator","Создатель продукта",,
"Product generated","Произведенный продукт",,
"Product meta field","Поле продукта",,
"Product name on catalog","Название продукта из каталога",,
"Product sale turnover (Excl. Tax) last 12 month","CA HT по продуктам за последние 12 месяцев",,
"Product sale turnover (Excl. Tax) per month","CA HT за продукт в месяц",,
"Production",,,
"Production note","Производственный класс",,
"Production process","диапазон",,
"Products & services","Продукты и услуги",,
"Proforma invoice",,,
"Project and task generation","Создание проекта и задач",,
"Project generation method","Метод создания проекта",,
"Project/Task","Проект/задача",,
"Prospects",,,
"Prototype",,,
"Qty","Кол",,
"Quantity","-Во Кол-Во",,
"Quantity in generated sale order line, 1 if left empty.","""Количество в сгенерированной командной строке, 1, если оставить пустым"".",,
"Quarterly","Ежеквартальный",,
"Query to database","Запрос к базе данных",,
"Quotation","Котировка",,
"Quotation lines",,,
"Quotation/sale order created","Цитата / Cmde создает клиента",,
"Quotations template","Шаблон предложения",,
"Quotations to merge","Предложение для объединения",,
"Quote/Order","Предложение/Заказ",,
"Recover from this version","Восстановить эту версию",,
"Reference",,,
"Reference already existing","Ссылка уже существующая",,
"References","ссылка ссылки",,
"Register a deposit","Зарегистрировать первоначальный взнос",,
"Related tasks","Связанные задачи",,
"Remove","Удалить",,
"Report type",,,
"Reportings","Отчетность",,
"Reports","Отчетность",,
"Request reservation","Запросить",,
"Reservation requested","бронирование запрашиваемое бронирование",,
"Reserve all","Забронировать все",,
"SO Tax line","Строка НДС",,
"SO Tax lines","Строки НДС",,
"SO line","Строка предложения/cmde",,
"SO lines","Строки предложения/смета",,
"Sale","продаж",,
"Sale Order",,,
"Sale batch","Обработка массовых продаж",,
"Sale batches","Массовая обработка продаж",,
"Sale blocking","Блокировка cmde клиента",,
"Sale config","Конфигурация. Объем продаж",,
"Sale config (${ name })","Конфигурация. Продажи (${ имя })",,
"Sale configuration","Конфигурация. Объем продаж",,
"Sale configurations","Конфигурация. Объем продаж",,
"Sale details by product","Подробная информация о продажах по продуктам",,
"Sale order","Заказ на продажу",,
"Sale order id",,,
"Sale order line","Строка предложения / Cmde клиента",,
"Sale order line field","Поле строка предложения / Cmde клиента",,
"Sale order line sub element","Подпункт строки предложения / Cmde клиента",,
"Sale order line tree",,,
"Sale order line trees",,,
"Sale order line.sale order",,,
"Sale order line.sale order.currency",,,
"Sale order line.sale order.currency.number of decimals",,,
"Sale order lines","Строки предложения / Cmde клиента",,
"Sale order lines filter",,,
"Sale order quotation","Предложение клиента",,
"Sale order template","Шаблон предложения / заказа на продажу",,
"Sale orders","Заказы на продажу",,
"Sale orders ATI/WT","Смета / Cmde клиента с учетом НДС/HT",,
"Sale orders to merge","Заказы клиентов для объединения",,
"Sale quotation","Предложение клиента",,
"Sale quotations","Котировки клиентов",,
"Sale quotations/orders","Цитата / комм. клиенты",,
"Sale.Pricing","Ценообразование",,
"SaleOrder.afterDiscount","после получения скидки от",,
"SaleOrder.bank","нашего банка",,
"SaleOrder.base","Основанный",,
"SaleOrder.cheque","Проверка",,
"SaleOrder.customer","Клиента",,
"SaleOrder.customerCode","Код клиента",,
"SaleOrder.customerRef","ссылка на клиента",,
"SaleOrder.date","Дата",,
"SaleOrder.deliveryAddress","Адрес доставки",,
"SaleOrder.deliveryCondition","Условия поставки",,
"SaleOrder.description","Описание",,
"SaleOrder.discountAmount","Скидки",,
"SaleOrder.duration","Срок действия",,
"SaleOrder.endOfValidityDate","Дата окончания срока действия",,
"SaleOrder.estimatedDeliveryDate","Предполагаемая дата отгрузки",,
"SaleOrder.invoicingAddrs",,,
"SaleOrder.isIspmRequired","Требуемый стандартный платежный адрес NIMP15",,
"SaleOrder.no","Предложение №  ",,
"SaleOrder.note","Примечания",,
"SaleOrder.order","Подтверждение получения заказа",,
"SaleOrder.others","Другие",,
"SaleOrder.paymentCondition","условия оплаты",,
"SaleOrder.paymentMode","Форма платежа",,
"SaleOrder.periodicity","Периодичность",,
"SaleOrder.priceExclTax","Сумма H. T.",,
"SaleOrder.priceInclTax","Сумма T. T. C.",,
"SaleOrder.productCode","Ссылка",,
"SaleOrder.productDescription","Обозначение",,
"SaleOrder.productName","Название продукта",,
"SaleOrder.productSequence","Последовательность",,
"SaleOrder.proforma","Счет-проформа",,
"SaleOrder.qtyUnit","Кол-Во / Единица Измерения",,
"SaleOrder.quote","Котировка",,
"SaleOrder.salemanEmail","Эмаль",,
"SaleOrder.salemanName","Коммерческий",,
"SaleOrder.salemanPhone","Телефон",,
"SaleOrder.shipmentDate","Дата отгрузки",,
"SaleOrder.subscriptionContract","договор подписки",,
"SaleOrder.supplier","поставщика",,
"SaleOrder.supplyRef","ссылка. Поставщик",,
"SaleOrder.tax","Налог(и)/",,
"SaleOrder.taxAmount","общая ставка",,
"SaleOrder.taxCode","Налоговый Код",,
"SaleOrder.taxes","Ставка",,
"SaleOrder.totalDiscount","Со Скидкой",,
"SaleOrder.totalExclTax","Итого, H. T.",,
"SaleOrder.totalExclTaxWithoutDiscount","Итого, тыс. т брутто",,
"SaleOrder.totalInclTax","Итого T. T. C.",,
"SaleOrder.totalTax","Итого T. V. A.",,
"SaleOrder.totalTaxes","Итого налог (Ы)",,
"SaleOrder.type","Типизированный",,
"SaleOrder.unitPrice","Цена за единицу",,
"SaleOrder.validityDate","Дата окончания срока действия",,
"SaleOrderLine.endOfPack","Конец пакета",,
"SaleOrderLine.total","Общий",,
"Sales","Объем Продаж",,
"Sales Manager","Диспетчер",,
"Sales Manager Details","Детали менеджера",,
"Sales Order filters",,,
"Sales TurnOver by Product this year vs last year","ЦС по продукту за год N против N-1",,
"Sales Turnover (Orders) by month by category","ОК в месяц по категориям",,
"Sales Turnover This year vs Last year","В этом году N против N-1",,
"Sales Turnover YTD vs Last year by Product Accounting Family","ЦС по семейству счетов выручки за год N против N-1",,
"Sales distribution per product accounting family","Распределение продаж по семейству продуктов учета",,
"Sales distribution per product category","Распределение продаж по категориям продуктов",,
"Sales follow-up","Мониторинг",,
"Sales order","Заказы",,
"Sales per country","на продажу клиентам по странам",,
"Sales turnover comparison per month this year vs past years","CA за месяц в году N против N-1",,
"Sales turnover comparison per month this year vs past years by accounting family","ЦС в месяц на семью бухгалтеров за год N против N-1",,
"Sales turnover this year vs last year","В этом году N против N-1",,
"Sales turnover this year vs past years","Текущий год N по сравнению с предыдущими годами",,
"Sales unit","Подразделение продаж",,
"Salesperson","Коммерческий",,
"Salesperson Details","Коммерческие детали",,
"Save actual version","Создать резервную копию текущей версии",,
"See quotation lines","Посмотреть строки цитаты",,
"See sale orders lines","Видеть командные строки",,
"See stock details","Посмотреть подробную информацию о запасах",,
"Select this optional complementary product",,,
"Selected",,,
"Send email","Отправить электронное письмо",,
"Separate in a new quotation","Разделите в новом",,
"Seq.","предложении Seq.",,
"Shipping costs","Портовые сборы",,
"Short legal note to be displayed on sales order","Краткое юридическое уведомление для отображения в заказах",,
"Show Total","Показать итог",,
"Show on configurator","Показать в конструкторе",,
"Show total","показать итоговую",,
"So line creator","строку создателя Cmde клиента",,
"Specific notes","Конкретные Примечания",,
"Specific package","Специальная упаковка",,
"Specific tax note","Примечание для конкретного налога",,
"Specify a boolean expression to collapse/expend this panel.","укажите логическое выражение, чтобы свернуть/расширить эту панель.",,
"Specify the default span for child items. Default value is 6.","Укажите количество столбцов, занимаемых дочерними виджетами (1,2,.. до количества столбцов родительского виджета). Значение по умолчанию-6.",,
"Specify the number of columns taken by the widget (1,2,..12). Default value is 6.","""укажите количество столбцов, занимаемых виджетом (1,2,.. до 12). Значение по умолчанию - 6"".",,
"Specify whether given custom field is panel-tab or not. Default value is false (true or false).","Укажите, является ли данное настраиваемое поле вкладкой панели или нет. Значение по умолчанию-false (истина или ложь).",,
"Specify whether the panel is collapsible. Default value is false (true or false).","Укажите, является ли панель выдвижной. Значение по умолчанию-false (истина или ложь).",,
"Specify whether to show the title. Default value is true (true or false).","Укажите, должен ли отображаться заголовок. Значение по умолчанию-true (истина или ложь).",,
"Standard",,,
"Standard operation like +, -, *, / can be used and will work correctly with BigDecimal.","""Стандартные операции, такие как+, -,*,/, могут использоваться и корректно работать с классом BigDecimal"".",,
"Start date","Дата начала",,
"Status","Статус",,
"Stock Moves","BL/BR",,
"Stock location","Расположение запаса",,
"Stock moves","движение запаса",,
"String",,,
"String interpolation can also be used","Также можно использовать интерполяцию",,
"Sub Total gross profit","Итого по торговой наценке",,
"Sub Total markup","Итого : норма прибыли",,
"Sub margin rate","Итого : показатель бренда",,
"SubTotal cost price","Общая стоимость подписки",,
"Subscription",,,
"Subscription text to display","Текст для отображения",,
"Supplier","поставщик",,
"Tacit agreement","Молчаливое продление",,
"Target custom model","Целевой пользовательский шаблон",,
"Tax","Налог",,
"Tax Equiv","Неправильно. налог",,
"Tax Lines","Налоговые строки",,
"Tax number",,,
"Tax type",,,
"Taxes",,,
"Team","Команда",,
"Template","Модель",,
"Template created by","Шаблон, созданный",,
"Templates","шаблонами",,
"Test this creator","протестируйте шаблон",,
"The client Partner is required and must be the same for all sale orders","Клиент требуется и должен быть одинаковым для всех клиентских команд",,
"The company %s doesn't have any configured sequence for sale orders","Компания %s не настроила последовательность для котировок клиентов",,
"The company is required and must be the same for all sale orders","Требуется компания, и она должна быть одинаковой для всех заказов на продажу",,
"The currency is required and must be the same for all sale orders","Валюта обязательна и должна быть одинаковой для всех заказов на продажу",,
"The field %s is of type %s, but the configured script returned value is of type %s.","""Поле %s имеет тип %s, но результат сценария имеет тип %s"".",,
"The fiscal position must be the same for all sale orders","Налоговая позиция должна быть одинаковой для всех заказов на продажу",,
"The partner's language is different from the current language. Description and product name are in :","Язык третьей стороны отличается от текущего языка. Описание и название продукта указаны в :",,
"The sale order was canceled","Предложение или заказ на покупку были отменены (е)",,
"The script must be written in","Сценарий должен быть написан на",,
"The selected price list is no longer valid, do you still want to continue?","Выбранный прайс-лист больше недействителен, вы все равно хотите продолжить ?",,
"The syntax of the script is correct.","Синтаксис сценария правильный.",,
"The tax number must be the same for all sale orders","Номер НДС должен быть одинаковым для всех заказов на продажу",,
"The total amount of quotation is zero. Do you want to proceed ?","Общая сумма заказа равна нулю. Хотели бы вы подтвердить заказ ?",,
"The width can be specified as percentage or fixed value.The fix width can be either in \'px\' or \'em\', \'px\' is assumed if not specified.","Ширина может быть указана в процентах или в фиксированном значении. Фиксированная ширина может быть либо в пикселях, либо в em (по умолчанию ширина указана в пикселях).",,
"There are lines with a discount superior to the maximal authorized discount.","Есть линии со скидкой, превышающей максимально допустимую скидку.",,
"This Year To Date","Год N",,
"This configuration enables you to activate an editable grid on quotation / sales order lines, allowing you to quickly add and complete quotation lines from the grid view.","""эта конфигурация позволяет активировать редактируемый список в строках предложений / заказов на продажу, что позволяет быстро добавлять и заполнять строки предложений из представления списка"".",,
"This sale order is completed.","Эта команда выполнена",,
"This script has errors, please see server logs for more details.","""В сценарии есть ошибки, пожалуйста, обратитесь к журналам для получения более подробной информации"".",,
"This script returned value is of type %s, it should return a value of type %s instead.","Этот скрипт вернул значение типа %s, тогда как он должен вернуть значение типа %s.",,
"Timetable","График платежей",,
"Title","Заголовок",,
"To Date","Дата окончания",,
"Tools","инструменты",,
"Total A.T.I.","Общая сумма НДС",,
"Total A.T.I. in company currency","Итого, включая НДС, валюта компании",,
"Total V.A.T.",,,
"Total W.T.","Итого, H. T.",,
"Total W.T. in company currency","Итого, H. T. Валюта Компании",,
"Total cost","Общая стоимость",,
"Total cost in company currency","Итого, затраты в валюте компании",,
"Total cost price","Общая стоимость общая",,
"Total order amount per salesman","сумма заказа на одного продавца",,
"Total price","Общая цена общее",,
"Total quantity sold","проданное количество",,
"Total stock","Общий запас",,
"Total tax","Общая сумма налога",,
"Trading name","Торговое название",,
"TurnOver","ЭТО ХТ",,
