"key","message","comment","context"
"Accounting Family Dashboard","Семейный бухгалтер по туберкулезу",,
"Accounting Family sale turnover (Excl. Tax) per month","CA HT на семью бухгалтеров в месяц",,
"Accounting cut off generation report :",,,
"Action",,,
"Actions",,,
"Activate partial invoicing for incoming moves","Включить частичное выставление счетов за приемы",,
"Activate partial invoicing for outgoing moves","Включить частичное выставление счетов за поставки",,
"All invoices have been generated for this sale order.","все счета-фактуры были сгенерированы для этого заказа.",,
"Allocated Qty","Выделенная Сумма",,
"Allocated qty","Выделенная сумма",,
"Allow Subscriptions for Sale orders","Разрешить подписки на котировки / комментарии клиентов",,
"Allow complete manually sale order","Разрешить заполнять заказ клиента вручную",,
"Allow finish manually purchase order","Разрешить вручную выполнить заказ на поставку",,
"Allow timetable invoicing","Разрешить выставление счетов по расписанию",,
"Amount","сумма",,
"Amount cannot be superior to the order's total excluding taxes","Сумма не может быть больше, чем общая сумма заказа",,
"Amount invoiced W.T.","Сумма выставленного счета HT",,
"Amount not invoiced","Неоплаченная сумма",,
"Amount remaining to use","Оставшаяся неиспользованная сумма",,
"Amount to invoice","сумма к оплате",,
"An active stock move (%s) already exists for the sale order %s.","Активный BR (%s) уже существует для этого заказа клиента %s.",,
"An invoice at status draft or validated is linked to the stock move %s. Please contact the invoicing/accounting department before any changes.","Счет с Черновым или утвержденным статусом привязан к движению запасов %s. Пожалуйста, свяжитесь со Службой выставления счетов/бухгалтерского учета до внесения каких-либо изменений.",,
"An invoice not canceled already exists for the incoming stock move %s","Для BR %s уже существует неоплаченный счет",,
"An invoice not canceled already exists for the outgoing stock move %s","Для строки аналитической записи BL %s уже существует неотмененный счет-фактура",,
"Analytic Move Line",,,
"Analytic distribution lines","Аналитическая линия распределения",,
"Analytic distribution template","Аналитическая модель распределения",,
"Analytic move line",,,
"Analytic move lines","Строка аналитического письма",,
"Analytics",,,
"App",,,
"App Supplychain",,,
"App supplychain",,,
"Archived","Архивированный",,
"Are you sure you want to run the calculation ? Calculation can take a long time.","Вы уверены, что хотите начать математику ? Это может занять некоторое время.",,
"Associated estimated delivery mrp line","Связанная предполагаемая линия доставки",,
"At least one sale order line must be selected","Должна быть выбрана хотя бы одна строка заказа на покупку",,
"At least one stock move is in litigation, do you really want to validate passed for payment ?","По крайней мере, одна квитанция поставщика оспаривается по этому счету-фактуре. Вы хотите подтвердить этот БАП ?",,
"Auto allocate during an availability request","Автоматически выделять при запросе на предоставление",,
"Auto allocate stock on other stock moves","Автоматически распределять акции на другие ходы",,
"Auto allocate stock on receipt","Автоматически распределять запасы при получении",,
"Auto fill delivery real quantity","Автоматическое заполнение фактического количества поставок",,
"Auto fill receipt real quantity","Автоматическое заполнение фактического количества приемов",,
"Auto request reserved qty","Запросить авто. количество для бронирования",,
"Availability requests","Заявки на предоставление",,
"Available","Свободный",,
"Available status","Резерв",,
"Available stock","Наличный запас",,
"Batch update stock history :","Массовая обработка обновления истории запасов :",,
"Batches","Пакетная обработка",,
"Batchs","Массовые процедуры",,
"Block deallocation on availability request","Блокировать освобождение по запросам на предоставление.",,
"Blocked by","Заблокировано",,
"Blocked until","заблокировано до",,
"Blocking reason","Причина блокировки",,
"Building quantity","Количество в производстве",,
"Buyers","Покупатель",,
"Calculation End Date","Дата окончания расчета",,
"Calculation Start Date","Дата начала расчета",,
"Calculation ended","Расчет завершен",,
"Calculation in progress","Текущий расчет",,
"Calculation started","Расчет запущен",,
"Can only be cancelled from drafted or confirmed forecast.","Вы можете отменить только черновые или подтвержденные прогнозы.",,
"Can only be confirmed from drafted forecast.","Вы можете подтвердить только черновые прогнозы.",,
"Can only go back to confirmed if completed.","Вы можете вернуться к подтвержденному статусу только после завершения заказа",,
"Can only return to validated from finished purchase order.","Вы можете вернуться к подтвержденному статусу только после выполнения заказа",,
"Can't cancel a stock move that is partially or totally invoiced.","Невозможно отменить частично или полностью оплаченное перемещение запасов.",,
"Can't remove delivered detail line %s.","Невозможно удалить доставленную строку сведений %s.",,
"Cancel","Отменить",,
"Cancel reason on changing sale order","Причина отмены измененного заказа на продажу",,
"Cancel stock allocation ?","Отменить распределение запасов ?",,
"Cancelled","Отмененный",,
"Carriage paid threshold","Порог для беспошлинной торговли",,
"Carriage paid threshold is exceeded, all shipment cost lines are removed","Стоимость беспошлинной перевозки достигнута или превышена, все линии почтовых отправлений отменены",,
"Carrier","Перевозчик",,
"Change allocated qty","Изменить выделенную сумму",,
"Change requested reserved qty","Изменить требуемое количество",,
"Change reserved qty","Изменить зарезервированное количество",,
"Check stock compliance with stock rules","Проверьте соответствие запасов правилам инвентаризации",,
"Check stocks in a sale order","Проверка запасов во время продажи",,
"Code",,,
"Comment","Комментарий",,
"Comments","Комментарии",,
"Company","Компания",,
"Complete sale order when all has been invoiced","Завершить заказ при выставлении счета",,
"Compute sub stock locations","Подробно по подразделу местоположения",,
"Configuration",,,
"Confirm","Подтвердить",,
"Confirm Purchase order generation","подтвердить создание заказа на поставку",,
"Confirmation",,,
"Confirmation date",,,
"Confirmed","Утвержденный",,
"Consider only late sales","Рассматривать только просроченные заказы",,
"Consolidate the proposals per supplier","Консолидировать предложения по поставщикам",,
"Consume manuf order quantity","количество в потреблении оф",,
"Contact",,,
"Contact partner","Контакт",,
"Contract/Subscription","Договор/подписка",,
"Could not find MRP with sequence %s.","Не удалось найти CBN с последовательностью %s.",,
"Could not find eligible email template for stock rules: %s","Не удалось найти подходящий шаблон электронного письма для стандартного правила : %s",,
"Could not find recipients for message generated from stock rules: %s","не удалось найти получателей сообщения, созданного из стандартного правила: %s",,
"Could not process MRP %s since its computation is already ongoing.","Невозможно начать вычисление CBN %s, поскольку оно уже выполняется.",,
"Country","Страна",,
"Cpte Ana. AXIS1",,,
"Cpte Ana. AXIS2",,,
"Cpte Ana. AXIS3",,,
"Cpte Ana. AXIS4",,,
"Cpte Ana. AXIS5",,,
"Create interco invoice as validated","Создать счет-фактуру interco с подтвержденным статусом",,
"Create interco purchase quotation as requested","Создать котировку поставщика interco с запрашиваемым статусом",,
"Create interco sale quotation as finalized","Создать предложение для клиента interco со статусом завершено",,
"Create purchase counterpart on this status","Создать заказ на поставку interco в этом статусе",,
"Create sale counterpart on this status","Создать заказ на покупку interco в этом статусе",,
"Created by","Создано",,
"Created by interco","создано interco",,
"Created from SOP","Результат ПОС",,
"Created manually",", созданный вручную",,
"Created on","Созданный",,
"Cumulated invoiced %"," Совокупный платежный процент",,
"Cumulative qty","Совокупное количество",,
"Current date","Текущая дата",,
"Current date + days","Текущая дата + время выполнения в днях",,
"Cust. Invoices","Счета-фактуры клиентов",,
"Customer",,,
"Customer Stock Move to invoice","BL для выставления счета",,
"Customer deliveries","Поставки клиентам",,
"Customer deliveries filters",,,
"Customer deliveries management","Управление доставкой клиентов",,
"Customer delivery",,,
"Customer shipping carriage paid configuration","Конфигурация портовых франков",,
"Customs code nomenclature is missing on product %s.","Незарегистрированный код таможенной номенклатуры для продукта %S",,
"Cut off generation","генерация отсечек",,
"DECLARATION OF EXCHANGES OF GOODS BETWEEN MEMBER STATES OF THE EUROPEAN COMMUNITY","Декларация об обмене товарами между государствами-членами Европейского сообщества",,
"Dashlet.Moves","Движения",,
"Date",,,
"Date of shipment","Дата отгрузки",,
"Date to match delivery delay","Дата для соблюдения сроков доставки",,
"Date to respect delays","Дата для соблюдения сроков",,
"Day (end of month)","День (конец месяца)",,
"Declaration of exchange filters","Фильтр Декларация об обмене",,
"Declaration of exchanges","Декларация об обмене",,
"Declaration of exchanges of goods","Декларация об обмене товарами",,
"Declaration of exchanges of goods template","Образец декларации об обмене товарами",,
"Declaration of exchanges of services template","Типовая декларация об обмене услугами",,
"Declarations of exchanges","Заявления об обмене",,
"Default estimated date in stock move from purchase order","Предполагаемая дата br, если она не указана в заказе",,
"Default estimated date in stock move from sale order","Предполагаемая дата получения BL, если она не указана в заказе",,
"Delayed invoicing","Последующее выставление счетов",,
"Delivered by","Доставлено",,
"Deliveries Cancelled",,,
"Deliveries History",,,
"Deliveries to prepare",,,
"Delivery State","Статус поставки",,
"Delivery conditions","Условия поставки",,
"Delivery or receipt state","Статус поставки",,
"Delivery partner","Доставлено третьей стороной",,
"Delivery state","Статус поставки",,
"Description","Описание",,
"Direct order","Встречная Отметка",,
"Direct order default stock location","Расположение отметки по умолчанию",,
"Direct order stock location","Расположение напротив отметки",,
"Display product without proposal","Показывать товары без предложения",,
"Don't take in consideration for the stock computation","Не учитывать при расчете имеющегося запаса",,
"Don't take in consideration on MRP","Не учитывать в",,
"Draft","черновом варианте КНБ",,
"Edited by user","Измененный пользователем",,
"Element","элемент",,
"End date","Дата окончания",,
"Entry of stock","ввода запаса",,
"Error during the computation of MRP %s","Ошибка при запуске CBN %s",,
"Error generating subscription invoice(s): '%s'","ошибка при генерации подписных счетов: '%s'",,
"Error that happened during the computation","Ошибка, возникшая во время расчета",,
"Estimated delivery date","Предполагаемая дата доставки",,
"Estimated shipping date",,,
"European declaration of services","Европейская декларация об услугах",,
"Exclude from MRP","Исключить из CBN",,
"Exclude late sales","исключить просроченные заказы",,
"Expected realisation date","Предполагаемая дата завершения",,
"Expected/Future Quantity","Планируемое/будущее количество",,
"Expedition","Отгрузка",,
"Export directory is not configured.","Путь экспорта не настроен.",,
"Field fieldSelect is null for %s",,,
"Field of application","Сфера действия",,
"Field to select","Поле для выбора",,
"Fill real quantities","Заполните фактические количества",,
"Filters","Фильтры",,
"Fiscal year","финансового года",,
"FixedAsset.Location","Местоположение",,
"Forecast date","Дата прогноза",,
"Forecasted customer invoices","FAE (счета-фактуры должны быть выставлены)",,
"Forecasted invoice customer account","Учетная запись клиента для FAE",,
"Forecasted invoice supplier account","учетная запись поставщика для FNP",,
"Forecasted supplier invoices","НПФ (счета - фактуры не получены)",,
"Forecasts","Прогнозирование",,
"Format",,,
"Forwarder","Экспедитор",,
"Freight carrier mode","Режим несущей",,
"From Date","Дата",,
"From stock location","расположения источник запаса",,
"Full name",,,
"Future quantity","Будущее количество",,
"Generate Invoice","генерировать счет-фактуру",,
"Generate all possible proposals","генерировать все возможные предложения",,
"Generate customer deliveries automatically","генерировать BL автоматически",,
"Generate inc. moves for products","генерировать BR для товаров",,
"Generate inc. moves for services","генерировать BR Для услуг",,
"Generate invoice from purchase order","генерировать счет-фактуру для предложений / Cmde поставщик",,
"Generate invoice from sale order","генерировать счет-фактуру для предложений / Cmde клиент",,
"Generate invoice from stock move","генерировать счет-фактуру из BR / BL",,
"Generate invoices","генерировать счета-фактуры",,
"Generate one invoice per incoming stockMove","генерировать счет-фактуру по BR",,
"Generate one invoice per outgoing stockMove","генерировать счет-фактуру по BL",,
"Generate out. moves for products","генерировать BL для статей",,
"Generate out. moves for services","сгенерировать BL для пособий",,
"Generate proposal","сгенерировать предложение",,
"Generate proposals","сгенерировать предложения",,
"Generate proposals for selected lines","Генерировать предложения для выбранных строк",,
"Generate purchase orders automatically","генерировать заказы поставщиков авто.",,
"Generate single invoice","Сгенерировать единый счет-фактуру",,
"Generate supplier arrivals automatically","сгенерировать BR автоматически",,
"Generate supply chain configurations","сгенерировать конфигурации цепочки поставок",,
"Generate the invoice","сгенерировать счет-фактуру",,
"Generated sale order","сгенерировать заказ на продажу",,
"Growth coefficient","Коэффициент роста",,
"Has carriage paid possibility","Возможность иметь бесплатный портвейн",,
"Hide Unit Amounts",,,
"Ideal Qty",,,
"If true, after allocating quantity for a given stock move we allocate the remaining quantity in others stock moves.","""Если установлен флажок, после распределения движения запаса оставшаяся сумма будет распределена по другим движениям"".",,
"If true, the requested quantity for reservation will be equal to the quantity of the given sale order line.","""Если установлен флажок, запрошенное количество будет равно количеству в строках заказов"".",,
"Ignore end date","Игнорировать дату окончания",,
"Include element without date","включить события без даты",,
"Include elements with a date later than MRP end date.","Включите элементы, дата которых наступает после даты окончания действия CBN.",,
"Include in DEB","Включить в DEB",,
"Include late sales","Включить просроченные заказы",,
"Include sales with a planned delivery date in the past but which have not yet been delivered.","Включите заказы с прошлой предполагаемой датой доставки, которые еще не были доставлены.",,
"Incorrect product in the stock move %s","Неверный товар в движении запасов %s",,
"Incoterm","Инкотермс",,
"Indicators","Индикаторы",,
"Information",,,
"Insurance date credit","Дата страхования кредита",,
"Interco",,,
"Interco from invoice","Интерко из счета-фактуры",,
"Interco from purchase","Interco из заказа поставщика",,
"Interco from sale","Interco по заказу клиента",,
"Introduction","Введение",,
"Invoice","Счет-фактура",,
"Invoice %s type is not filled.","Тип счета %s Не указан.",,
"Invoice all","Взимать плату за все",,
"Invoice an advance payment","Взимать первоначальный взнос",,
"Invoice blocking","Блокировка выставления счетов",,
"Invoice blocking reason","Причина блокировки выставления счетов",,
"Invoice blocking reasons","Причины блокировки выставления счетов",,
"Invoice controlled","Контролируемый счет-фактура",,
"Invoice created","Созданный счет-фактура",,
"Invoice generated","Сгенерированный счет-фактура",,
"Invoice on timetable","Выставлять счет по расписанию",,
"Invoice orders","Выставлять счета за заказы",,
"Invoice orders batch type","Тип пакета выставления счетов за заказы",,
"Invoice orders configuration","конфигурация выставления счетов за заказы",,
"Invoice outgoing stock moves","Выставление",,
"Invoice partially stock move","счетов-фактур по счетам-фактурам за частичное перемещение запасов",,
"Invoice selected lines","Выставить счет за выбранные строки",,
"Invoiced","Фактурный",,
"Invoiced Qty","Выставленный счет-фактура",,
"Invoiced by","Выставленный счет",,
"Invoiced partner","Выставленный счет третьей стороне",,
"Invoiced periods","Расчетные периоды",,
"Invoices","Счет-фактуры",,
"Invoicing","Выставление счетов",,
"Invoicing Blocking",,,
"Invoicing State","Платежный статус",,
"Invoicing batch","Пакетное Выставление Счетов",,
"Invoicing blocked customer deliveries","Поставки заблокированы при выставлении счетов",,
"Invoicing of this stock move is blocked.","Оплата за этот BL заблокирована.",,
"Invoicing status","Платежный статус",,
"Is ISPM 15 required","Требуемая",,
"Is amount in %","сумма NIMP15 в %",,
"Is certificate of conformity required","Требуется сертификат соответствия ?",,
"Is merged stock move line","Объединил линии движения акций ?",,
"It is not allowed to invoice a greater quantity %s than the delivered quantity %s. Please check the invoice line with this product %s.","Невозможно выставить счет на сумму, превышающую %s от доставленного количества %s. Пожалуйста, проверьте строку счета-фактуры с указанием продукта %s.",,
"It is not possible to delete a stock move line with allocated or reserved quantity.","Невозможно удалить строку движения запаса с выделенным или зарезервированным количеством.",,
"Label","Формулировка",,
"Late Deliveries",,,
"Late sales","Просроченные заказы",,
"Left empty","Оставить пустым",,
"Line numberFiscal valueTaker",,,
"Line numberNomenclatureSource or destination countryFiscal valueRegimeNet massSupplementary unitNature of transactionMode of transportDepartmentCountry of originAcquirerProduct codeProduct namePartnerInvoice",,,
"Lines to invoice","Строки для выставления счета",,
"LogisticalForm.customerCode","Клиентский код :",,
"LogisticalForm.customerName","Имя клиента :",,
"LogisticalForm.date","Дата :",,
"LogisticalForm.item","Статья",,
"LogisticalForm.itemDescription","Обозначение статьи",,
"LogisticalForm.packagingNumber","Упаковка № ",,
"LogisticalForm.packingList","Упаковочный лист",,
"LogisticalForm.shippingComments","Детали доставки",,
"LogisticalForm.totalNetMass","Общий вес нетто",,
"LogisticalFormLine.numberOfParcels/Pallets: {0} - LogisticalForm.totalGrossMass ({1}): {2}","Количество упаковок / поддонов: {0} - общая масса брутто ({1}): {2}",,
"LogisticalFormLine.palletNo <strong>{0}</strong> - LogisticalFormLine.dimensions <strong>{1}</strong> - LogisticalFormLine.grossMass ({2}): <strong>{3}</strong>","Поддон n<sup>o< / sup> <strong > {0}< / strong> - размеры (см): <strong>{1}< / strong> – Масса брутто ({2}): <strong>{3}< / strong>",,
"LogisticalFormLine.parcelNo <strong>{0}</strong> - LogisticalFormLine.dimensions <strong>{1}</strong> - LogisticalFormLine.grossMass ({2}): <strong>{3}</strong>","Упаковка n<sup>o< / sup> <strong > {0}< / strong> - размеры (см): <strong > {1}< / strong> – Масса брутто ({2}): <strong > {3}< / strong>",,
"LogisticalFormLine.qty","Количество",,
"LogisticalFormLine.stockMoveNo {0} / LogisticalFormLine.refNo {1}","BL n<sup>o</sup > {0} / Ссылка. n<sup>или</sup > {1}",,
"MPS","PDP",,
"MRP","CBN",,
"MRP Type","тип непогашенных обязательств",,
"MRP Types","Типы непогашенных обязательств",,
"MRP families","Семьи CBN",,
"MRP family","семья CBN",,
"MRP forecast","прогноз продаж",,
"MRP forecasts","Прогнозы продаж",,
"MRP move types","Типы непогашенных обязательств",,
"MRP number","НОМЕР CBN",,
"MRP nВ°%s is now finished",,,
"MRP sequence is missing.","Последовательность CBN отсутствует.",,
"MRP to compute","CBN для запуска",,
"Manage advance payments from payment conditions","Управляйте авансовыми платежами из условий оплаты",,
"Manage stock reservation","Управление резервированием запасов",,
"Mass Cust. Stock Move Invoicing","Массовое выставление счетов BL",,
"Mass Suppl. Stock Move Invoicing","массовое выставление счетов BR массовое",,
"Mass sale order line invoicing","выставление счетов по строкам заказа",,
"Maturity","Срок погашения",,
"Maximum level","Максимальный уровень.",,
"Min qty","Минимальное количество",,
"Missing","Недостающий",,
"Missing manuf order quantity","Недостающее количество на счетах",,
"Month","Месяц",,
"Move","Писание",,
"Mrp","CBN",,
"Mrp calculation is already on going.","Расчет CBN уже ведется.",,
"Mrp line","Строка",,
"MrpList.code","кода CBN",,
"MrpList.createdOn",", созданная",,
"MrpList.cumulativeQty","Совокупное количество",,
"MrpList.endDate","Дата окончания",,
"MrpList.forecastDate","Дата прогноза",,
"MrpList.forecastsTitle","Прогнозирование",,
"MrpList.maturityDate","Срок платежа",,
"MrpList.maxLevel","Максимальный уровень.",,
"MrpList.minQty","Минимальное количество",,
"MrpList.name","Имя",,
"MrpList.parentProductCategory","Родительская категория",,
"MrpList.partner","Третье сословие",,
"MrpList.price","Цена",,
"MrpList.product","Продукт",,
"MrpList.productCategoriesTitle","Категории продуктов",,
"MrpList.productCategory","Категория товара",,
"MrpList.productFamiliesTitle","Семейства продуктов",,
"MrpList.productFamily","Бухгалтерская семья",,
"MrpList.productType","Типизированный",,
"MrpList.productsTitle","Продукты",,
"MrpList.qty","Кол-во",,
"MrpList.relatedTo","Связанный с",,
"MrpList.saleOrdersTitle","Заказы клиентов",,
"MrpList.salePrice","Цена продажи HT",,
"MrpList.stockLocation","Местоположение",,
"MrpList.title","Расчет",,
"MrpList.totalATI","общей чистой потребности с учетом НДС",,
"MrpList.totalWT","Итого"," НТ",
"MrpList.type","Типизированный",,
"MrpList.unit","Единица",,
"MrpWeeks.createdOn","Созданный",,
"MrpWeeks.endDate","Дата окончания",,
"MrpWeeks.maxLevel","Максимальный уровень.",,
"MrpWeeks.product","Продукт",,
"MrpWeeks.stockLocation","Местоположение",,
"MrpWeeks.title","Расчет чистой потребности",,
"MrpWeeks.unit","Единица",,
"MrpWeeks.week",,,
"Name","Название Недели",,
"Nbr of days","Nbr дней",,
"No default supplier is defined for the product %s","Для продукта %S Не определен поставщик по умолчанию.",,
"No delivery stock move to generate for this purchase order","Для этого заказа на поставку движение запасов не требуется.",,
"No delivery stock move to generate for this sale order","Для этого заказа на продажу движение запасов не требуется.",,
"No invoice was generated","Счета-фактуры не были выставлены",,
"No items have been selected.","Ни один элемент не был выбран.",,
"No proposal can be generated from these lines.","Никакие предложения не могут быть сгенерированы с текущими строками.",,
"No stock location valid. Please uncheck the chosen stock location 'is not in MRP'.","Нет действительного местоположения склада. Пожалуйста"," снимите флажок ""не учитывать в CBN""в выбранном месте хранения.",
"Not enough quantity are available for reservation for product %s (%s)","Количество"," доступное для резервирования для продукта %s (%s)",
"Not invoiced","Не оплачено",,
"Note",,,
"Number of Product per Accounting Family","Nbr выручки по семействам бухгалтеров",,
"Number of Product per Category","Nbr продуктов по категориям",,
"Number of days","количество дней",,
"OK",,,
"Offset in months","Смещение в месяцах",,
"One-off sale outgoing quantity","Количество выходов выдающаяся распродажа",,
"One-off sales",,,
"One-off sales excluded",,,
"One-off sales included",,,
"One-off sales only",,,
"Open sale order","Открыть команду",,
"Operation choice","Выбор операции",,
"Order %s","Расценки %S",,
"Order invoicing report:","отчет о выставлении счетов за заказы :",,
"Order up to date","Дата"," предшествующая или равная",
"Order(s) processed","Договорная смета(ы)",,
"Ordered by","Заказано по",,
"Origin","происхождению",,
"Origin purchase order line","исходная линия покупки",,
"Origin sale order line","Оригинальная торговая линия происхождение",,
"Origins",,,
"Out of stock",,,
"Outgoing quantity (One-off sale excluded)","Количество выпущенных товаров на складе (исключая единовременную продажу)",,
"Outgoing stock move invoicing report:","Отчет о выставлении счетов от BL :",,
"PFP Status","Статус груди",,
"PO line","Линия связи. Печь.",,
"Pack lines","Линии упаковки",,
"Parent Stock location","Расположение родительского запаса",,
"Parent line","Родительская строка",,
"Partial invoicing of outgoing stock move with tracking number activated is not supported.","Частичное выставление счетов за перемещение запасов клиентов с отслеживаемыми номерами не обрабатывается.",,
"Partially invoiced","Частично выставлен счет",,
"Partner","Третье сословие",,
"Partner is missing on stock move %s.","Не хватает трети на движение акций %s.",,
"Payment condition","Условия оплаты",,
"Payment mode","Форма платежа",,
"Payment period (N days / Month)","Период оплаты (N дней / месяц)",,
"Percentage","Процент",,
"Period","Период",,
"Period type","Тип периода",,
"Picking Order Info","Хорошая информация о подготовке",,
"Please configure a correct value for the sale order date used for reservation.","Пожалуйста"," укажите допустимое значение для даты",
"Please configure the advance payment account for the company %s","Пожалуйста"," настройте учетную запись для рассрочки для компании %s",
"Please configure the advance payment product","пожалуйста"," настройте продукт для рассрочки",
"Please configure the sale order invoicing product","Пожалуйста"," настройте продукт для выставления счетов за заказы",
"Please confirm the sale order before invoicing.","Пожалуйста"," подтвердите заказ перед выставлением счета.",
"Please do not enter negative quantity for reservation.","Пожалуйста"," не указывайте отрицательную сумму для бронирования.",
"Please enter amount to invoice.","Пожалуйста"," введите сумму для выставления счета.",
"Please fill a quantity to invoice.","Пожалуйста"," укажите сумму",
"Please fill unit for product %s","Пожалуйста"," укажите единицу измерения для продукта %s",
"Please generate a stock move for this sale order before modifying allocated quantity.","Пожалуйста"," сгенерируйте движение запасов для этого заказа",
"Please select a forecasted invoice customer account in the accounting batch","Пожалуйста"," выберите учетную запись клиента для FAE в процедуре бухгалтерского",
"Please select a forecasted invoice supplier account in the accounting batch","учета Пожалуйста"," выберите учетную запись поставщика для FNP в процедуре бухгалтерского",
"Please select an element to run calculation","учета Пожалуйста"," выберите элемент для начала расчета",
"Please select at least one line to generate a proposal.","Пожалуйста"," выберите хотя бы одну строку",
"Please uncheck picking order edited box from this stock move from Cust. Shipment to prepare menu entry.","Пожалуйста"," снимите отметку с ваучера на подготовку этого бланка в пункте меню ""отправка заказчику для подготовки"".",
"Please validate the purchase order before invoicing.","Пожалуйста"," подтвердите заказ на покупку",
"Please, select a currency for the order %s","Пожалуйста"," выберите валюту для заказа %s",
"Please, select a supplier for the line %s","Пожалуйста"," выберите поставщика для строки %s",
"Print","Распечатать",,
"Printings",,,
"Product",,,
"Product Accounting Family","Семейство продуктов для учета продуктов",,
"Product Categories","Категории продуктов",,
"Product Category","Категория товара",,
"Product Type","Тип продукта",,
"Product categories","Категория товара",,
"Product code",,,
"Product families","Семейства продуктов",,
"Product is missing.","Ему не хватает продукта.",,
"Product launches/withdrawal each month","Выпуск / отзыв продукции в месяц",,
"Product stock for %s is not enough for availability request","Запасов недостаточно для продукта(ов) %s для запроса на предоставление",,
"Product type","Тип продукта",,
"Product type distribution","Распределение по типу продукта",,
"Products","Продукты",,
"Products DB 1","ТБ Продукты 1",,
"Products Details","Сведения о продуктах",,
"Project identically over the next few months","Прогнозировать то же самое на ближайшие месяцы",,
"Projected Stock","Прогнозируемый запас",,
"Projected stock","Прогнозируемый запас",,
"Projection details","Сведения о показе",,
"Projection' s number of month","количество месяцев показа",,
"Proposal","Предложение",,
"Proposal generated","Сгенерированное предложение",,
"Proposal select","Выбор Предложения",,
"Proposals have been generated successfully.","Предложения были успешно сформированы.",,
"Purchase",,,
"Purchase order","Заказ от поставщика",,
"Purchase order line","Строки предложения поставщика",,
"Purchase order or sale order without estimated delivery date and manufacturing order without planned date. In this case, we use the MRP start date (today)","Заказы поставщиков и клиентов без даты поставки и производственные заказы без даты планирования. В этом случае мы используем дату запуска CBN (текущую дату)",,
"Purchase order quantity","Количество в заказе на поставку",,
"Purchase order without incoming stock move","Заказы на поставку"," ожидающие BR",
"Purchase order without stock move","заказы на поставку"," ожидающие BR",
"Purchase orders","заказы на поставку",,
"Purchase proposal","Предложение о покупке",,
"Purchase proposal / Estimated delivery","Предполагаемая доставка / предложение о покупке",,
"Purchases orders","Заказы на поставку",,
"Qty",,,
"Qty to invoice","кол-во кол-во к оплате",,
"Quantity cannot be lower than already delivered quantity on detail line %s.","Количество не может быть меньше количества"," уже доставленного по розничной линии %s.",
"Quantity requested","Требуемое количество",,
"Real Qty","Фактическое Количество",,
"Real quantity","Фактическое количество",,
"Real/Current Quantity","Фактическое/Текущее Количество",,
"Receipt state","Статус получения",,
"Ref","ссылка",,
"Refill Qty",,,
"Related to","Связанный с",,
"Related to select","Связанный с",,
"Remaining Qty","Оставшееся количество",,
"Requested reserved qty","Требуемое количество",,
"Requested reserved quantity","Требуемое количество бронирования",,
"Reservation date time","Дата бронирования",,
"Reserved quantity","выделенное количество",,
"Reserved stock move lines","Зарезервированные линии движения запасов",,
"Result","Результат",,
"Results","Результаты",,
"Run calculation","Начать расчет",,
