"key","message","comment","context"
"Buyer","Покупатель",,
"Buyer/Seller","Покупатель/Продавец",,
"CSV",,,
"Calculate",,,
"Can only be collected if validated","Вы можете собирать только в том случае, если перевозчик подтвержден.",,
"Can only be validated if provisioned","Вы можете подтвердить только в том случае, если они будут доступны.",,
"Can only cancel a planned or realized stock move.","Вы можете отменить только запланированное или реализованное движение запаса.",,
"Can only cancel a validated inventory.","Вы можете отменить только подтвержденный инвентарь.",,
"Can only complete a started inventory.","Вы можете заполнить только текущий инвентарь.",,
"Can only plan a draft inventory.","Вы можете запланировать только черновой инвентарь.",,
"Can only plan a drafted stock move.","Вы можете планировать только черновое движение акций.",,
"Can only return to draft if cancelled.","Вы можете вернуться к черновому статусу только из отмененного статуса.",,
"Can only return to provision if was validated or collected","Вы можете вернуться к статусу ""доступно"" только из статуса ""подтверждено"" или ""удалено""",,
"Can only start a draft inventory.","Вы можете начать только с черновой инвентаризации.",,
"Can only validate a drafted stock correction.","Вы можете подтвердить только черновое исправление запаса.",,
"Can't delete a planned stock move","Невозможно отменить запланированное движение запасов",,
"Can't delete a realized stock move","Невозможно удалить реализованное движение запаса",,
"Can't realize this stock move because of the ongoing inventory %s.","Невозможно выполнить это движение запасов из-за текущих запасов %s.",,
"Cancel","Отменить",,
"Cancel reason","Причина отмены",,
"Cancel reservation","Отменить бронирование",,
"Cancelation","Отмена",,
"Canceled","Отмененный",,
"Cancellation","Отмена",,
"Cancellation confirmation","Подтверждение отмены бронирования",,
"Cancelled Arrivals","Отмененные приемы",,
"Cannot go back to draft status.","Невозможно вернуться в черновое состояние",,
"Cannot realize a stock move that is not planned.","Невозможно осуществить незапланированное движение запасов.",,
"Cannot validate an inventory that is not completed.","Вы не можете подтвердить незавершенный инвентарь.",,
"Carriage (Sea/Air) to port of import","Основной транспорт",,
"Carriage to place of destination","Доставка на завод или склад по прибытии",,
"Carriage to port of export","Маршрутизация к стартовой платформе",,
"Carrier","Перевозчик",,
"Carrier validated","Утвержденный перевозчик",,
"Certificate of conformity","Сертификат соответствия",,
"Certificate of conformity title","Название для печати сертификата соответствия",,
"Change allocated qty","Изменить выделенное количество",,
"Check Duplicate","Проверять дубликаты",,
"Check expiration date at stock move realization","Контролировать срок годности при доставке клиенту",,
"Choose a template","Выберите шаблон сообщения",,
"Code",,,
"Collected","Извлекаемый",,
"Collection date","Дата похищения",,
"Comment to display on picking order","Комментарий, который будет отображаться к ваучерам на подготовку",,
"Comment to display on stock move","комментарий, который будет отображаться к движению запасов",,
"Comments","Комментарии",,
"Commercial regularization resulting in value increase","Регулирование бизнеса, приводящее к увеличению стоимости",,
"Commercial regularization resulting in value reduction","Регулирование бизнеса, приводящее к снижению стоимости",,
"Company","Компания",,
"Company Unit price W.T.","Цена за единицу продукции H. T. Компания",,
"Company account","Учетная запись компании",,
"Company address is empty.","Адрес компании не указан",,
"Company cannot be null.","Общество не может быть пустым.",,
"Company missing for stock location %s","Компания отсутствует для размещения акций %s",,
"Complete",,,
"Completed","готово завершено",,
"Compliant","Соответствующий",,
"Compliant arrival product qty","Количество полученных продуктов соответствует",,
"Computation priority","Приоритет расчета",,
"Configuration","Конфигурация",,
"Configuration is missing in stock configuration to see financial data","пожалуйста, настройте модуль запасов для каждой компании, чтобы просматривать финансовые данные для местоположений",,
"Confirm",,,
"Confirm cancellation","Подтвердить отмену",,
"Conformity","Соответствие",,
"Conformity Certificates","Сертификаты соответствия",,
"Conformity certificate","Сертификат соответствия",,
"Conformity certificate template","Образец сертификата соответствия",,
"ConformityCertificate.certificateNumber","Номер сертификата",,
"ConformityCertificate.customerName","Фирменное наименование клиента",,
"ConformityCertificate.designation","Обозначение",,
"ConformityCertificate.externalReference","Справочная информация о клиенте",,
"ConformityCertificate.function","функция",,
"ConformityCertificate.lotNoRef","Лот № / Артикул",,
"ConformityCertificate.name","Имя",,
"ConformityCertificate.numberAndDateDelivery","Номер и дата BL",,
"ConformityCertificate.orderDate","Дата заказа",,
"ConformityCertificate.orderNumber","Номер заказа",,
"ConformityCertificate.partNumber","Статья Кодекса",,
"ConformityCertificate.qtyUnit","Кол-Во / Единица Измерения",,
"ConformityCertificate.quantity","Количество",,
"ConformityCertificate.sequence","Почтовая",,
"ConformityCertificate.signature","Виза",,
"ConformityCertificate.stockMoveLineRowNum","Линия",,
"Consignments by post","Почтовые отправления",,
"Control on Receipt","проверяются при получении",,
"Control stock rules are activated by supply chain batch.","Правила управления запасами запускаются пакетной цепочкой поставок.",,
"Correction Reason","Основание для исправления",,
"Cost price",,,
"Country","Страна",,
"Country of origin","Страна происхождения",,
"Create inventory","создать инвентарь",,
"Create new tracking numbers","создать новые отслеживаемые номера",,
"Created by",,,
"Created on",,,
"Current",,,
"Current Qty","Текущий текущее количество",,
"Current Quantity","Текущее количество",,
"Current quantity problem","Проблема с текущим количеством",,
"Cust. Shipment to prepare","Отгрузки клиент должен подготовить",,
"Customer account","номер счета клиента",,
"Customer account number","номер счета клиента",,
"Customer account number to carrier","номер счета клиента у перевозчика",,
"Customer account numbers to carriers","номера счетов клиентов у перевозчиков",,
"Customer average delivery delay","Среднее время доставки клиента",,
"Customer deliveries","Поставки клиентам",,
"Customer deliveries by country","Поставки клиентам по странам",,
"Customer deliveries filters","Поставки Клиентам",,
"Customer deliveries statistics","Статистика доставки клиентов",,
"Customer order ref.","ссылка на заказ клиента",,
"Customer returns","Отзывы клиентов",,
"Customer virtual stock location","Виртуальное местоположение клиента",,
"Customs","Таможни",,
"Customs code","Таможенный код",,
"Customs code nomenclature","Код таможенной номенклатуры",,
"Customs code nomenclature:all","Коды таможенной номенклатуры",,
"Cut off move generated","Сгенерированная запись Cut off",,
"Dashboard","Панель",,
"Dashlet.Moves","управления движениями",,
"Data is null or empty","Данные равны нулю или пусты",,
"Date","Дата",,
"Date and time","Дата и время",,
"Date t",,,
"Dates",,,
"Days","Дни",,
"Deallocate","Освободить",,
"Deallocate all","Освободить все",,
"Declaration of exchanges for %s is not supported.","Оператор обмена для %s Не поддерживается.",,
"Default external stock location","Внешнее расположение по умолчанию",,
"Default from stock location for sales and to stock location for purchases","Исходное местоположение по умолчанию для продаж и место назначения по умолчанию для покупок.",,
"Default signatory user","Подписывающий по умолчанию",,
"Default stock location","Местоположение по умолчанию",,
"Default to stock location for sales and from stock location for purchases","Местоположение пункта назначения по умолчанию для продаж и местоположение источника по умолчанию для покупок.",,
"Default unit","Единица измерения по умолчанию",,
"Defense or intergovernmental program","Оборонная программа или межгосударственные",,
"Define ideal Qty","Определить идеальное количество",,
"Define max Qty","Установить максимальное количество",,
"Delay","Срок",,
"Delayed invoicing",,,
"Deliver to customer","Клиент доставлен",,
"Deliver to customer is not set.","Доставленный клиент не указан.",,
"Deliveries","Объем поставок",,
"Deliveries Cancelled","Отмененные поставки",,
"Deliveries Details","Детали поставки",,
"Deliveries History","История поставок",,
"Deliveries to prepare","Поставки для подготовки",,
"Delivery delay (days)","Срок поставки (дни)",,
"Delivery for trial sale","Доставка для продажи без предъявления или на пробной основе",,
"Delivery number","Отгрузочный номер",,
"Delivery stock move","Доставка клиентов",,
"Deported stock location","Акции, вывезенные в",,
"Description","Описание",,
"Detail","Деталь",,
"Detail line(s) not inside a parcel/pallet","Розничная линия(и) без посылки/посылки",,
"Detailed stock","Подробный запас",,
"Details","Общие сведения о складе",,
"Details of the tracking number's availables","Подробная информация о доступных номерах для отслеживания",,
"Details of the tracking number's unavailables","Информация о номерах отслеживания недоступна",,
"Details stock location lines","Продукты, присутствующие в местоположении (несвязанный вид)",,
"Dimension 0",,,
"Dimension 1",,,
"Dimension 2",,,
"Dimension 3",,,
"Dimensional","Размерный",,
"Dimensions",,,
"Dimensions (cm)","Размеры (см)",,
"Dimensions and masses","Размеры и массы",,
"Dimensions title","Названия измерений",,
"Display accounting value in location financial data printing","Показывать бухгалтерскую оценку при печати финансовых данных по местоположению",,
"Display available tracking numbers","Показать доступные лоты",,
"Display average price in printing","Показывать оценку в PMP при печати финансовых данных о местоположении",,
"Display barcode on Picking printing","Отображать штрих-коды на распечатке ваучера на подготовку",,
"Display customer code on picking printing","Показать код клиента на распечатке",,
"Display external ref. on certificate of conformity printing","Показать ссылку на клиента в сертификате соответствия",,
"Display line details on printing","Просмотр сведений о строках на распечатке",,
"Display order reference and order date","Отображение номера заказа на продажу и даты заказа",,
"Display partner sequence on printing","Показывать стороннюю ссылку на показы",,
"Display price on printing","Показывать цену на распечатках",,
"Display product code on printing","Показывать код продукта на распечатках",,
"Display purchase value in location financial data printing","Отображать оценку покупки при печати финансовых данных о местоположении",,
"Display sale value in location financial data printing","Показывать оценку продаж при печати финансовых данных о местоположении",,
"Display tracking number details on Picking printing","Показывать номера отслеживания на распечатке ваучера на подготовку",,
"Display tracking number details on certificate of conformity printing","Показывать номера отслеживания при печати сертификатов соответствия",,
"Do you want to allocate all the products ?","Не могли бы вы выделить товар ?",,
"Do you want to generate backorder for not delivered quantities?","Вы хотите обработать остатки недоставленных партий?",,
"Do you want to generate backorder for not received quantities?","Вы хотите обработать остатки за неполученные суммы ?",,
"Do you want to proceed?","Вы хотите продолжить ?",,
"Does not include quantities from sub stock locations","Не включает количества, поступающие из складских помещений.",,
"Draft","Черновик",,
"Draft move","МВт. Черновик",,
"Economic area","Экономическая зона",,
"Electronic signature","Электронная подпись",,
"Email sent","Отправленное электронное письмо",,
"Enable incoterm","Активировать Инкотермс",,
"Enable product description copy","Разрешить копирование описания продукта",,
"Enable site management for stock","Управление сайтами для инвентаризации",,
"End date","Дата окончания",,
"Error: %s and %s fields are required and can not be null",,,
"Error: %s field is required and can not be null",,,
"Estimated Date","Предполагаемая дата",,
"Estimated date","Предполагаемая дата",,
"Excl. out of stock products","Исключая. Товары без запаса",,
"Exonerated shipment and transfer","Освобожденная доставка и передача ",,
"Expected BigDecimal as result during the computation of field %s, please fix the corresponding formula.","""Для вычисления поля %s ожидается десятичное значение, пожалуйста, исправьте соответствующую формулу"".",,
"Expected Qty","Прогнозируемое",,
"Expected/Future Quantity","количество прогнозируемое/будущее количество",,
"Expired product(s): %s","Срок годности продукта истек: %от",,
"Export","экспорта",,
"Export customs declaration","Начальная налоговая загрузка на заводе или складе",,
"External","Внешний",,
"External delivery comment","комментарий внешняя доставка",,
"FIFO",,,
"Facturation ultérieure",,,
"Feature currently not available with Open Street Maps.","Функция недоступна в Open Street Maps",,
"Field",,,
"Field's formula","Формула полей",,
"Fields formula","Формула полей",,
"Fields linked to the shipment are differents, the value of the oldest will be kept.","""Поля, связанные с транспортировкой, разные, значения с самого раннего движения запасов будут сохранены"".",,
"File %s successfully imported.","Файл %s был успешно импортирован",,
"File (CSV)","Файл (CSV)",,
"File Format","Формат файла",,
"Fill inventory","Заполните инвентарь",,
"Fill inventory with","Заполните инвентарь с помощью",,
"Filter on available products","Фильтровать по доступным продуктам",,
"Filters","Фильтры",,
"Final product density","Конечная плотность",,
"Financial leasing","Финансовый лизинг",,
"Firm purchase or sale","Покупка / продажа фирмы",,
"Fixed transport installations","Стационарные транспортные средства",,
"Forecasted Stock","Прогнозируемый запас",,
"Formula",,,
"Forwarder","Экспедитор",,
"Freight Carrier","Перевозчик",,
"Freight carrier mode","Режим несущей",,
"Freight carrier modes","Режимы несущей",,
"From",,,
"From Date","Даты происхождения",,
"From address","Исходный адрес",,
"From date","Дата",,
"From rack","Шкафчик",,
"From stock location","Местоположение источника",,
"Full name","Полное имя",,
"Fullname","Полное имя",,
"Fully spread over logistical forms","Полностью распределен по логистическим картам",,
"Future","Будущий",,
"Future Qty","Будущее количество",,
"Future qty","Будущее количество",,
"Gap","Разница",,
"Gap value","Значение",,
"General","общего отклонения",,
"General Stock Details","Общие сведения о запасах",,
"Generate a new stock move","создание нового движения запасов",,
"Generate credit note",,,
"Generate invoice","создание счета",,
"Generate new production auto tracking Nbr.","-фактуры создание счета-фактуры создание номера автоматического отслеживания для производства",,
"Generate new purchase auto tracking Nbr.","создание номера автоматического отслеживания для покупок",,
"Generate new sale auto tracking Nbr.","создание номера автоматического отслеживания для продаж создание ваучера",,
"Generate reversion","на возврат",,
"Generate stock configurations","создание конфигураций запасов",,
"Gross Mass","Масса брутто",,
"Gross mass","Масса брутто",,
"Group products on printings","Группировать товары по отпечаткам",,
"Historical Period","Исторический",,
"ISPM standard required","Требуемый стандарт NIMP15",,
"Ideal Qty","Идеальное количество",,
"Import customs clearance","Разгрузка на заводе или складе по прибытии",,
"Import duties and taxes","Таможенные формальности при импорте пошлины и налоги",,
"In progress","Текущий",,
"Incl. obsolete products","Включить устаревшие продукты",,
"Incl. sub location stock","Включить в раздел "" местонахождение запасов",,
"Include out of stocks products","Включать товары, которых нет на складе",,
"Include virtual sub location","Показать виртуальные вложенные местоположения",,
"Incoming amount","введенная сумма",,
"Incoming move","Квитанция о получении",,
"Incoming move information","Информация BR",,
"Incoming move lines","строки из",,
"Incoming quantity","введенного количества BR",,
"Incorrect product for stock correction","Неправильный продукт для исправления запасов",,
"Incorrect product in inventory line","Неверный товар в строке инвентаря",,
"Incoterm","Инкотермс",,
"Incoterm Code","Аббревиатура",,
"Incoterm Name","Правило",,
"Incoterms","Инкотермс",,
"Information",,,
"Insurance","Основное транспортное страхование",,
"Internal","Внутренние",,
"Internal Stock Move filters","фильтры Mvt внутренние запасы внутренние",,
"Internal Stock Moves","перемещения",,
"Internal delivery comment","комментарий внутренняя доставка",,
"Internal move","Внутренний МВт",,
"Internal move information","Внутренняя информация о МВт",,
"Internal move lines","Строки внутреннего mvt",,
"Internal number","<span>N<sup>o < / sup> внутренний< / span>ий< / span>",,
"Internal stock move","Внутреннее движение",,
"Intracommunity acquisition taxable in france","Облагаемое налогом приобретение внутри сообщества во Франции ",,
"Invalid dimensions on packing line No. %d","Недопустимые размеры в строке упаковки n<sup>o</sup> %d",,
"Invalid field dimensions","поле недопустимые размеры",,
"Inventories","Инвентаризации",,
"Inventories History","История инвентаризации",,
"Inventories filters","Фильтры инвентаризации",,
"Inventory","Инвентаризация",,
"Inventory Calendar","Календарь инвентаризации",,
"Inventory N°","Инвентарный номер",,
"Inventory Title","Название инвентаря",,
"Inventory line","Строка инвентаря",,
"Inventory lines","Строки инвентаря",,
"Inventory template","Модель инвентаризации",,
"Inventory valuation type","Модель оценки запасов",,
"Inventory virtual stock location","Виртуальное местоположение инвентаря",,
"Inventory's lines' list has been filled.","Список строк инвентаризации был заполнен.",,
"Inventory.barcode","штриховой код",,
"Inventory.category","Категория",,
"Inventory.code","Код",,
"Inventory.company","Компания",,
"Inventory.createdOn","Дата создания",,
"Inventory.date","Дата",,
"Inventory.description","Описание",,
"Inventory.fromRack",,,
"Inventory.lastInventoryDate","последнего инвентаря",,
"Inventory.plannedEndDateT","Запланированная дата окончания",,
"Inventory.plannedStartDateT","Запланированная дата начала",,
"Inventory.product","Продукт",,
"Inventory.productCategory","Категория товара",,
"Inventory.productFamily","Бухгалтерская семья",,
"Inventory.rack","Шкафчик",,
"Inventory.realQty","фактическое количество",,
"Inventory.stockLocation","Местоположение",,
"Inventory.title","ИНВЕНТАРИЗАЦИЯ",,
"Inventory.toRack","от",,
"Inventory.trackingNumber","Номер отслеживания",,
"Inventory.unit","Предполагаемое количество",,
"Invoiced","Фактурный",,
"Is ISPM15 required","Требуемый стандарт NIMP15",,
"Is avg price changed","Средняя измененная цена",,
"Is certificate of conformity required","Требуется сертификат соответствия",,
"Is certificate of conformity signed","Подписанный сертификат соответствия",,
"Is real qty modified by user",,,
"Is reversion","Это ваучер на возврат",,
"LIFO",,,
"Label","Формулировка",,
"Last Future Stock Move","Дата последнего будущего МВт",,
"Last Inventory date","Последний инвентарь",,
"Last inventory","Последний инвентарь",,
"Last inventory date","Дата последней инвентаризации",,
"Last inventory real qty","Фактическое количество последних запасов",,
"Late Deliveries","Просроченные поставки",,
"Late customer deliveries","Просроченные поставки клиентам",,
"Late supplier arrivals","Просроченные поставки поставщикам",,
"Line length too big","Размер строки слишком велик",,
"Lines","Линии",,
"Links","Узы",,
"Loading on truck in port of import","Погрузка на грузовик в порту импорта",,
"Loading on vessel/airplane in port of export","Загрузка основного транспортного средства при отправлении",,
"Location Content","Содержимое местоположения",,
"Location Lines","Линия местоположения",,
"Location content","Содержимое местоположения",,
"Location content details","Сведения о содержимом местоположения",,
"Location financial data","Финансовые данные о местоположении",,
"Logistical form","Логистический лист",,
"Logistical form filters","Фильтры логистический лист",,
"Logistical form lines","Строки таблицы логистики",,
"Logistical forms","Логистические карты",,
"Manage backorder","управление остатками",,
"Manage backorder?","Управлять остатками ?",,
"Manage production tracking Nbr.","Управление номером отслеживания при производстве",,
"Manage purchase tracking Nbr.","управление номером отслеживания при покупке",,
"Manage sale tracking Nbr.","Управление номером отслеживания при продаже",,
"Manage stock location on stock move lines","управление местоположениями запасов на линиях движения запасов",,
"Manual",,,
"Manufacturing order","Производственный заказ",,
"Map","Карта",,
"Mass",,,
"Mass in kg","Масса в кг",,
"Materials for construction contract","Материалы в рамках строительного контракта",,
"Max stock","Запас макс.",,
"Max stock date","Максимальная дата на складе.",,
"Max. Qty","Максимальное количество.",,
"Maximum iteration for looking tracking numbers parent has been reached. Please check any circular parent dependencies.","Достигнута максимальная итерация для поиска родительских номеров отслеживания. Пожалуйста, проверьте все циклические родительские зависимости.",,
"Merge stock moves","Объединить движения акций",,
"Merged","Сливший",,
"Message template","Шаблон сообщения",,
"Message template for stock rules","Шаблон сообщения для правил инвентаризации",,
"Metric weight","Метрический вес",,
"Metric weight in kg/m","Метрический вес в кг/м",,
"Min stock","Запас мин.",,
"Min stock date","Минимальная дата запаса.",,
"Min. Qty","Кол-во мин.",,
"Missing","Пропущенные",,
"Missing logistical form sequence for company %s","Отсутствует последовательность логистических данных для компании %s",,
"Mode of transport","Вид транспорта",,
"Month","Месяц",,
"Move canceled","движение отменено",,
"Move created","Созданное движение",,
"Move details","Детали движения",,
"Move origin type","Происхождение",,
"Move realized","Реализованное движение",,
"Moves Cancelled","Отмененные движения",,
"Moves History","История движений",,
"Moves To Prepare","Движение должно быть подготовлено",,
"Must set mass unit in stock configuration for customs.","пожалуйста, заполните единицу массы в конфигурации запасов для таможни",,
"Name","Название",,
"Nature of transaction","Характер сделки",,
"Nbr of incoming moves","Nbr входов",,
"Nbr of outgoing moves","Nbr выходов",,
"Net mass","масса нетто",,
"No",,,
"No Tracking Numbers Added","нет добавлен номер отслеживания",,
"No dimension could be computed, please make sure that you have the necessary field to compute at least one field","""Ни одно измерение не может быть вычислено, пожалуйста, убедитесь, что у вас есть поля, необходимые для вычисления хотя бы одного поля"".",,
"No economic area is configured for %s.","Экономическая зона не настроена для %s.",,
"No inventory lines has been created.","Никакие строки инвентаря не были созданы.",,
"No move lines to split","Нет линии движения запаса для разделения",,
"No new stock move was generated","Никаких новых движений по акциям создано не было",,
"No record found","Записей не найдено",,
"No reversion generated","Нет МВт. сгенерировано аннулирование.",,
"No stock correction needed, current quantity in stock equals real quantity.","""Коррекция запасов не требуется, текущее количество на складе равно фактическому количеству"".",,
"No stock moves found for this inventory.","По этому товарно-материальному запасу движения не обнаружено.",,
"Non temporary implying transfer of property without compensation","Несвоевременные сделки, связанные с передачей права собственности без компенсации",,
"Non-compliant","Некондиционный",,
"Not invoiced","Не оплачено",,
"Note","Комментарий",,
"Notes",,,
"Number Of Packages","Количество упаковок",,
"Number Of Palettes","количество поддонов",,
"Number of customer deliveries","количество поставок клиенту",,
"Number of periods","количество периодов",,
"Number of pieces","количество штук",,
"Old qty","Старое количество",,
"OnTime Deliveries","Своевременные поставки",,
"Operation after custom work return to initial state","операция после отгрузки в пути : товары, повторно отправленные в государство-член первоначальной отгрузки",,
"Operation after custom work return to other state","операция после отгрузки в пути :товары, повторно отправленные в государство-член, отличное от первоначального государства-члена",,
"Operations for custom work non return","Операции по подготовке к сдаче в эксплуатацию :товары, не предназначенные для повторной отправки в первоначальное государство-член",,
"Operations for custom work return","ЕС операции по подготовке к сдаче в эксплуатацию :товары, повторно отправленные в государство-член ЕС, откуда",,
"Origin","была отправлена первоначальная",,
"Origin inventory line","линия инвентаризации исходное",,
"Origin stock move","движение запасов исходная",,
"Origin stock move line","линия движения запасов",,
"Other expeditions","Другие экспедиции",,
"Other introductions","Другие введения",,
"Other returns","Другие возвраты",,
"Other transactions","Другие транзакции",,
"Outgoing amount","Выведенная сумма",,
"Outgoing move","Накладная",,
"Outgoing move information","Информация о BL",,
"Outgoing move lines","строках",,
"Outgoing quantity","выходного количества BL",,
"Outsourcing receipt stock location","Место получения для аутсорсинга",,
"Own propulsion","Собственное движение",,
"PFP authorized","Принятый БАП",,
"PFP litigation","Спорный БАП",,
"Packing line","Линия упаковки",,
"Packing lines","Линии упаковки",,
"Pallet","Палитра",,
"Pallet %d is empty.","Палитра n<sup>o</sup> %d пуста.",,
"Parcel","Посылка",,
"Parcel %d is empty.","Посылка n<sup>o</sup> %d пуста.",,
"Parcel/pallet number","<span>N<sup>o< / sup> упаковка / поддон< / span>он< / span>",,
"Parent customs code","Родительский таможенный код",,
"Parent stock location","Родительское местоположение",,
"Partial stock move (From","Остаток (от",,
"Partially available","частично доступного",,
"Partially invoiced","Частично выставлен счет",,
"Partner","Третье сословие",,
"Partner is missing.","Треть отсутствует.",,
"Partner mismatch: %s","Несоответствие третьей стороны: %s",,
"Partner product quality rating","качество продукции",,
"Partner product quality ratings","Качества продукции",,
"Partner stock settings","Параметры запаса третьей стороны",,
"Period",,,
"Perishable","Скоропортящийся",,
"Perishable expiration date","Срок годности",,
"Picking order edit date","Дата выдачи ваучера на подготовку",,
"Picking order has been edited for this stock move, it can not be canceled.","""На эту доставку был оформлен ваучер на подготовку, отменить его невозможно"".",,
"Picking order is edited","Отредактированный ваучер на подготовку",,
"Picking order printing detailed","Подробный ваучер на подготовку",,
"Picking printed","Отредактированный ваучер на подготовку",,
"Picking stock move template","Хорошая модель подготовки",,
"PickingStockMove.aspect","Аспект",,
"PickingStockMove.code","Код",,
"PickingStockMove.customerCode","Клиентский код",,
"PickingStockMove.deliveryCondition","Условия доставки",,
"PickingStockMove.externalReference","ссылка на клиента",,
"PickingStockMove.lineNumber","Номер строки",,
"PickingStockMove.manual","Инструкция",,
"PickingStockMove.mark","Маркировка",,
"PickingStockMove.note","Комментарий",,
"PickingStockMove.qty","Кол-во",,
"PickingStockMove.signaling","Сигнализация",,
"PickingStockMove.visa","Виза",,
"PickingStockMove.weekCode","Код Недели",,
"PickingStockMove.withWithout","С&nbsp;&nbsp;&nbsp;&nbsp; & nbsp; без",,
"Pickup default stock location","Местоположение по умолчанию для доставки",,
"Plan",,,
"Planned","Планировать Запланированное",,
"Planned End Date","Запланированная дата окончания",,
"Planned Inventories","Запланированные Запасы",,
"Planned Start Date","Запланированная дата начала",,
"Planned move","Запланированный Mvt",,
"Planned stock move","Запланированный запас Mvt",,
"Planned stock move line list","Список линий MVT на складе ",,
"Planned stock move lines","Линии mvt на складе ",,
"Please add a quality control default stock location for company %s in the app stock configuration","Пожалуйста, добавьте слот контроля качества для %s компании в настройках стандартного приложения",,
"Please configure mass units for this product packing : %s","Пожалуйста, укажите единицу массы для этой упаковки продукта: %s",,
"Please enter a valid split quantity","пожалуйста, введите допустимое количество для разделения",,
"Please fill all inventory lines","пожалуйста, заполните все строки инвентаря",,
"Please fill estimated delivery date for product %s from %s","пожалуйста, укажите предполагаемую дату доставки для продукта %s, поступающего из %s",,
"Please fill in the delivery (to) address to get the delivery itinerary.","пожалуйста, заполните поле а адрес, чтобы получить маршрут доставки.",,
"Please fill in the source (from) location address to get the delivery itinerary.","Пожалуйста, заполните адрес, связанный с полем местоположение источника, чтобы получить маршрут доставки.",,
"Please fill printing settings on following stock moves: ${__repo__(StockMove).all().filter('self.id IN ?1 AND self.printingSettings IS NULL', id?:_ids).fetch()?.collect{it.stockMoveSeq}?.join(', ')}","Пожалуйста, заполните параметры показов при следующих перемещениях акций : ${__repo__(StockMove).all (). filter('self.id в ?1 и self. printingSettings имеет значение NULL', id?: _ids). fetch ()?. collect{it. stockMoveSeq}?.присоединиться (', ')}",,
