"key","message","comment","context"
"By activating this option, the user will only be able to enter a planned time from this selection. Be careful to define the associated values. If the configuration is not activated, no constraints will be applied to the time.","Определив здесь выбор, пользователь сможет ввести только запланированное время, отображаемое из этого выбора. Будьте осторожны, чтобы правильно определить выделение со значениями целочисленного или десятичного типа, чтобы это работало. Если выбор не установлен или конфигурация не включена, то ограничения по времени не применяются",,
"CDD",,,
"COMPLEMENT",,,
"CP",,,
"CSP",,,
"CSV",,,
"Calculate","Вычислять",,
"Calculated","Рассчитанный (е)",,
"Calendar",,,
"Can only add expense line to drafted expense.","Вы можете добавлять строки только к черновому отчету о расходах.",,
"Can only be selected by HR Management","Выбор только по отделу кадров",,
"Can only cancel planned or realized medical visit.",,,
"Can only confirm/complete from draft status.","Вы можете только подтвердить/заполнить черновой график.",,
"Can only plan draft medical visit.",,,
"Can only realize planned medical visit.",,,
"Can only refuse a waiting for validation timesheet.","Вы можете отклонить только табель учета рабочего времени, ожидающий подтверждения.",,
"Can only validate a waiting for validation timesheet.","Вы можете проверить только табель учета рабочего времени, ожидающий проверки.",,
"Cancel","Отменить",,
"Cancel payment","Отменить платеж",,
"Canceled","Отмененный",,
"Canceled Expense Template","Образец для аннулированной накладной на оплату",,
"Canceled Extra Hours Template","Модель для отмененных сверхурочных",,
"Canceled Leave Request Template","Шаблон для запроса на отмененный отпуск",,
"Canceled Timesheet Template","Шаблон для отмененного расписания",,
"Canteen","Столовая",,
"Catalog","Каталог",,
"Categorization","Категоризация",,
"Change of position","Изменение функции",,
"Charges and Contributions","Сборы и взносы",,
"Choose payment mode","Выберите способ оплаты",,
"Citizenship","Гражданство",,
"City of birth","Город рождения",,
"Close period","Закрыть период",,
"Closed","Закрывшая",,
"Code","Код",,
"Code nature","Код природы",,
"Coefficient",,,
"Coefficient for bonus","Коэффициент для премии",,
"Cohabitee","Сожитель (е)",,
"Colleague Leave Requests","Просьбы моих подчиненных об отпуске",,
"Collective agreement","Коллективный",,
"Collective agreements","договор коллективные договоры",,
"Comment","Комментарий",,
"Comments","Комментарии",,
"Companies","Компании",,
"Company","Компания",,
"Company %s does not have any expense's sequence","Компания %s не настроила последовательность для отчетов о расходах",,
"Company address","Адрес компании",,
"Company bank card","ЦБ компании",,
"Company credit card details","Сведения о компании ЦБ",,
"Company department","Управление",,
"Company fixed phone","Номер телефона компании",,
"Company's credit card","ЦБ компании",,
"Complete",,,
"Completed",,,
"Compute amounts","Рассчитать суммы",,
"Compute distance with web service","Рассчитать расстояние с помощью веб-службы",,
"Configurable",,,
"Configuration","Конфигурация",,
"Confirm","Подтвердить",,
"Confirm & Continue","Подтвердить И Продолжить",,
"Confirmed Extra Hours Template","Модель для подтвержденных сверхурочных",,
"Confirmed Timesheet Template","Шаблон для подтвержденного расписания",,
"Consolidate timesheet line on invoice","Консолидировать строки расписания для счетов",,
"Consume","за потребление",,
"Contact","Контакт",,
"Contact details","Контактная информация",,
"Contact in case of emergency","Контакт в случае возникновения чрезвычайной ситуации",,
"Content","Содержимое",,
"Continue",,,
"Contract","Контракт",,
"Contract extension","Продление трудового договора",,
"Contract sub type","подтип контракта",,
"Contract type","Тип контракта",,
"Contract types","Типы контрактов",,
"Contractual information","Договорная информация",,
"Contrat duration must be <= to this duration","Срок действия контракта должен составлять <= на этот срок",,
"Contrat duration must be > to this duration","Срок действия контракта должен составлять > этого срока",,
"Conventional Hourly Rate","Обычная почасовая брутто обычная",,
"Conventional Monthly Rate","месячная брутто",,
"Costs","Свежий",,
"Counted","Насчитанный",,
"Country of birth","Страна рождения",,
"Create","создать",,
"Create Leave Request","Запросить отпуск",,
"Create amendment","Создать сопровождающего",,
"Create expense","Создать отчет о расходах",,
"Create lines for day leaves","создать строки для выходных дней",,
"Create lines for public holidays","создать строки для праздничных дней",,
"Create new user","Создать нового пользователя",,
"Create or update a scheduler","Создать или обновить планировщик",,
"Create scheduler","создать планировщик",,
"Created automatically by increment leave batch on",", созданный автоматически с помощью массовой обработки приращения отпуска",,
"Created by","созданный с помощью",,
"Created on","созданный",,
"Currency",,,
"Current user doesn't have an employee.","У обычного пользователя нет сотрудника.",,
"DATE D'ENTREE",,,
"DATE DE SORTIE",,,
"DATE NAISS",,,
"DEPT NAISS",,,
"DPAE","DPAE",,
"DPAE filters",,,
"DPAEs","DPAEs",,
"Daily cost","Дневная стоимость дневной",,
"Daily limit","лимит",,
"Daily work hours","Количество рабочих часов в день",,
"Date","Дата",,
"Date can't be in the future","Дата не может быть в будущем",,
"Date can't be in the future for line(s) : %s","Дата не может быть в будущем для строки (строк): %s",,
"Date difference should be maximam 31 days.","Разница между датами должна составлять максимум 31 день.",,
"Date of birth","Дата рождения",,
"Date of hire","Дата приема на работу",,
"Dates",,,
"Day","День",,
"Day leave","День",,
"Days","Дни",,
"Days validated","Утвержденные дни",,
"Deduct lunch voucher","Вычесть Билеты В Ресторан",,
"Default Activity Product","Продукт за прошлые времена",,
"Default bank details are not filled for your company.","Адрес вашей компании по умолчанию не указан.",,
"Default day number gain","Заработок в выходной день по умолчанию",,
"Delete","Удалить",,
"Department of birth","Родильное отделение",,
"Dependent children","Дети-иждивенцы",,
"Description","Описание",,
"Details","Детализация",,
"Display activity column in printing","Показать столбец активности при печати",,
"Display planned time","Отображаемое запланированное время",,
"Display task column in printing","Показать столбец задача при печати",,
"Display time unit","Отображаемая единица времени",,
"Display timesheet line number","Показывать номера строк расписания",,
"Distance travelled","Пробег",,
"Distribution date",,,
"Draft","Черновая дата распространения",,
"Duration","Продолжительность",,
"Duration (hours)",,,
"Duration adjust for customer","Отрегулируйте продолжительность для клиента",,
"Duration equals 0","Продолжительность, равная 0",,
"Duration(hours by day)","Продолжительность (часов в день)",,
"Duration(in day per day)","Продолжительность (в днях в день)",,
"Duration(minutes by day)","Продолжительность (минуты в день)",,
"E-MAIL",,,
"ETAB",,,
"ETRANGER",,,
"Early termination","Ранний разрыв",,
"Edit Expense Selected","Отредактировать выбранную мной ведомость о расходах",,
"Edit Leave Request Selected","Отредактировать выбранный запрос на отпуск",,
"Edit Start&Stop Timer On Stop","Редактировать секундомер при остановке",,
"Edit Timesheet Selected","Редактировать выбранный табель учета рабочего времени",,
"Edit extra hours selected","Редактировать сверхурочные. Выбрали",,
"Editing timer on stop need to be enabled to set a duration.","Конфигурация, позволяющая редактировать секундомер при остановке, должна быть включена, чтобы изменять продолжительность вручную.",,
"Editor","Редактор",,
"Electronic card","электронных карт",,
"Email reminder for timesheet filling batch","Пакетный запуск расписаний по электронной почте",,
"Email reminder for timesheets","Повторная отправка расписаний по электронной почте",,
"Email sent date","Дата отправки стимула",,
"Email sent to %s","Электронное письмо отправлено на адрес %s",,
"Emails",,,
"Emergency contact","Контакт",,
"Emergency contact relationship","Отношения с экстренным контактом",,
"Employee","Сотрудник",,
"Employee %s is not allowed to take leave in advance.","Работнику(работникам) %не разрешается брать досрочный отпуск",,
"Employee PhoneBook","Справочник сотрудников",,
"Employee advance","Передовой",,
"Employee advance list","Список авансов",,
"Employee advance usage","Использование авансов",,
"Employee advances","Заигрывание",,
"Employee annual report template","Образец годового отчета сотрудника",,
"Employee bonus","Премия",,
"Employee bonus amount","сумма страховых взносов",,
"Employee bonus management","управление страховыми взносами",,
"Employee bonus management filters","Используемые Фильтры",,
"Employee bonus mgt","Управление премиями",,
"Employee bonus type","Виды премий",,
"Employee bonuses","Принимаешь",,
"Employee code","Кодекс работника",,
"Employee dashboard","Домашний сотрудник",,
"Employee filters","Используемые Фильтры",,
"Employee firstname","Имя",,
"Employee information","Информация о сотруднике",,
"Employee lastname","Имя",,
"Employee phone book template","Используемый шаблон каталога",,
"Employee planning",,,
"Employee status","Статус работника",,
"Employee to be reminded","Сотрудники, подлежащие перезапуску",,
"Employee vehicle list","Список транспортных средств",,
"Employee's other costs","Прочие расходы сотрудника",,
"Employee.annualReportOf","Годовой отчет",,
"Employee.company","о корпоративных сборах",,
"Employee.contract","Контракт",,
"Employee.contractType","Тип контракта",,
"Employee.country","Страна",,
"Employee.dailyCost","Суточные расходы",,
"Employee.dailyWork","Часы ежедневной работы",,
"Employee.department","Департамент",,
"Employee.departureDate","Дата отъезда",,
"Employee.dob","Дата рождения",,
"Employee.emergencyContact","Экстренный контакт",,
"Employee.emergencyNumber","номер службы экстренной помощи",,
"Employee.endDate","Дата окончания",,
"Employee.entryDate","Дата въезда",,
"Employee.martialStatus","Семейное положение",,
"Employee.personalInformations","Личная информация",,
"Employee.phoneAtCustomer","Номер у клиента",,
"Employee.position","Позиция",,
"Employee.positionList","список трудовых договоров",,
"Employee.resume","Учетная запись сотрудника",,
"Employee.startDate","Дата начала",,
"Employee.weeklyWork","Часы работы в неделю",,
"EmployeeTimesheet.fromDate","от до",,
"EmployeeTimesheet.toDate","Пользователь",,
"EmployeeTimesheet.user","Итого за неделю",,
"EmployeeTimesheet.weekTotal","Служащие",,
"Employees","Управление сотрудниками",,
"Employees Management","Обработанные сотрудники : %d",,
"Employees computed: %d","сотрудники, допустившие отклонение от нормы: %d",,
"Employees failed to be computed due to anomaly: %d","управление сотрудниками",,
"Employees management","Всего обработанных сотрудников : %s",,
"Employees' leaves attempted to be computed : %s","отклонений из-за неправильной конфигурации: %s",,
"Employees' leaves failed to be computed due to configuration anomaly : %s","отклонений из-за отсутствия данных: %s",,
"Employees' leaves failed to be computed due to missing data : %s","Успешно обработанный отпуск: %s",,
"Employees' leaves successfully computed : %s","Прочие расходы на сотрудников",,
"Employees' other costs","Занятость",,
"Employment","Шаблоны трудового договора трудовые",,
"Employment Contract Templates","договоры трудовой",,
"Employment Contracts","договор",,
"Employment contract","Массовый экспорт трудовых договоров образец трудового",,
"Employment contract export batch",,,
"Employment contract template","договора образец трудового договора",,
"Employment contract templates","Типы трудовых договоров",,
"Employment contract type","Типы контрактов",,
"Employment contract types","Трудовые договоры",,
"Employment contracts","экспортированные трудовые договоры: %S",,
"Employment contracts exported : %s","контракты/дополнения",,
"Employment contracts/Contract amendments","Формулировка занятости",,
"Employment.name","Компания(компании)",,
"EmploymentAmendmentType.companies","Дата окончания отработанного периода",,
"EmploymentAmendmentType.endDate","Формулировка",,
"EmploymentAmendmentType.name","Формулировка",,
"EmploymentContractSubType.description","Формулировка",,
"EmploymentContractType.description","Код",,
"EmploymentContractType.name","Использование ресурсов",,
"Employments","Включить DPAE",,
"Enable DPAE","Активировать MyRH",,
"Enable MyHR","Разрешить назначение продукта/услуги",,
"Enable activity",,,
"Enable event creation","Разрешить декларации о расходах.",,
"Enable expense declaration","Включить секундомеры",,
"Enable multiple timer","Включить экспорт подготовки платежной ведомости",,
"Enable payroll preparation export","Дата окончания",,
"End Date","Заканчивается",,
"End On","Дата окончания",,
"End date","Дата окончания приема на работу",,
"End date of hire","Дата / Время окончания",,
"End date time","конец контракта",,
"End of contract","Причина прекращения действия контракта",,
"End of contract reason","Причины расторжения контракта",,
"End of contract reasons","Конец месяца",,
"End of month","Конец недели",,
"End of the week","учреждение работодателя",,
"Establishment of the employer","Событие",,
"Event",,,
"Event subject groovy formula","Исключительное отсутствие",,
"Exceptional leave","Запретить ввод времени в Редакторе",,
"Exclude timesheet editor","Рамка",,
"Executive","Рамочный статус",,
"Executive Status","Рамочный статус",,
"Executive status","Примечание о расходах",,
"Expense","Отчет о расходах",,
"Expense Journal","журнал NdeF",,
"Expense Notification Mail","Электронное письмо с уведомлением о расходах",,
"Expense N°","Ведомость расходов №",,
"Expense Per Employee","ведомость расходов на одного сотрудника",,
"Expense Sequence","Последовательность примечаний к расходам",,
"Expense Templates","Шаблоны примечаний к расходам",,
"Expense Type","Тип сборов",,
"Expense date","Дата расходования",,
"Expense declaration","Отчет о расходах",,
"Expense filters","Фильтры расходов",,
"Expense limit","Лимит примечания к расходам",,
"Expense limit list","Список ограничений примечания к расходам",,
"Expense limits","Лимиты примечаний к расходам",,
"Expense line","Линия NdeF",,
"Expense line has been set as to be billed but billing expenses is disabled on this project.","Строка накладной подлежит оплате, в то время как выставление счетов по накладным отключено в этом проекте.",,
"Expense lines","Строки NdeF",,
"Expense lines to merge","строки расходов, подлежащие объединению",,
"Expense paid with company's credit card","НДФЛ, уплаченный компанией ЦБ",,
"Expense payment","Оплата накладной на оплату",,
"Expense report template","Шаблон отчета отчет о расходах",,
"Expense tax account","Налоговый счет",,
"Expense type","Тип сборов",,
"Expense types","Виды сборов",,
"Expense.advanceAmount","сумма аванса",,
"Expense.comments","Комментарий",,
"Expense.companyCbSelect","Оплачено компанией CB",,
"Expense.currency","Валюта",,
"Expense.employeeName","Сотрудник",,
"Expense.employeeSignature","Подпись сотрудника",,
"Expense.employerSignature","Подпись работодателя",,
"Expense.expenseDate","Дата подачи заявки",,
"Expense.expenseOf","Примечание о расходах",,
"Expense.period","на период",,
"Expense.personalExpenseAmount","Сумма личных расходов",,
"Expense.total","Общая сумма",,
"Expense.totalA.T.I","Итого, T. T. C.",,
"Expense.totalAmount","Итого, с учетом НДС",,
"Expense.totalToRefund","Общая сумма подлежащих возврату",,
"Expense.withdrawnCash","сумма снятия наличных",,
"ExpenseLine.amount","сумма, включая НДС",,
"ExpenseLine.cityFrom","Город отправления",,
"ExpenseLine.cityTo","Город прибытия",,
"ExpenseLine.client","Клиент",,
"ExpenseLine.distance","Расстояние (км)",,
"ExpenseLine.expenseDate","Дата",,
"ExpenseLine.expenseType","Тип сбора",,
"ExpenseLine.kilometricAllowParam",", например налоговый",,
"ExpenseLine.kilometricExpenseType","Тип",,
"ExpenseLine.no","Нет",,
"ExpenseLine.project","Проектов",,
"ExpenseLine.toInvoice","Выставить",,
"ExpenseLine.totalTax","счет на сумму НДС",,
"ExpenseLine.untaxedAmount","Сумма HT",,
"ExpenseLine.yes","Да",,
"Expenses",,,
"Expenses amount to pay","платежная ведомость сумма NdeF к оплате",,
"Expenses declaration","Отчет о расходах",,
"Expenses to Validate","Накладные на оплату, подлежащие проверке",,
"Expenses to Ventilate",", Ндеф, подлежащие разглашению",,
"Expenses to be Validated by your subordinates","NdeF для проверки моими подчиненными",,
"Experience duration","Продолжительность опыта",,
"Export","Экспортировать",,
"Export CSV","Экспорт в формат CSV",,
"Export all leave requests","Экспорт запросов на отпуск",,
"Export code","Экспортный код",,
"Export code for duration","Экспорт кода для количества отработанных дней",,
"Export code for extra hour management","Код для экспорта сверхурочных",,
"Export code for lunch voucher management","Код для экспорта билетов в ресторан",,
"Export date","Дата экспорта",,
"Export des salariés",,,
"Export employment contract","Экспортировать трудовой договор",,
"Export file",,,
"Export for payroll preparation","Присутствует при экспорте платежной ведомости",,
"Export payroll preparation","Экспорт подготовки платежной ведомости",,
"Export type","Тип экспорта",,
"Exported","Экспортный",,
"Exports","Экспорты",,
"Extension Amendment","Поправка о продлении",,
"Extension and Miscellaneous Amendment","Различные поправки и продления",,
"External","Внешние",,
"Extra Hours","сверхурочные",,
"Extra Hours Notification Mail","Электронное письмо с уведомлением о сверхурочной работе.",,
"Extra Hours Templates","Модель сверхурочной работы.",,
"Extra hours","Сверхурочные",,
"Extra hours filters","Фильтры сверхурочные сверхурочные.",,
"Extra hours to Validate"," подлежит проверке",,
"Extra hours to be Validated by your subordinates","в сверхурочное время. подлежит проверке моими подчиненными",,
"Extra hours to validate","Дополнительные часы, подлежащие подтверждению",,
"Extra hours type","Тип дополнительного часа",,
"Extra hours' number","Количество сверхурочных",,
"ExtraHours","сверхурочные",,
"F","F",,
"File","Файл",,
"File types","Типы файлов",,
"Files","Файлы",,
"Finish","Завершить",,
"Finished","Завершено",,
"First day of leave period","Первый день периода отпуска",,
"First month of leave period","Первый месяц периода отпуска",,
"First name","Имя",,
"Fiscal periods","Налоговые периоды",,
"Fiscal year","Фискальный год",,
"Follow-up","Мониторинг",,
"For foreign-born employees, please enter the code 99","Для сотрудников, родившихся за границей, пожалуйста, введите код 99",,
"Former employee","Бывший сотрудник",,
"Former employees","Бывшие сотрудники",,
"Formula","Формула",,
"Formula variables configuration","Настройка переменных в формулах",,
"Friday","пятницы",,
"From",,,
"From Date","От",,
"From date",,,
"From date can't be empty","даты начала не может быть нулевым",,
"From generation date","Дата начала генерации",,
"Full name","Полное имя",,
"Fullscreen Editor","Показывать в полноэкранном",,
"General","режиме общие",,
"General Expense","Общие расходы",,
"General Expenses","Накладные расходы",,
"General expense lines","Статьи общих расходов",,
"General expenses","Накладные",,
"Generate Lines From Expected Planning","расходы генерировать строки из запланированного расписания",,
"Generate Lines automatically","генерировать строки автоматически",,
"Generate human resource configurations","генерировать конфигурации человеческих ресурсов",,
"Generate lines","генерировать строки",,
"Generate new DPAE","генерировать новый DPAE",,
"Generate payroll prepa.","Генерировать преп. Оплата",,
"Generate periods","генерировать данные периоды",,
"Given","подачи заявок",,
"Given lunch vouchers on the period","Названия ресторанов, указанные на данный период",,
"Given project task and activity are not related.","Поставленная задача и задание должны быть связаны.",,
"Given project task and project are not related.","Указанный проект и задача должны быть связаны.",,
"Given to Employee","Билеты, выданные сотруднику",,
"Google Maps error: %s","Ошибка Карт Google :",,
"Ground For Refusal","Основание для отказа",,
"Ground for refusal","Основание для отказа",,
"HR","Rh",,
"HR Batch","пакетный RH",,
"HR batch filters","Фильтры для обработки массы RH",,
"HR batches","Пакетный отдел кадров",,
"HR config","настройка отдела кадров",,
"HR information","информация отдела кадров",,
"HR manager","менеджер по персоналу",,
"Hardship allowance","Надбавка за работу в трудных условиях",,
"Health mutual","Общество взаимного страхования",,
"Health mutual rejection reason","Причина взаимного отказа",,
"Health mutual rejection reasons","Причины взаимного отказа",,
"Health service","Санитарная служба",,
"Health service address","Адрес службы здравоохранения",,
"Historic colleague Expenses","История NdeF коллабораций.",,
"Historic colleague Timesheets","История Ф. времен коллаборационистов.",,
"Historic colleague extra hours","История сверхурочных. коллаборационисты.",,
"Historic extra hours","Исторический сверхурочно.",,
"Historic team Expenses","Историческая справка о расходах команды",,
"Historic team leave requests","История запросов на отпуск в команде",,
"Holiday","Праздничный день",,
"Hour","Час",,
"Hourly complement","Почасовая надбавка к МРОТ",,
"Hourly gross salary","Почасовая валовая заработная плата",,
"Hourly rate","Часовая ставка",,
"Hours","Часы",,
"Hours distribution","Почасовое распределение",,
"Hr batch","Пакетный RH",,
"Hr config","Настройка RH",,
"HrConfig","настройка RH",,
"Human Resource Manager","Менеджер по персоналу",,
"Human Resource config (${ name })","Настройка человеческих ресурсов (${ name })",,
"Human Resources Employee","Сотрудник отдела кадров",,
"Human Resources Manager","Менеджер по персоналу",,
"Human Resources configuration","Конфигурация",,
"Human Resources configurations","отдела кадров",,
"Human resource configurations","конфигурации отдела кадров конфигурации отдела кадров",,
"I am at work","Я на работе",,
"Imposed holidays planning",", планирую дни обязательного отпуска",,
"In Trial","В процессе испытаний",,
"In advance","Раньше времени",,
"Inactive","Неактивный",,
"Increase %","Наценка %",,
"Increment leave","Увеличить количество отпусков",,
"Information","Данные",,
"Inject","Впрыснуть",,
"Inject/Consume","Вводить / потреблять",,
"Instruction","набор для пользователя",,
"Internal description","Внутреннее описание",,
"Invalid date","Недействительная Дата",,
"Invalid date periods","Недействительный период (даты) ",,
"Invalid date, it can't be in the future","Дата недействительна, она не может быть в будущем",,
"Invalid dates","недействительные даты",,
"Invalid duration (must be a 0.5's multiple)","Недопустимая продолжительность (должна быть кратна 0,5)",,
"Invitation",,,
"Invited collaborators","Приглашенные соавторы",,
"Invoiced","Фактурный",,
"Invoicing Type for Log Times","Тип выставления счетов за прошедшее время",,
"Justification",,,
"K.A.P.","P. f",,
"Keep Project for Start&Stop Timer",". сохраните проект на",,
"Kilometric","Одометровом секундомере",,
"Kilometric Allowance","Плата за километраж",,
"Kilometric Allowance Param","налоговая мощность",,
"Kilometric Allowance Params","Налоговые полномочия",,
"Kilometric Allowances","Плата за пробег",,
"Kilometric allowance list","плата за пробег",,
"Kilometric allowance rate","ставка шкала пробега",,
"Kilometric allowance rates","Шкала ставок за километры",,
"Kilometric allowance rule","Правило платы за пробег",,
"Kilometric allowance rule list","Правила оплаты пробега",,
"Kilometric allowance rules","Правила оплаты пробега",,
"Kilometric expense product","продукт плата за пробег",,
"Kilometric line","Линия оплаты за пробег",,
"Kilometric lines","Линии оплаты за километраж",,
"Kilometric log","Спидометр",,
"Kilometric log list","Спидометр",,
"Kilometrice Allowance Param","Параметр шкалы пробега",,
"Kilometrice Allowance Params","Параметры шкала пробега",,
"Kilometrice log",,,
"LIEU",,,
"Label","Формулировка",,
"Last medical visit :","Последний визит к врачу :",,
"Last medical visit : XX/XX/XXXX","Последний визит к врачу: XX/XX/XXXX",,
"Last medical visit date","Дата последнего посещения врача",,
"Last name","Имя",,
"Launched every","запущено все",,
"Leave Batch rules","Правила проведения праздничных вечеринок",,
"Leave List","Счетчики отпусков",,
"Leave Management","Управление отпусками",,
"Leave Management Batch Rule","Пакетный регламент отпусков",,
"Leave Management Reset","Сброс настроек управления отпусками",,
"Leave Per Employee","Отпуск на одного сотрудника",,
"Leave Reason for Leave to justify","Основание для отсутствия на работе, подлежащее оправданию",,
"Leave Reasons","Виды отпуска",,
"Leave Request","Просьба об отпуске",,
"Leave Request Notification Mail","Электронное письмо с уведомлением о запросе на отпуск",,
"Leave Requests","Просьбы об отпуске",,
"Leave Requests to Validate","Заявки на отпуск для проверки",,
"Leave accounts","счетчики отпусков",,
"Leave correction","Корректировка отпусков",,
"Leave counter reset","Сброс счетчиков отпусков с нуля",,
"Leave day number","Количество дней отпуска",,
"Leave days' number","Количество дней отпуска",,
"Leave line","Линия отпуска",,
"Leave managed every month","Управляемый отпуск каждый месяц",,
"Leave managed every year","Ежегодный управляемый отпуск",,
"Leave management","управление отпусками",,
"Leave management batch","Пакетный отпуск",,
"Leave management batch rule list","Правила получения отпуска по выслуге лет",,
"Leave period","Период, учитываемый при отсутствии на работе",,
