"key","message","comment","context"
"Fill SOP real values","Заполнение фактических значений пика",,
"Filters","Фильтры",,
"Finish","Завершить",,
"Finished","Завершено",,
"Finished MOs","Завершенные",,
"Finished Operations","Завершенные операции",,
"Finished products","Готовая продукция",,
"Finished products default stock location","Расположение готовой продукции по умолчанию",,
"Finite","Закончила",,
"Forecast","Прогноз",,
"Forecast date","Дата прогнозирования",,
"Forecast on historic","Прогноз по историческим",,
"Forecasts","прогнозам",,
"Friday hours","Часы Работы Пятница",,
"From","С",,
"From Date","даты начала",,
"General BoM","Общие спецификации",,
"General production processes","Общие производственные диапазоны",,
"Generate MO.","генерировать OF.",,
"Generate MPS forecasts","Создание прогнозов PDP",,
"Generate Sales and Operations Planning Lines","Сгенерировать строки промышленного и коммерческого плана",,
"Generate a purchase order on MO planning","сгенерировать заказ на покупку при подтверждении оф",,
"Generate new version","Создать новую версию",,
"Generate periods",,,
"Generate production configurations","Генерировать производственные конфигурации",,
"Generate production orders automatically","генерировать производственные заказы автоматически",,
"Generate proposals",,,
"Generate waste stock move","Генерировать MVT из выходных отходов",,
"Growth Coefficient","Коэффициент роста",,
"HR Cost Settings","Параметры затрат на человека",,
"HR Duration Per Cycle (hhh:mm:ss)","Относительное время на цикл (ЧЧЧ: мм: СС)",,
"High","Высокий",,
"Historic period","Исторический период",,
"Hours of use","количество",,
"Human","человеко-часов использования",,
"Human Duration (hh:mm:ss)","Человеческое время / цикл (чч: мм: СС)",,
"Human Duration (in hours)","Время человека / цикл (в часах)",,
"Human Resources","Людские ресурсы",,
"Human and Machine","Человек и машина",,
"Human resources","человеческие ресурсы",,
"Human times","Человеческое время",,
"Hundredth of an hour input","Ввод за сотую долю часа",,
"If true, the components will be automatically requested for reservation on planning manufacturing orders.","""Если установлен флажок, резервирование компонентов будет производиться автоматически при планировании производственных заказов"".",,
"Image",,,
"Import",,,
"Import CSV","Импорт CSV",,
"Import source","Источник импорта",,
"Imported","Импортный",,
"Imported bill of material tree","Дерево импортированной спецификации",,
"Impossible to generate outsourcing purchase order. Please fill unit on your product.","Не удалось сгенерировать субподрядный заказ на покупку. Пожалуйста, сообщите подразделению о вашем продукте.",,
"In manuf order","В производственном порядке",,
"In operation order","ввод операции",,
"In progress","Текущий",,
"Indirect","Косвенный",,
"Indirect cost","Косвенные затраты",,
"Infinite","Бесконечная",,
"Information",,,
"Inheritate the finished products from the MO to the deliveries","Наследование готовой продукции от OF на BL",,
"Input file","входной файл",,
"Invalid date","Недействительная дата",,
"Invalid scheduling and capacity configuration.","Недопустимая конфигурация планирования и емкости.",,
"Is closed","Завершено",,
"Is generated",,,
"Is with difference","С разницей",,
"Is workshop","Семинар",,
"It will remove subcontractor tag from all partners. This change is irreversible","Тег субподрядчика будет отключен для всех третьих лиц. Это изменение необратимо",,
"Label","Формулировка",,
"Last overhaul date","Дата последнего пересмотра",,
"Last production price","Последняя цена производства",,
"Late Planned MOs","Из-за задержки",,
"Late Planned Operations","запланированные операции из-за задержки",,
"Launch quantity","Quantité de lancement",,
"Lead time","Temps de traversée",,
"Level","Niveau",,
"List of Wastes Per Product","Liste de Rebuts par produit",,
"Low","Faible",,
"MO","N° OF",,
"MO's comment from sale order","Commentaire production provenant de la commande de vente",,
"MO's comment from sale order line","Commentaire production provenant de la ligne de commande de vente",,
"MO's valuation method","Mode de valorisation des OF",,
"MOs Finished late","OF terminés en retard",,
"MOs In Progress","OF en cours",,
"MOs In Standby","OF en pause",,
"MOs to invoice","OF à facturer",,
"MPS","PDP",,
"MPS Charge","Charge PDP",,
"MPS Weekly schedules","Charge hebdomadaire PDP",,
"MPS number","N° PDP",,
"MRP",,,
"MRP Type",,,
"MRP Types",,,
"Machine","Machine",,
"Machine Information","Information sur la machine",,
"Machine Planning","Planning des machines",,
"Machine Type","Type de machine",,
"Machine Types","Types de machine",,
"Machine charge","Charge machine",,
"Machine settings","Paramétrages machine",,
"Machine times","Temps machine",,
"Machine's planning","Планирующая машина",,
"Machine.planningMachineBtn","Планирующая Машина",,
"Machines","Машины",,
"Main bill of materials generated","сгенерированная основная номенклатура",,
"Main configurations","Основные конфигурации",,
"Maintenance cost","Затраты на техническое обслуживание",,
"Make it applicable","сделать применимым",,
"Make it obsolete","сделать устаревшим",,
"Manage Master Production Scheduling Charge","управление загрузкой PDP",,
"Manage bill of materials versions","управление версиями спецификации",,
"Manage business production","управление от производства к делу",,
"Manage consumed products on operations","управление потреблением по операциям",,
"Manage consumed products on phases","управление поэтапным потреблением",,
"Manage cost sheet group","Управление группами затрат",,
"Manage outsourcing","Управление аутсорсингом",,
"Manage production process versions","управление выпусками линейки",,
"Manage residual products on BOM","Управление остаточными продуктами в спецификации",,
"Manage work center group","Управление группами позиций загрузки",,
"Manage workshop","управление цехами",,
"Manual mo seq",,,
"Manuf order list",,,
"Manuf. date","Дата изготовления",,
"Manuf. reference","ссылка на производителя",,
"ManufOrder","Заказпроизводственная",,
"ManufOrder.billOfMaterial","Номенклатура",,
"ManufOrder.company","Компания",,
"ManufOrder.costPrice","Сумма",,
"ManufOrder.editionDate","Дата издания",,
"ManufOrder.effective","Реальный",,
"ManufOrder.endDate","Дата окончания",,
"ManufOrder.forecast","Планируемый",,
"ManufOrder.from","незавершенное производство",,
"ManufOrder.inProgress",,,
"ManufOrder.machine","Производственный комментарий машины, полученный из заказа на продажу",,
"ManufOrder.moCommentFromSaleOrder","Нет мастерской",,
"ManufOrder.noLocation",,,
"ManufOrder.num","№",,
"ManufOrder.operation","Детали операций",,
"ManufOrder.operationDetails","Обобщение Операций",,
"ManufOrder.operations","Обобщение Операций",,
"ManufOrder.origin","Происхождение",,
"ManufOrder.plannedEndDate","Запланированная дата окончания",,
"ManufOrder.plannedStartDate","Запланированная дата начала",,
"ManufOrder.product","Продукт",,
"ManufOrder.productBarcode","штриховой код",,
"ManufOrder.productCode","Код продукта",,
"ManufOrder.productName","Название",,
"ManufOrder.productionProcess","Диапазона",,
"ManufOrder.productsToPrepare","Продукты, которые нужно приготовить (потреблять)",,
"ManufOrder.quantity","Количество",,
"ManufOrder.rack","Шкафчик",,
"ManufOrder.seq","№",,
"ManufOrder.serial","машины (серийный номер)",,
"ManufOrder.standBy","В перерыве",,
"ManufOrder.startDate","Дата начала",,
"ManufOrder.status","состояние",,
"ManufOrder.stockLocation","Местоположение",,
"ManufOrder.title","Производственный заказ",,
"ManufOrder.to","Всего",,
"ManufOrder.total",,,
"ManufOrder.trackingNumber","Почтовый номер партии",,
"ManufOrder.workCenter",,,
"Manufacturer","Производитель",,
"Manufacturing","Производство",,
"Manufacturing Dashboard","Панель",,
"Manufacturing Operation","инструментов производственного заказа",,
"Manufacturing Operation Duration","Срок действия производственного заказа",,
"Manufacturing Operation Durations","Время выполнения производственного заказа",,
"Manufacturing Order","Сгенерированные производственные заказы",,
"Manufacturing Order (StockMove In)","Производственный заказ (ввод движения)",,
"Manufacturing Order (StockMove Out)","Производственный заказ (движение на выходе)",,
"Manufacturing operation","Производственный заказ",,
"Manufacturing operations","Производственные операции",,
"Manufacturing operations maximum priority",,,
"Manufacturing order","Производственный заказ",,
"Manufacturing order filters","Фильтр по производственному",,
"Manufacturing order merge result","заказу после слияния",,
"Manufacturing order sequence","Последовательность производственного заказа",,
"Manufacturing orders","Производственные заказы",,
"Manufacturing orders on StandBy","Отложенные производственные заказы",,
"Manufacturing period","Период изготовления",,
"Manufacturing periods","Периоды производства",,
"Manufacturing proposal","Предложение по производственному заказу",,
"Mark","Ориентир",,
"Master Production Scheduling Charge","Ответственность за Генеральный план производства",,
"Max depth reached when copying BOM.","Максимальная глубина была достигнута путем копирования спецификации.",,
"Max loop call reached when trying to compute end date.",,,
"Max loop call reached when trying to compute start date.",,,
"Max. capacity / cycle","Максимальная Производительность / Цикл",,
"Maximum level","Максимальный уровень",,
"Merge","Сливать",,
"Merged","Сливший",,
"Merged MO","Объединенных",,
"Merged manuf orders","Объединенных",,
"Message template","Шаблон сообщения",,
"Min. capacity / cycle","Минимальная Производительность / Цикл",,
"Missing quantity","Недостающее количество",,
"Monday hours","Часы Работы В Понедельник",,
"Move types","Типы непогашенных обязательств",,
"Moves In/Out","Входы/Выходы",,
"Mps Charge","Зарядка PDP",,
"MpsCharge.code","Код",,
"MpsCharge.endMonth","Месяц окончания",,
"MpsCharge.startMonth","месяц начала",,
"MpsCharge.title","Ответственность за Генеральный план производства",,
"Multi Level MO tree","Дерево многоуровневых",,
"Multi level MO","Многоуровневых",,
"Multi-level planning","Многоуровневое планирование",,
"Multiple same product selected in the list.",,,
"Name","Имя",,
"Name cannot be null for prod process line to generate. Please correct on prod process line configurator id : %s.","Имя не может быть нулевым для фазы диапазона, которая должна быть сгенерирована. Пожалуйста, исправьте конфигуратор фазы диапазона с помощью идентификатора: %s",,
"Name cannot be null for prod process to generate. Please correct on prod process configurator id : %s.","Имя не может быть нулевым для диапазона, который будет сгенерирован. Пожалуйста, исправьте конфигуратор диапазона с помощью идентификатора: %s",,
"Nb of digits for BOM quantities","Nb десятичных знаков для количеств спецификаций",,
"Need / MPS","Потребность / PDP",,
"Need / Manufacturing order","Потребность / производственный заказ",,
"Need / Manufacturing proposal","потребность / предложение по производственному заказу",,
"Next overhaul date","Дата следующего пересмотра",,
"No continuity","Нет преемственности",,
"No period has been found in the weekly planning for the manufacturing operation %s",,,
"No product has been found with these filters. Please check your filters","Для этих фильтров не было найдено ни одного продукта. Пожалуйста, проверьте свои фильтры.",,
"No production order could be generated. Make sure that everything has been configured correctly. Reminder: check that the order lines that should be produced have their supply method set to 'produce' and that the chosen BoM has a production process associated to it.","Не удалось сгенерировать ни одного производственного заказа. Убедитесь, что все настроено правильно. Напоминание : убедитесь, что каждая строка продажи, которая должна быть произведена, имеет в качестве способа поставки ""производить"" и что номенклатура линии или ее продукта имеет действительный ассортимент.",,
"Normal",,,
"Not enough quantity in products to consume for: %s","Недостаточное количество потребляемых продуктов для: %s",,
"Not manage stock","Не управлять запасами",,
"Note","Оценка",,
"Number of components","Количество компонентов",,
"Number of phases","Количество этапов",,
"Number of stations","количество должностей",,
"OK",,,
"Obsolete","Устаревший",,
"On Finish","Наконец",,
"On Start","При запуске",,
"On operations start","В начале операции",,
"On order start","В начале оф",,
"One production order per sale order","Один производственный заказ на заказ клиента",,
"Open MO tree","Открыть дерево OF",,
"Open tree","Открыть представление дерева",,
"Operating duration","Время работы",,
"Operation","операция",,
"Operation Continuity","непрерывность операций",,
"Operation name","Озаглавленный Операция",,
"OperationOrder.associatedBOM","Операция ",,
"OperationOrder.cycleDuration","Связанная номенклатура",,
"OperationOrder.dates","Даты",,
"OperationOrder.delayBtwCycle","Задержка между двумя циклами",,
"OperationOrder.machine","Машина",,
"OperationOrder.num","№",,
"OperationOrder.operationDetails","Детали операции",,
"OperationOrder.operationName","Название операции",,
"OperationOrder.operationRequirement","операционная предпосылка",,
"OperationOrder.plannedEndDate","Фактическая дата начала",,
"OperationOrder.plannedStartDate","Запланированная дата начала",,
"OperationOrder.productBarcode","Штрих-код продукта",,
"OperationOrder.productName","Название продукта",,
"OperationOrder.productToPrepare","Продукт, который нужно приготовить (потреблять)",,
"OperationOrder.qty","Количество",,
"OperationOrder.realEndDate","Фактическая дата окончания",,
"OperationOrder.realStartDate","Фактическая дата начала",,
"OperationOrder.relatedToProduct","Соответствующий продукт",,
"OperationOrder.startTime","Время запуска",,
"OperationOrder.stopTime","Перерыв в работе",,
"OperationOrder.title","Производственная операция",,
"OperationOrder.trackingNumber","номер партии",,
"Operations","Операции",,
"Operations Finished late","операции, завершенные с опозданием",,
"Operations In Progress","текущие",,
"Operations In Standby","операции приостановленные операции",,
"Operations to invoice","Операции, подлежащие оплате",,
"Operations with difference","операции с разницей в потреблении",,
"Optional","Опциональный",,
"Optional continuity","Дополнительная непрерывность",,
"Options",,,
"Origin","Происхождение",,
"Origin manuf order","оригинальный производственный заказ оригинальная",,
"Original bill of materials","номенклатура оригинальный",,
"Original production process","ассортимент",,
"Out manuf order",,,
"Outgoing moves","Поставки клиентам",,
"Outgoing outsource stock move","Субподрядные поставки",,
"Outsourcable","Подлежит передаче на аутсорсинг",,
"Outsource declaration","Объявить поставку субподрядчику",,
"Outsourced","Договор субподряда",,
"Outsourcing","Субподряд",,
"Outsourcing duration","Продолжительность аутсорсинга",,
"Outsourcing location","Расположение аутсорсинга",,
"Outsourcing manuf order","Of субподряд",,
"Outsourcing order","Внешний заказ",,
"Outsourcing purchase order cannot be generated. Please fill hours unit in your base configuration.","Не удалось сгенерировать заказ на закупку по субподряду. Пожалуйста, заполните единицу измерения часов в базовой конфигурации.",,
"Outsourcing purchase orders","Субподрядчик заказа на покупку",,
"Outsourcing stock location","Расположение аутсорсинга",,
"Outsourcing stock moves","Субподрядные поставки",,
"Parent",,,
"Parent BOM","Родительская номенклатура",,
"Parent Configurator BOM","Конфигуратор родительской спецификации",,
"Parent MO","Родительского",,
"Parents are not set properly in input file.","Родительские элементы неправильно определены во входном файле.",,
"Partial Finish","Частично завершить",,
"Partial end of production","Декларация о частичном изготовлении",,
"Partner",,,
"Pause","Пауза",,
"Per Cycle","За цикл",,
"Per hour","В час",,
"Per piece","Поштучный",,
"Period","Период",,
"Periods generation assistant",,,
"Permanent","Постоянный",,
"Permanent manufacturing orders","Постоянные производственные заказы",,
"Personalized","Персонализированная",,
"Personalized BoM","Пользовательские спецификации",,
"Personalized production processes","Индивидуальные производственные линии",,
"Phase","Фаза",,
"Phases","Фазы",,
"Picture","Изображение",,
"Plan","Планировать",,
"Plan only product with missing quantities","планировать только продукты с недостающим количеством",,
"Plan selected orders and discard others","Запланировать выбранные заказы и удалить остальные.",,
"Planification","Планирование",,
"Planned","Запланированный",,
"Planned MOs","OF",,
"Planned Operations","запланированные запланированные операции",,
"Planned Qty","Запланированное количество",,
"Planned dates","Запланированные даты",,
"Planned end","Запланированный конец",,
"Planned end date","Предполагаемая дата окончания",,
"Planned end with waiting date t",,,
"Planned human duration (hhh:mm:ss)","Запланированная продолжительность жизни человека (ЧЧЧ: мм: СС)",,
"Planned machine duration (hhh:mm:ss)","Запланированное машинное время (ЧЧЧ: мм: СС)",,
"Planned operations","Запланированные операции запланированные",,
"Planned outsourced operations","аутсорсинговые операции",,
"Planned start","Запланированный старт",,
"Planned start date","Запланированная дата начала",,
"Planning and performances","Планирование и производительность",,
"Planning duration (hhh:mm:ss)","Продолжительность планирования (ЧЧЧ: мм: СС)",,
